  48	 2050	 320.341	 418.571	 226.074	 1.781	 3153.650	 -10.356
   0	 2189	 327.853	 344.579	 227.227	 1.699	 2723.008	 -10.394
   4	  489	 323.754	 374.955	 234.389	 1.757	 2226.958	 -10.430
  46	 2574	 304.497	 393.114	 214.301	 1.995	 2703.196	 -10.444
  13	 1348	 332.818	 405.779	 208.869	 2.418	 3959.947	 -10.524
   0	 2178	 343.857	 264.307	 234.854	 1.352	 2458.867	 -10.564
   0	  379	 305.324	 592.277	 220.015	 3.355	 1284.854	 -10.625
  48	 2920	 332.892	 532.462	 181.697	 2.232	 3537.168	 -10.630
  16	 2137	 309.790	 418.833	 235.419	 1.528	 3460.580	 -10.643
  42	 1688	 279.602	 595.319	 203.186	 3.053	 2936.265	 -10.648
  37	 3681	 293.449	 714.996	 223.315	 3.290	 2376.623	 -10.663
  30	  809	 308.300	 593.768	 247.748	 2.395	 2526.316	 -10.672
  17	 1595	 279.312	 639.544	 212.240	 3.334	 2660.583	 -10.685
  17	 3118	 288.501	 559.403	 236.001	 2.985	 4506.034	 -10.686
  30	  546	 280.631	 540.946	 206.924	 2.522	 780.033	 -10.703
  16	 2842	 309.962	 645.750	 212.852	 3.608	 3049.592	 -10.707
  47	  826	 353.966	 231.465	 245.009	 1.155	 1838.806	 -10.740
  18	  420	 347.526	 597.125	 228.859	 1.656	 3852.567	 -10.745
  18	  661	 376.048	 312.836	 216.896	 1.045	 4988.886	 -10.756
  30	  419	 341.767	 667.706	 219.508	 1.532	 1293.348	 -10.773
  42	  846	 295.756	 844.028	 208.195	 3.298	 4933.064	 -10.796
  20	  846	 340.363	 505.580	 187.996	 1.130	 2679.450	 -10.814
   5	 1758	 331.808	 301.131	 258.244	 1.311	 1293.413	 -10.822
   6	 2103	 291.532	 744.693	 235.536	 3.183	 1085.055	 -10.831
  20	  805	 339.512	 704.659	 203.941	 2.532	 3838.803	 -10.840
  41	 3302	 318.892	 671.442	 241.364	 3.180	 2919.841	 -10.842
  13	 2575	 335.914	 367.738	 248.587	 1.037	 2417.973	 -10.858
  26	  988	 334.450	 701.417	 185.753	 2.204	 1387.201	 -10.872
   0	 2791	 317.200	 805.535	 235.529	 2.263	 2745.198	 -10.873
   6	 2400	 315.826	 300.827	 227.528	 1.053	 4798.302	 -10.876
  33	 3902	 336.138	 670.080	 210.847	 3.063	 2481.017	 -10.879
   0	 3606	 358.858	 503.970	 205.332	 2.364	 1679.553	 -10.890
  47	 1022	 339.064	 725.763	 236.807	 2.014	 4441.227	 -10.921
   4	 2603	 319.367	 707.014	 246.776	 3.061	 3774.250	 -10.922
  20	 2016	 347.381	 616.699	 200.650	 0.987	 4111.730	 -10.934
   7	 3228	 361.864	 585.237	 216.535	 1.908	 1625.331	 -10.940
   1	 3183	 310.650	 433.960	 259.941	 1.600	 630.874	 -10.944
  47	 2343	 293.182	 807.856	 182.030	 2.920	 727.218	 -10.946
   7	  735	 330.737	 378.647	 188.325	 0.882	 3032.331	 -10.956
  30	 2594	 284.474	 363.826	 202.448	 1.993	 1282.591	 -10.959
  20	 3094	 353.714	 719.439	 210.288	 1.628	 1008.812	 -10.981
  47	 3784	 303.718	 568.863	 193.627	 1.358	 368.102	 -10.982
  33	 3136	 265.629	 694.409	 209.389	 3.287	 1535.646	 -10.987
   0	  690	 371.208	 507.927	 224.852	 1.636	 1861.489	 -10.990
  48	 1936	 287.193	 673.126	 189.648	 4.309	 4888.849	 -11.004
   7	  904	 278.454	 770.448	 187.996	 2.605	 3337.465	 -11.009
  16	 2354	 360.847	 509.781	 247.593	 1.318	 1588.167	 -11.010
  30	  470	 356.029	 519.156	 191.637	 0.889	 330.460	 -11.014
  30	 2676	 297.957	 296.858	 193.235	 1.931	 660.640	 -11.019
   0	 3605	 358.735	 488.748	 217.778	 2.567	 701.380	 -11.034
  33	 1574	 351.915	 902.035	 211.400	 0.789	 3907.272	 -11.036
  21	  198	 323.965	 196.037	 186.827	 0.912	 258.163	 -11.053
  26	  776	 354.361	 786.968	 206.648	 1.601	 1048.323	 -11.075
  29	 1958	 359.868	 563.536	 243.164	 2.140	 4754.112	 -11.077
   8	 1464	 286.148	 891.072	 196.456	 4.217	 3724.931	 -11.079
  21	 2864	 316.746	 816.309	 250.454	 2.763	 3696.791	 -11.090
  47	  317	 265.087	 781.899	 197.362	 4.291	 1880.360	 -11.125
  39	 3541	 385.329	 153.815	 241.753	 0.518	 4611.033	 -11.144
  36	 1100	 280.604	 849.136	 219.500	 2.368	 601.432	 -11.148
  29	  522	 371.651	 467.789	 205.635	 0.648	 3804.057	 -11.151
   5	 3529	 271.451	 498.523	 236.547	 3.006	 1860.785	 -11.163
  44	 2882	 346.617	 878.480	 240.631	 1.456	 449.887	 -11.166
  46	 3519	 373.256	 396.851	 202.850	 0.578	 4334.707	 -11.168
   8	 3883	 368.976	 790.651	 215.387	 0.673	 1339.249	 -11.174
  44	  485	 327.108	 683.913	 255.805	 3.205	 2316.004	 -11.174
   5	  793	 257.625	 712.258	 212.037	 3.826	 3952.443	 -11.175
  46	 1597	 324.654	 834.652	 249.329	 2.699	 2851.422	 -11.176
  44	  490	 327.696	 700.133	 242.055	 3.630	 3090.131	 -11.202
  48	 3037	 304.704	 417.796	 247.819	 1.196	 2678.479	 -11.230
  18	 3368	 305.072	 641.852	 271.085	 1.962	 4019.443	 -11.247
  47	 2265	 331.475	 535.425	 166.490	 1.194	 1931.859	 -11.249
  30	 3506	 334.528	 656.904	 168.407	 1.367	 3468.193	 -11.255
  26	 2425	 308.882	 727.998	 203.281	 4.565	 1805.415	 -11.258
  42	  312	 302.074	 936.202	 184.565	 3.811	 1979.189	 -11.265
  33	 1631	 291.050	 854.417	 213.141	 1.609	 3791.688	 -11.271
   1	 1716	 357.105	 702.447	 253.078	 1.217	 4758.024	 -11.306
   4	 1571	 293.114	 812.946	 255.478	 2.198	 1168.999	 -11.317
  42	 1220	 270.509	 536.815	 200.101	 3.978	 639.050	 -11.317
  31	 3540	 374.993	 586.240	 215.059	 0.458	 3249.894	 -11.333
  44	 2898	 355.418	 883.580	 252.010	 0.808	 113.916	 -11.337
  26	 2993	 358.965	 510.273	 211.862	 3.101	 4189.934	 -11.337
   5	 3882	 346.690	 350.434	 157.246	 1.801	 1077.138	 -11.339
  21	 3904	 325.784	 711.415	 238.937	 0.830	 2047.635	 -11.341
  18	 2534	 326.990	 745.480	 219.008	 0.682	 1779.943	 -11.351
  31	 3690	 344.601	 878.269	 174.166	 1.479	 4852.957	 -11.356
  46	 3810	 379.859	 377.127	 183.283	 1.935	 647.674	 -11.357
  31	 3609	 359.247	 551.904	 166.140	 1.724	 4759.759	 -11.359
  46	 1319	 300.312	 791.180	 270.570	 2.846	 1933.866	 -11.362
  29	 3944	 337.170	 893.484	 232.367	 2.939	 2911.061	 -11.366
  44	 2018	 309.238	 351.564	 282.586	 1.870	 1128.314	 -11.368
  46	 1812	 357.036	 152.942	 168.361	 0.597	 3698.684	 -11.371
  18	  935	 355.487	 487.312	 160.223	 1.877	 4700.245	 -11.381
  20	 1788	 401.235	 360.139	 208.838	 1.223	 4233.198	 -11.383
  29	 2820	 275.871	 956.571	 176.022	 3.697	 2832.072	 -11.389
   8	 1229	 386.530	 463.387	 242.729	 1.340	 843.324	 -11.405
   6	 1900	 330.935	 868.270	 174.470	 2.809	 4074.290	 -11.413
  13	 1360	 324.035	 465.926	 155.369	 2.773	 4739.484	 -11.447
  31	 1454	 334.821	 559.732	 270.930	 1.024	 2012.668	 -11.452
   8	 1878	 308.073	 969.192	 207.496	 4.459	 3482.298	 -11.465
   1	 1271	 331.139	 952.896	 174.744	 2.521	 2037.972	 -11.474
  47	 3869	 324.194	 192.934	 209.111	 1.586	 792.001	 -11.494
