# lat	lon	mean_temp_z1	std_temp_z1	mean_temp_z2	std_temp_z2
175.9700	-38.7400	100.02	99.96	175.18	94.63
175.9723	-38.7400	100.06	99.36	175.21	94.03
175.9746	-38.7400	100.10	98.78	175.23	93.44
175.9770	-38.7400	100.14	98.20	175.26	92.86
175.9793	-38.7400	100.18	97.63	175.29	92.29
175.9816	-38.7400	100.22	97.07	175.32	91.72
175.9839	-38.7400	100.26	96.52	175.35	91.17
175.9863	-38.7400	100.31	95.98	175.38	90.62
175.9886	-38.7400	100.36	95.45	175.41	90.08
175.9909	-38.7400	100.41	94.92	175.45	89.56
175.9932	-38.7400	100.46	94.41	175.49	89.04
175.9956	-38.7400	100.51	93.90	175.52	88.53
175.9979	-38.7400	100.56	93.40	175.56	88.02
176.0002	-38.7400	100.61	92.92	175.60	87.53
176.0025	-38.7400	100.67	92.44	175.65	87.05
176.0048	-38.7400	100.73	91.97	175.69	86.58
176.0072	-38.7400	100.79	91.51	175.73	86.12
176.0095	-38.7400	100.85	91.07	175.78	85.67
176.0118	-38.7400	100.91	90.63	175.83	85.23
176.0141	-38.7400	100.97	90.20	175.88	84.79
176.0165	-38.7400	101.03	89.79	175.93	84.37
176.0188	-38.7400	101.10	89.38	175.99	83.97
176.0211	-38.7400	101.16	88.98	176.04	83.57
176.0234	-38.7400	101.23	88.60	176.10	83.18
176.0258	-38.7400	101.30	88.23	176.16	82.80
176.0281	-38.7400	101.37	87.86	176.22	82.44
176.0304	-38.7400	101.43	87.51	176.28	82.08
176.0327	-38.7400	101.50	87.17	176.34	81.74
176.0351	-38.7400	101.58	86.84	176.41	81.41
176.0374	-38.7400	101.65	86.53	176.48	81.10
176.0397	-38.7400	101.72	86.22	176.55	80.79
176.0420	-38.7400	101.79	85.93	176.62	80.50
176.0443	-38.7400	101.86	85.64	176.69	80.21
176.0467	-38.7400	101.94	85.37	176.77	79.95
176.0490	-38.7400	102.01	85.11	176.85	79.69
176.0513	-38.7400	102.08	84.87	176.93	79.45
176.0536	-38.7400	102.15	84.63	177.01	79.22
176.0560	-38.7400	102.22	84.41	177.09	79.00
176.0583	-38.7400	102.29	84.20	177.18	78.80
176.0606	-38.7400	102.36	84.00	177.27	78.61
176.0629	-38.7400	102.43	83.81	177.36	78.43
176.0653	-38.7400	102.50	83.64	177.45	78.27
176.0676	-38.7400	102.57	83.47	177.54	78.12
176.0699	-38.7400	102.63	83.33	177.63	77.99
176.0722	-38.7400	102.69	83.19	177.73	77.87
176.0745	-38.7400	102.75	83.06	177.82	77.77
176.0769	-38.7400	102.81	82.95	177.92	77.68
176.0792	-38.7400	102.87	82.85	178.02	77.60
176.0815	-38.7400	102.92	82.77	178.11	77.54
176.0838	-38.7400	102.97	82.69	178.21	77.50
176.0862	-38.7400	103.02	82.63	178.31	77.47
176.0885	-38.7400	103.06	82.59	178.41	77.46
176.0908	-38.7400	103.10	82.55	178.50	77.46
176.0931	-38.7400	103.13	82.53	178.60	77.48
176.0955	-38.7400	103.17	82.52	178.69	77.51
176.0978	-38.7400	103.19	82.53	178.79	77.56
176.1001	-38.7400	103.22	82.55	178.88	77.63
176.1024	-38.7400	103.24	82.58	178.97	77.71
176.1047	-38.7400	103.25	82.63	179.05	77.81
176.1071	-38.7400	103.26	82.69	179.13	77.93
176.1094	-38.7400	103.27	82.77	179.21	78.06
176.1117	-38.7400	103.27	82.87	179.28	78.22
176.1140	-38.7400	103.27	82.99	179.35	78.38
176.1164	-38.7400	103.27	83.12	179.41	78.57
176.1187	-38.7400	103.27	83.28	179.46	78.78
176.1210	-38.7400	103.26	83.46	179.51	79.00
176.1233	-38.7400	103.25	83.66	179.55	79.25
176.1257	-38.7400	103.24	83.89	179.58	79.52
176.1280	-38.7400	103.22	84.15	179.61	79.80
176.1303	-38.7400	103.21	84.44	179.62	80.11
176.1326	-38.7400	103.19	84.76	179.63	80.43
176.1349	-38.7400	103.18	85.10	179.63	80.78
176.1373	-38.7400	103.16	85.48	179.61	81.15
176.1396	-38.7400	103.15	85.88	179.59	81.54
176.1419	-38.7400	103.13	86.31	179.57	81.95
176.1442	-38.7400	103.12	86.76	179.53	82.37
176.1466	-38.7400	103.10	87.24	179.49	82.82
176.1489	-38.7400	103.08	87.73	179.45	83.28
176.1512	-38.7400	103.07	88.25	179.40	83.76
176.1535	-38.7400	103.05	88.78	179.35	84.25
176.1559	-38.7400	103.04	89.32	179.30	84.76
176.1582	-38.7400	103.02	89.89	179.24	85.28
176.1605	-38.7400	103.00	90.46	179.18	85.81
176.1628	-38.7400	102.98	91.05	179.12	86.36
176.1652	-38.7400	102.97	91.65	179.06	86.92
176.1675	-38.7400	102.95	92.26	178.99	87.49
176.1698	-38.7400	102.93	92.88	178.93	88.08
176.1721	-38.7400	102.91	93.51	178.87	88.67
176.1744	-38.7400	102.90	94.14	178.81	89.28
176.1768	-38.7400	102.88	94.79	178.74	89.90
176.1791	-38.7400	102.86	95.45	178.68	90.52
176.1814	-38.7400	102.84	96.12	178.62	91.16
176.1837	-38.7400	102.82	96.79	178.56	91.80
176.1861	-38.7400	102.81	97.47	178.51	92.46
176.1884	-38.7400	102.79	98.16	178.45	93.12
176.1907	-38.7400	102.77	98.85	178.39	93.79
176.1930	-38.7400	102.76	99.56	178.34	94.47
176.1954	-38.7400	102.74	100.27	178.29	95.16
176.1977	-38.7400	102.72	100.98	178.23	95.86
176.2000	-38.7400	102.71	101.71	178.18	96.56
175.9700	-38.7384	99.99	99.25	175.15	93.92
175.9723	-38.7384	100.02	98.65	175.17	93.32
175.9746	-38.7384	100.06	98.06	175.20	92.73
175.9770	-38.7384	100.10	97.48	175.22	92.14
175.9793	-38.7384	100.15	96.91	175.25	91.56
175.9816	-38.7384	100.19	96.34	175.28	91.00
175.9839	-38.7384	100.23	95.79	175.31	90.44
175.9863	-38.7384	100.28	95.24	175.35	89.88
175.9886	-38.7384	100.33	94.70	175.38	89.34
175.9909	-38.7384	100.38	94.17	175.41	88.81
175.9932	-38.7384	100.43	93.65	175.45	88.28
175.9956	-38.7384	100.48	93.14	175.49	87.77
175.9979	-38.7384	100.53	92.64	175.53	87.26
176.0002	-38.7384	100.59	92.15	175.57	86.77
176.0025	-38.7384	100.65	91.67	175.61	86.28
176.0048	-38.7384	100.71	91.20	175.66	85.80
176.0072	-38.7384	100.77	90.73	175.70	85.34
176.0095	-38.7384	100.83	90.28	175.75	84.88
176.0118	-38.7384	100.89	89.84	175.80	84.43
176.0141	-38.7384	100.95	89.41	175.85	84.00
176.0165	-38.7384	101.02	88.99	175.90	83.57
176.0188	-38.7384	101.08	88.58	175.96	83.16
176.0211	-38.7384	101.15	88.18	176.01	82.76
176.0234	-38.7384	101.22	87.79	176.07	82.37
176.0258	-38.7384	101.29	87.41	176.13	81.99
176.0281	-38.7384	101.36	87.05	176.19	81.62
176.0304	-38.7384	101.43	86.69	176.26	81.26
176.0327	-38.7384	101.50	86.35	176.32	80.91
176.0351	-38.7384	101.58	86.01	176.39	80.58
176.0374	-38.7384	101.65	85.69	176.46	80.26
176.0397	-38.7384	101.72	85.38	176.53	79.95
176.0420	-38.7384	101.80	85.08	176.60	79.65
176.0443	-38.7384	101.87	84.80	176.68	79.36
176.0467	-38.7384	101.95	84.52	176.76	79.09
176.0490	-38.7384	102.02	84.26	176.84	78.83
176.0513	-38.7384	102.10	84.01	176.92	78.58
176.0536	-38.7384	102.17	83.77	177.00	78.35
176.0560	-38.7384	102.25	83.55	177.09	78.13
176.0583	-38.7384	102.32	83.33	177.18	77.92
176.0606	-38.7384	102.39	83.13	177.27	77.73
176.0629	-38.7384	102.46	82.94	177.36	77.55
176.0653	-38.7384	102.53	82.76	177.45	77.39
176.0676	-38.7384	102.60	82.60	177.55	77.24
176.0699	-38.7384	102.67	82.44	177.65	77.10
176.0722	-38.7384	102.74	82.30	177.75	76.98
176.0745	-38.7384	102.80	82.18	177.85	76.87
176.0769	-38.7384	102.86	82.06	177.95	76.78
176.0792	-38.7384	102.92	81.96	178.05	76.70
176.0815	-38.7384	102.97	81.87	178.15	76.64
176.0838	-38.7384	103.02	81.79	178.25	76.59
176.0862	-38.7384	103.07	81.73	178.36	76.56
176.0885	-38.7384	103.12	81.68	178.46	76.54
176.0908	-38.7384	103.16	81.64	178.56	76.55
176.0931	-38.7384	103.19	81.61	178.66	76.56
176.0955	-38.7384	103.23	81.60	178.76	76.60
176.0978	-38.7384	103.25	81.60	178.86	76.64
176.1001	-38.7384	103.28	81.61	178.96	76.71
176.1024	-38.7384	103.30	81.64	179.05	76.79
176.1047	-38.7384	103.31	81.68	179.14	76.89
176.1071	-38.7384	103.32	81.74	179.23	77.01
176.1094	-38.7384	103.33	81.81	179.31	77.14
176.1117	-38.7384	103.33	81.90	179.39	77.29
176.1140	-38.7384	103.33	82.01	179.46	77.46
176.1164	-38.7384	103.32	82.14	179.52	77.65
176.1187	-38.7384	103.31	82.29	179.58	77.86
176.1210	-38.7384	103.30	82.46	179.64	78.08
176.1233	-38.7384	103.29	82.66	179.68	78.33
176.1257	-38.7384	103.28	82.89	179.71	78.60
176.1280	-38.7384	103.26	83.15	179.74	78.88
176.1303	-38.7384	103.25	83.44	179.75	79.19
176.1326	-38.7384	103.23	83.76	179.76	79.52
176.1349	-38.7384	103.21	84.11	179.75	79.88
176.1373	-38.7384	103.19	84.49	179.74	80.25
176.1396	-38.7384	103.18	84.90	179.71	80.65
176.1419	-38.7384	103.16	85.34	179.68	81.06
176.1442	-38.7384	103.14	85.81	179.64	81.50
176.1466	-38.7384	103.13	86.30	179.60	81.95
176.1489	-38.7384	103.11	86.81	179.55	82.42
176.1512	-38.7384	103.09	87.34	179.50	82.90
176.1535	-38.7384	103.08	87.88	179.44	83.41
176.1559	-38.7384	103.06	88.44	179.38	83.92
176.1582	-38.7384	103.04	89.02	179.31	84.45
176.1605	-38.7384	103.02	89.61	179.25	85.00
176.1628	-38.7384	103.00	90.21	179.18	85.55
176.1652	-38.7384	102.99	90.82	179.12	86.12
176.1675	-38.7384	102.97	91.44	179.05	86.70
176.1698	-38.7384	102.95	92.07	178.98	87.29
176.1721	-38.7384	102.93	92.71	178.92	87.90
176.1744	-38.7384	102.91	93.36	178.85	88.51
176.1768	-38.7384	102.89	94.02	178.78	89.13
176.1791	-38.7384	102.88	94.68	178.72	89.77
176.1814	-38.7384	102.86	95.36	178.65	90.41
176.1837	-38.7384	102.84	96.04	178.59	91.06
176.1861	-38.7384	102.82	96.73	178.53	91.73
176.1884	-38.7384	102.80	97.43	178.47	92.40
176.1907	-38.7384	102.79	98.13	178.41	93.08
176.1930	-38.7384	102.77	98.84	178.36	93.76
176.1954	-38.7384	102.75	99.56	178.30	94.46
176.1977	-38.7384	102.73	100.29	178.25	95.16
176.2000	-38.7384	102.72	101.02	178.20	95.87
175.9700	-38.7368	99.95	98.55	175.11	93.22
175.9723	-38.7368	99.99	97.95	175.14	92.62
175.9746	-38.7368	100.03	97.35	175.16	92.02
175.9770	-38.7368	100.07	96.76	175.19	91.43
175.9793	-38.7368	100.11	96.19	175.22	90.84
175.9816	-38.7368	100.16	95.62	175.25	90.27
175.9839	-38.7368	100.20	95.06	175.28	89.71
175.9863	-38.7368	100.25	94.50	175.31	89.15
175.9886	-38.7368	100.30	93.96	175.34	88.60
175.9909	-38.7368	100.35	93.43	175.38	88.06
175.9932	-38.7368	100.40	92.90	175.42	87.53
175.9956	-38.7368	100.45	92.39	175.45	87.01
175.9979	-38.7368	100.51	91.88	175.49	86.50
176.0002	-38.7368	100.56	91.38	175.53	86.00
176.0025	-38.7368	100.62	90.90	175.58	85.51
176.0048	-38.7368	100.68	90.42	175.62	85.03
176.0072	-38.7368	100.74	89.96	175.67	84.56
176.0095	-38.7368	100.81	89.50	175.72	84.10
176.0118	-38.7368	100.87	89.05	175.77	83.65
176.0141	-38.7368	100.93	88.62	175.82	83.21
176.0165	-38.7368	101.00	88.19	175.87	82.78
176.0188	-38.7368	101.07	87.78	175.93	82.36
176.0211	-38.7368	101.14	87.38	175.98	81.95
176.0234	-38.7368	101.21	86.98	176.04	81.55
176.0258	-38.7368	101.28	86.60	176.10	81.17
176.0281	-38.7368	101.35	86.23	176.16	80.80
176.0304	-38.7368	101.43	85.87	176.23	80.43
176.0327	-38.7368	101.50	85.52	176.30	80.08
176.0351	-38.7368	101.58	85.19	176.36	79.74
176.0374	-38.7368	101.65	84.86	176.44	79.42
176.0397	-38.7368	101.73	84.55	176.51	79.10
176.0420	-38.7368	101.81	84.25	176.58	78.80
176.0443	-38.7368	101.88	83.96	176.66	78.51
176.0467	-38.7368	101.96	83.68	176.74	78.24
176.0490	-38.7368	102.04	83.41	176.82	77.97
176.0513	-38.7368	102.12	83.16	176.91	77.72
176.0536	-38.7368	102.19	82.91	177.00	77.48
176.0560	-38.7368	102.27	82.68	177.08	77.26
176.0583	-38.7368	102.35	82.47	177.18	77.05
176.0606	-38.7368	102.42	82.26	177.27	76.85
176.0629	-38.7368	102.50	82.07	177.36	76.67
176.0653	-38.7368	102.57	81.89	177.46	76.50
176.0676	-38.7368	102.64	81.72	177.56	76.35
176.0699	-38.7368	102.71	81.56	177.66	76.21
176.0722	-38.7368	102.78	81.42	177.77	76.08
176.0745	-38.7368	102.85	81.29	177.87	75.97
176.0769	-38.7368	102.91	81.17	177.98	75.88
176.0792	-38.7368	102.97	81.06	178.08	75.80
176.0815	-38.7368	103.03	80.97	178.19	75.73
176.0838	-38.7368	103.08	80.89	178.30	75.68
176.0862	-38.7368	103.13	80.82	178.40	75.65
176.0885	-38.7368	103.18	80.77	178.51	75.63
176.0908	-38.7368	103.22	80.72	178.62	75.63
176.0931	-38.7368	103.26	80.69	178.73	75.65
176.0955	-38.7368	103.29	80.67	178.83	75.68
176.0978	-38.7368	103.32	80.67	178.94	75.73
176.1001	-38.7368	103.34	80.68	179.04	75.79
176.1024	-38.7368	103.36	80.70	179.14	75.87
176.1047	-38.7368	103.37	80.73	179.23	75.97
176.1071	-38.7368	103.38	80.78	179.33	76.09
176.1094	-38.7368	103.39	80.85	179.41	76.22
176.1117	-38.7368	103.39	80.93	179.50	76.37
176.1140	-38.7368	103.38	81.03	179.58	76.54
176.1164	-38.7368	103.38	81.15	179.65	76.73
176.1187	-38.7368	103.36	81.29	179.71	76.93
176.1210	-38.7368	103.35	81.46	179.77	77.16
176.1233	-38.7368	103.33	81.65	179.81	77.41
176.1257	-38.7368	103.32	81.87	179.85	77.67
176.1280	-38.7368	103.30	82.13	179.88	77.96
176.1303	-38.7368	103.28	82.42	179.89	78.28
176.1326	-38.7368	103.26	82.74	179.90	78.61
176.1349	-38.7368	103.24	83.10	179.89	78.97
176.1373	-38.7368	103.22	83.49	179.87	79.35
176.1396	-38.7368	103.21	83.92	179.84	79.75
176.1419	-38.7368	103.19	84.37	179.80	80.18
176.1442	-38.7368	103.17	84.85	179.76	80.62
176.1466	-38.7368	103.15	85.36	179.71	81.08
176.1489	-38.7368	103.14	85.88	179.65	81.56
176.1512	-38.7368	103.12	86.43	179.59	82.05
176.1535	-38.7368	103.10	86.99	179.53	82.56
176.1559	-38.7368	103.08	87.57	179.46	83.09
176.1582	-38.7368	103.06	88.16	179.39	83.63
176.1605	-38.7368	103.04	88.76	179.32	84.18
176.1628	-38.7368	103.03	89.37	179.25	84.75
176.1652	-38.7368	103.01	89.99	179.18	85.32
176.1675	-38.7368	102.99	90.63	179.10	85.91
176.1698	-38.7368	102.97	91.27	179.03	86.51
176.1721	-38.7368	102.95	91.92	178.96	87.12
176.1744	-38.7368	102.93	92.58	178.89	87.75
176.1768	-38.7368	102.91	93.25	178.82	88.38
176.1791	-38.7368	102.89	93.92	178.75	89.02
176.1814	-38.7368	102.87	94.61	178.68	89.67
176.1837	-38.7368	102.85	95.30	178.62	90.33
176.1861	-38.7368	102.84	96.00	178.55	91.00
176.1884	-38.7368	102.82	96.70	178.49	91.68
176.1907	-38.7368	102.80	97.42	178.43	92.36
176.1930	-38.7368	102.78	98.14	178.37	93.06
176.1954	-38.7368	102.76	98.86	178.31	93.76
176.1977	-38.7368	102.74	99.60	178.26	94.47
176.2000	-38.7368	102.73	100.33	178.20	95.19
175.9700	-38.7352	99.92	97.85	175.07	92.53
175.9723	-38.7352	99.95	97.24	175.10	91.92
175.9746	-38.7352	99.99	96.64	175.12	91.31
175.9770	-38.7352	100.04	96.05	175.15	90.72
175.9793	-38.7352	100.08	95.47	175.18	90.13
175.9816	-38.7352	100.12	94.89	175.21	89.55
175.9839	-38.7352	100.17	94.33	175.24	88.98
175.9863	-38.7352	100.22	93.77	175.27	88.42
175.9886	-38.7352	100.27	93.22	175.31	87.87
175.9909	-38.7352	100.32	92.68	175.34	87.32
175.9932	-38.7352	100.37	92.15	175.38	86.79
175.9956	-38.7352	100.42	91.63	175.42	86.26
175.9979	-38.7352	100.48	91.12	175.46	85.75
176.0002	-38.7352	100.54	90.62	175.50	85.24
176.0025	-38.7352	100.60	90.13	175.54	84.74
176.0048	-38.7352	100.66	89.65	175.59	84.26
176.0072	-38.7352	100.72	89.18	175.63	83.78
176.0095	-38.7352	100.78	88.72	175.68	83.32
176.0118	-38.7352	100.85	88.27	175.73	82.86
176.0141	-38.7352	100.92	87.83	175.78	82.42
176.0165	-38.7352	100.98	87.40	175.84	81.98
176.0188	-38.7352	101.05	86.98	175.89	81.56
176.0211	-38.7352	101.12	86.57	175.95	81.15
176.0234	-38.7352	101.20	86.18	176.01	80.75
176.0258	-38.7352	101.27	85.79	176.07	80.36
176.0281	-38.7352	101.35	85.42	176.14	79.98
176.0304	-38.7352	101.42	85.05	176.20	79.61
176.0327	-38.7352	101.50	84.70	176.27	79.26
176.0351	-38.7352	101.57	84.36	176.34	78.91
176.0374	-38.7352	101.65	84.03	176.41	78.58
176.0397	-38.7352	101.73	83.71	176.49	78.26
176.0420	-38.7352	101.81	83.41	176.56	77.96
176.0443	-38.7352	101.89	83.11	176.64	77.66
176.0467	-38.7352	101.97	82.83	176.73	77.38
176.0490	-38.7352	102.05	82.56	176.81	77.12
176.0513	-38.7352	102.13	82.31	176.90	76.86
176.0536	-38.7352	102.21	82.06	176.99	76.62
176.0560	-38.7352	102.29	81.83	177.08	76.39
176.0583	-38.7352	102.37	81.60	177.17	76.18
176.0606	-38.7352	102.45	81.40	177.27	75.98
176.0629	-38.7352	102.53	81.20	177.37	75.79
176.0653	-38.7352	102.61	81.01	177.47	75.62
176.0676	-38.7352	102.68	80.84	177.57	75.46
176.0699	-38.7352	102.75	80.68	177.68	75.32
176.0722	-38.7352	102.83	80.54	177.78	75.19
176.0745	-38.7352	102.89	80.40	177.89	75.08
176.0769	-38.7352	102.96	80.28	178.00	74.98
176.0792	-38.7352	103.02	80.17	178.11	74.90
176.0815	-38.7352	103.08	80.07	178.23	74.83
176.0838	-38.7352	103.14	79.99	178.34	74.78
176.0862	-38.7352	103.19	79.92	178.45	74.74
176.0885	-38.7352	103.24	79.86	178.57	74.72
176.0908	-38.7352	103.28	79.81	178.68	74.72
176.0931	-38.7352	103.32	79.77	178.79	74.73
176.0955	-38.7352	103.36	79.75	178.90	74.76
176.0978	-38.7352	103.39	79.74	179.01	74.81
176.1001	-38.7352	103.41	79.74	179.12	74.87
176.1024	-38.7352	103.43	79.76	179.23	74.95
176.1047	-38.7352	103.44	79.78	179.33	75.05
176.1071	-38.7352	103.45	79.83	179.43	75.17
176.1094	-38.7352	103.45	79.88	179.53	75.30
176.1117	-38.7352	103.45	79.95	179.62	75.45
176.1140	-38.7352	103.44	80.04	179.70	75.61
176.1164	-38.7352	103.43	80.15	179.78	75.80
176.1187	-38.7352	103.42	80.28	179.85	76.01
176.1210	-38.7352	103.40	80.44	179.91	76.23
176.1233	-38.7352	103.38	80.62	179.96	76.48
176.1257	-38.7352	103.36	80.83	180.00	76.75
176.1280	-38.7352	103.34	81.09	180.03	77.04
176.1303	-38.7352	103.31	81.37	180.04	77.36
176.1326	-38.7352	103.29	81.70	180.05	77.70
176.1349	-38.7352	103.27	82.07	180.04	78.06
176.1373	-38.7352	103.25	82.48	180.01	78.45
176.1396	-38.7352	103.23	82.91	179.98	78.86
176.1419	-38.7352	103.21	83.39	179.94	79.29
176.1442	-38.7352	103.20	83.88	179.88	79.74
176.1466	-38.7352	103.18	84.41	179.83	80.21
176.1489	-38.7352	103.16	84.95	179.76	80.70
176.1512	-38.7352	103.14	85.52	179.69	81.20
176.1535	-38.7352	103.12	86.09	179.62	81.72
176.1559	-38.7352	103.10	86.69	179.55	82.26
176.1582	-38.7352	103.08	87.29	179.47	82.81
176.1605	-38.7352	103.06	87.91	179.39	83.37
176.1628	-38.7352	103.05	88.54	179.32	83.94
176.1652	-38.7352	103.03	89.17	179.24	84.53
176.1675	-38.7352	103.01	89.82	179.16	85.13
176.1698	-38.7352	102.99	90.47	179.08	85.74
176.1721	-38.7352	102.97	91.13	179.01	86.36
176.1744	-38.7352	102.95	91.81	178.93	86.99
176.1768	-38.7352	102.93	92.48	178.86	87.63
176.1791	-38.7352	102.91	93.17	178.79	88.28
176.1814	-38.7352	102.89	93.86	178.71	88.93
176.1837	-38.7352	102.87	94.56	178.64	89.60
176.1861	-38.7352	102.85	95.27	178.58	90.28
176.1884	-38.7352	102.83	95.99	178.51	90.96
176.1907	-38.7352	102.81	96.71	178.45	91.66
176.1930	-38.7352	102.79	97.43	178.39	92.36
176.1954	-38.7352	102.77	98.17	178.33	93.07
176.1977	-38.7352	102.76	98.91	178.27	93.79
176.2000	-38.7352	102.74	99.66	178.21	94.51
175.9700	-38.7335	99.88	97.16	175.03	91.84
175.9723	-38.7335	99.92	96.54	175.06	91.22
175.9746	-38.7335	99.96	95.94	175.08	90.61
175.9770	-38.7335	100.00	95.34	175.11	90.01
175.9793	-38.7335	100.04	94.75	175.14	89.42
175.9816	-38.7335	100.09	94.17	175.17	88.83
175.9839	-38.7335	100.13	93.60	175.20	88.26
175.9863	-38.7335	100.18	93.04	175.23	87.69
175.9886	-38.7335	100.23	92.49	175.27	87.13
175.9909	-38.7335	100.28	91.94	175.30	86.58
175.9932	-38.7335	100.34	91.41	175.34	86.04
175.9956	-38.7335	100.39	90.89	175.38	85.51
175.9979	-38.7335	100.45	90.37	175.42	84.99
176.0002	-38.7335	100.51	89.87	175.46	84.48
176.0025	-38.7335	100.57	89.37	175.50	83.98
176.0048	-38.7335	100.63	88.88	175.55	83.49
176.0072	-38.7335	100.70	88.41	175.60	83.01
176.0095	-38.7335	100.76	87.94	175.65	82.54
176.0118	-38.7335	100.83	87.49	175.70	82.08
176.0141	-38.7335	100.90	87.04	175.75	81.63
176.0165	-38.7335	100.97	86.61	175.80	81.19
176.0188	-38.7335	101.04	86.19	175.86	80.76
176.0211	-38.7335	101.11	85.78	175.92	80.34
176.0234	-38.7335	101.18	85.37	175.98	79.94
176.0258	-38.7335	101.26	84.98	176.04	79.54
176.0281	-38.7335	101.34	84.61	176.11	79.16
176.0304	-38.7335	101.41	84.24	176.17	78.79
176.0327	-38.7335	101.49	83.88	176.24	78.43
176.0351	-38.7335	101.57	83.54	176.31	78.08
176.0374	-38.7335	101.65	83.20	176.39	77.75
176.0397	-38.7335	101.74	82.88	176.46	77.43
176.0420	-38.7335	101.82	82.57	176.54	77.11
176.0443	-38.7335	101.90	82.28	176.62	76.82
176.0467	-38.7335	101.98	81.99	176.71	76.53
176.0490	-38.7335	102.07	81.72	176.79	76.26
176.0513	-38.7335	102.15	81.46	176.88	76.00
176.0536	-38.7335	102.23	81.21	176.97	75.76
176.0560	-38.7335	102.32	80.97	177.07	75.52
176.0583	-38.7335	102.40	80.74	177.17	75.31
176.0606	-38.7335	102.48	80.53	177.27	75.10
176.0629	-38.7335	102.56	80.33	177.37	74.91
176.0653	-38.7335	102.64	80.14	177.47	74.74
176.0676	-38.7335	102.72	79.97	177.58	74.58
176.0699	-38.7335	102.80	79.81	177.69	74.43
176.0722	-38.7335	102.87	79.66	177.80	74.30
176.0745	-38.7335	102.94	79.52	177.92	74.18
176.0769	-38.7335	103.01	79.39	178.03	74.08
176.0792	-38.7335	103.08	79.28	178.15	74.00
176.0815	-38.7335	103.14	79.18	178.27	73.93
176.0838	-38.7335	103.20	79.09	178.38	73.87
176.0862	-38.7335	103.26	79.01	178.50	73.83
176.0885	-38.7335	103.31	78.95	178.62	73.81
176.0908	-38.7335	103.35	78.90	178.74	73.81
176.0931	-38.7335	103.39	78.86	178.86	73.82
176.0955	-38.7335	103.43	78.83	178.98	73.85
176.0978	-38.7335	103.46	78.81	179.10	73.89
176.1001	-38.7335	103.48	78.81	179.21	73.95
176.1024	-38.7335	103.50	78.81	179.32	74.03
176.1047	-38.7335	103.51	78.83	179.43	74.13
176.1071	-38.7335	103.52	78.87	179.54	74.24
176.1094	-38.7335	103.52	78.91	179.64	74.37
176.1117	-38.7335	103.51	78.97	179.74	74.52
176.1140	-38.7335	103.50	79.05	179.83	74.69
176.1164	-38.7335	103.49	79.14	179.92	74.87
176.1187	-38.7335	103.47	79.26	180.00	75.08
176.1210	-38.7335	103.45	79.40	180.06	75.30
176.1233	-38.7335	103.42	79.57	180.12	75.55
176.1257	-38.7335	103.40	79.78	180.16	75.82
176.1280	-38.7335	103.37	80.02	180.19	76.11
176.1303	-38.7335	103.35	80.31	180.21	76.43
176.1326	-38.7335	103.32	80.64	180.21	76.77
176.1349	-38.7335	103.30	81.02	180.20	77.14
176.1373	-38.7335	103.28	81.44	180.17	77.54
176.1396	-38.7335	103.26	81.90	180.13	77.96
176.1419	-38.7335	103.24	82.39	180.08	78.40
176.1442	-38.7335	103.22	82.91	180.01	78.86
176.1466	-38.7335	103.20	83.45	179.95	79.34
176.1489	-38.7335	103.18	84.02	179.88	79.84
176.1512	-38.7335	103.16	84.60	179.80	80.36
176.1535	-38.7335	103.14	85.20	179.72	80.89
176.1559	-38.7335	103.12	85.81	179.64	81.43
176.1582	-38.7335	103.11	86.43	179.55	81.99
176.1605	-38.7335	103.09	87.06	179.47	82.56
176.1628	-38.7335	103.06	87.70	179.39	83.15
176.1652	-38.7335	103.04	88.35	179.30	83.74
176.1675	-38.7335	103.02	89.01	179.22	84.35
176.1698	-38.7335	103.00	89.68	179.13	84.96
176.1721	-38.7335	102.98	90.35	179.05	85.59
176.1744	-38.7335	102.96	91.04	178.97	86.23
176.1768	-38.7335	102.94	91.72	178.89	86.88
176.1791	-38.7335	102.92	92.42	178.82	87.54
176.1814	-38.7335	102.90	93.12	178.74	88.20
176.1837	-38.7335	102.88	93.83	178.67	88.88
176.1861	-38.7335	102.86	94.55	178.60	89.56
176.1884	-38.7335	102.84	95.27	178.53	90.25
176.1907	-38.7335	102.82	96.00	178.46	90.96
176.1930	-38.7335	102.80	96.74	178.40	91.66
176.1954	-38.7335	102.78	97.48	178.34	92.38
176.1977	-38.7335	102.77	98.23	178.28	93.11
176.2000	-38.7335	102.75	98.98	178.22	93.84
175.9700	-38.7319	99.84	96.46	174.99	91.15
175.9723	-38.7319	99.88	95.85	175.02	90.52
175.9746	-38.7319	99.92	95.24	175.04	89.91
175.9770	-38.7319	99.96	94.64	175.07	89.30
175.9793	-38.7319	100.01	94.04	175.10	88.71
175.9816	-38.7319	100.05	93.46	175.13	88.12
175.9839	-38.7319	100.10	92.88	175.16	87.54
175.9863	-38.7319	100.15	92.31	175.19	86.97
175.9886	-38.7319	100.20	91.76	175.23	86.40
175.9909	-38.7319	100.25	91.21	175.26	85.85
175.9932	-38.7319	100.31	90.67	175.30	85.30
175.9956	-38.7319	100.36	90.14	175.34	84.77
175.9979	-38.7319	100.42	89.62	175.38	84.24
176.0002	-38.7319	100.48	89.11	175.42	83.73
176.0025	-38.7319	100.54	88.61	175.46	83.22
176.0048	-38.7319	100.60	88.12	175.51	82.72
176.0072	-38.7319	100.67	87.64	175.56	82.24
