407507.951,5735576.821
407510.559,5735518.376
407569.005,5735520.984
407566.397,5735579.429
407627.452,5735523.593
407624.844,5735582.037
407685.898,5735526.201
407683.290,5735584.645
407744.344,5735528.809
407741.735,5735587.253
407802.790,5735531.417
407800.182,5735589.862
407861.236,5735534.026
407858.628,5735592.470
407919.683,5735536.634
407917.075,5735595.078
407978.129,5735539.242
407975.521,5735597.686
408036.576,5735541.850
408033.968,5735600.295
408095.022,5735544.459
408092.414,5735602.903
408153.469,5735547.067
408150.861,5735605.511
408211.915,5735549.675
408209.307,5735608.119
408270.362,5735552.283
408267.754,5735610.727
408328.807,5735554.891
408326.199,5735613.336
408387.254,5735557.500
408384.646,5735615.944
408445.700,5735560.108
408443.092,5735618.552
408504.146,5735562.716
408501.538,5735621.160
408562.593,5735565.324
408559.985,5735623.769
408621.039,5735567.933
408618.431,5735626.377
408679.485,5735570.541
408676.877,5735628.985
408737.931,5735573.149
408735.323,5735631.593
408796.378,5735575.757
408793.770,5735634.201
408854.824,5735578.365
408852.216,5735636.810
408913.270,5735580.974
408910.662,5735639.418
408971.716,5735583.582
408969.108,5735642.026
409030.163,5735586.190
409027.555,5735644.634
409088.609,5735588.798
409086.001,5735647.242
409147.055,5735591.407
409144.447,5735649.851
409205.501,5735594.015
409202.893,5735652.459
409263.947,5735596.623
409261.339,5735655.067
409322.394,5735599.231
409319.785,5735657.675
409380.839,5735601.839
409378.231,5735660.284
409439.286,5735604.448
409436.678,5735662.892
409497.732,5735607.056
409495.124,5735665.500
409556.178,5735609.664
409553.570,5735668.108
409614.624,5735612.272
409612.016,5735670.716
409673.070,5735614.881
409670.462,5735673.325
409731.516,5735617.489
409728.908,5735675.933
409789.963,5735620.097
409787.355,5735678.541
409848.408,5735622.705
409845.800,5735681.149
409906.855,5735625.314
409904.247,5735683.757
409965.301,5735627.922
409962.692,5735686.366
410023.746,5735630.530
410021.138,5735688.974
410082.193,5735633.138
410079.585,5735691.582
410140.638,5735635.746
410138.030,5735694.190
410199.085,5735638.355
410196.477,5735696.798
410257.530,5735640.963
410254.922,5735699.407
410315.977,5735643.571
410313.369,5735702.015
410374.422,5735646.179
410371.814,5735704.623
410432.869,5735648.787
410430.261,5735707.231
410491.314,5735651.396
410488.706,5735709.839
410549.761,5735654.004
410547.153,5735712.448
410608.206,5735656.612
410605.598,5735715.056
410666.652,5735659.220
410664.044,5735717.664
410725.098,5735661.829
410722.490,5735720.272
410783.544,5735664.437
410780.936,5735722.881
410841.990,5735667.045
410839.382,5735725.489
410900.436,5735669.653
410897.828,5735728.097
410958.882,5735672.261
410956.274,5735730.705
411017.328,5735674.870
411014.720,5735733.313
411075.774,5735677.478
411073.166,5735735.922
407513.167,5735459.933
407571.613,5735462.541
407630.060,5735465.149
407688.506,5735467.758
407746.952,5735470.366
407805.399,5735472.974
407863.844,5735475.582
407922.291,5735478.191
407980.737,5735480.799
408039.184,5735483.407
408097.630,5735486.015
408156.077,5735488.624
408214.523,5735491.232
408272.970,5735493.840
408331.415,5735496.448
408389.862,5735499.057
408448.308,5735501.665
408506.754,5735504.273
408565.201,5735506.881
408623.647,5735509.489
408682.093,5735512.098
408740.539,5735514.706
408798.986,5735517.314
408857.432,5735519.922
408915.878,5735522.531
408974.324,5735525.139
409032.771,5735527.747
409091.217,5735530.355
409149.663,5735532.964
409208.109,5735535.572
409266.555,5735538.180
409325.002,5735540.788
409383.447,5735543.396
409441.894,5735546.005
409500.340,5735548.613
409558.786,5735551.221
409617.232,5735553.829
409675.678,5735556.438
409734.124,5735559.046
409792.571,5735561.654
409851.016,5735564.262
