Latitude,Longitude
-38.630,176.108
-38.630,176.109
-38.630,176.110
-38.630,176.110
-38.630,176.111
-38.630,176.112
-38.630,176.112
-38.630,176.113
-38.630,176.114
-38.629,176.114
-38.629,176.115
-38.629,176.116
-38.629,176.116
-38.629,176.117
-38.629,176.118
-38.629,176.118
-38.629,176.119
-38.629,176.120
-38.629,176.120
-38.629,176.121
-38.629,176.122
-38.629,176.122
-38.629,176.123
-38.629,176.124
-38.629,176.124
-38.629,176.125
-38.629,176.126
-38.629,176.126
-38.629,176.127
-38.629,176.128
-38.629,176.128
-38.629,176.129
-38.629,176.130
-38.629,176.130
-38.629,176.131
-38.629,176.132
-38.629,176.132
-38.629,176.133
-38.629,176.134
-38.629,176.134
-38.629,176.135
-38.629,176.136
-38.629,176.136
-38.629,176.137
-38.629,176.138
-38.629,176.138
-38.629,176.139
-38.629,176.140
-38.629,176.140
-38.629,176.141
-38.629,176.142
-38.629,176.142
-38.629,176.143
-38.629,176.144
-38.629,176.144
-38.629,176.145
-38.629,176.146
-38.629,176.146
-38.629,176.147
-38.629,176.148
-38.629,176.148
-38.629,176.149
-38.629,176.150
-38.628,176.151
-38.628,176.151
-38.628,176.152
-38.628,176.153
-38.628,176.153
-38.628,176.154
-38.628,176.155
-38.628,176.155
-38.628,176.156
-38.628,176.157
-38.628,176.157
-38.628,176.158
-38.628,176.159
-38.628,176.159
-38.628,176.160
-38.628,176.161
-38.628,176.161
-38.628,176.162
-38.628,176.163
-38.628,176.163
-38.628,176.164
-38.628,176.165
-38.628,176.165
-38.628,176.166
-38.628,176.167
-38.628,176.167
-38.628,176.168
-38.628,176.169
-38.628,176.169
-38.628,176.170
-38.628,176.171
-38.628,176.171
-38.628,176.172
-38.628,176.173
-38.628,176.173
-38.628,176.174
-38.628,176.175
-38.628,176.175
-38.628,176.176
-38.628,176.177
-38.628,176.177
-38.628,176.178
-38.628,176.179
-38.628,176.179
-38.628,176.180
-38.628,176.181
-38.628,176.181
-38.628,176.182
-38.628,176.183
-38.628,176.183
-38.628,176.184
-38.628,176.185
-38.628,176.185
-38.627,176.186
-38.627,176.187
-38.627,176.187
-38.627,176.188
-38.627,176.189
-38.627,176.189
-38.627,176.190
-38.627,176.191
-38.627,176.191
-38.627,176.192
-38.627,176.193
-38.627,176.193
-38.627,176.194
-38.627,176.195
-38.627,176.196
-38.627,176.196
-38.627,176.197
-38.627,176.198
-38.627,176.198
-38.627,176.199
-38.627,176.200
-38.627,176.200
-38.627,176.201
-38.627,176.202
