Latitude,Longitude
-38.687,176.054
-38.687,176.054
-38.686,176.055
-38.686,176.056
-38.686,176.056
-38.686,176.057
-38.686,176.058
-38.686,176.058
-38.686,176.059
-38.686,176.060
-38.686,176.060
-38.686,176.061
-38.686,176.062
-38.686,176.062
-38.686,176.063
-38.686,176.064
-38.686,176.064
-38.686,176.065
-38.686,176.066
-38.686,176.066
-38.686,176.067
-38.686,176.068
-38.686,176.068
-38.686,176.069
-38.686,176.070
-38.686,176.070
-38.686,176.071
-38.686,176.072
-38.686,176.072
-38.686,176.073
-38.686,176.074
-38.686,176.074
-38.686,176.075
-38.686,176.076
-38.686,176.076
-38.686,176.077
-38.686,176.078
-38.686,176.078
-38.686,176.079
-38.686,176.080
-38.686,176.080
-38.686,176.081
-38.686,176.082
-38.686,176.082
-38.686,176.083
-38.686,176.084
-38.686,176.084
-38.686,176.085
-38.686,176.086
-38.686,176.086
-38.686,176.087
-38.686,176.088
-38.686,176.088
-38.686,176.089
-38.686,176.090
-38.686,176.090
-38.686,176.091
-38.685,176.092
-38.685,176.093
-38.685,176.093
-38.685,176.094
-38.685,176.095
-38.685,176.095
-38.685,176.096
-38.685,176.097
-38.685,176.097
-38.685,176.098
-38.685,176.099
-38.685,176.099
-38.685,176.100
-38.685,176.101
-38.685,176.101
-38.685,176.102
-38.685,176.103
-38.685,176.103
-38.685,176.104
-38.685,176.105
-38.685,176.105
-38.685,176.106
-38.685,176.107
-38.685,176.107
-38.685,176.108
-38.685,176.109
-38.685,176.109
-38.685,176.110
-38.685,176.111
-38.685,176.111
-38.685,176.112
-38.685,176.113
-38.685,176.113
-38.685,176.114
-38.685,176.115
-38.685,176.115
-38.685,176.116
-38.685,176.117
-38.685,176.117
-38.685,176.118
-38.685,176.119
-38.685,176.119
-38.685,176.120
-38.685,176.121
-38.685,176.121
-38.685,176.122
-38.685,176.123
-38.685,176.123
-38.685,176.124
-38.685,176.125
-38.685,176.125
-38.685,176.126
-38.685,176.127
-38.685,176.127
-38.684,176.128
-38.684,176.129
-38.684,176.129
-38.684,176.130
-38.684,176.131
-38.684,176.131
-38.684,176.132
-38.684,176.133
-38.684,176.134
-38.684,176.134
-38.684,176.135
-38.684,176.136
-38.684,176.136
-38.684,176.137
-38.684,176.138
-38.684,176.138
-38.684,176.139
-38.684,176.140
-38.684,176.140
-38.684,176.141
-38.684,176.142
-38.684,176.142
-38.684,176.143
-38.684,176.144
-38.684,176.144
-38.684,176.145
-38.684,176.146
-38.684,176.146
-38.684,176.147
-38.684,176.148
-38.684,176.148
-38.684,176.149
-38.684,176.150
-38.684,176.150
-38.684,176.151
-38.684,176.152
-38.684,176.152
-38.684,176.153
-38.684,176.154
-38.684,176.154
-38.684,176.155
-38.684,176.156
-38.684,176.156
-38.684,176.157
-38.684,176.158
-38.684,176.158
-38.684,176.159
-38.684,176.160
-38.684,176.160
