Latitude,Longitude
-38.573,176.163
-38.573,176.163
-38.573,176.164
-38.573,176.165
-38.573,176.165
-38.573,176.166
-38.573,176.167
-38.573,176.167
-38.573,176.168
-38.573,176.169
-38.573,176.169
-38.573,176.170
-38.573,176.171
-38.573,176.171
-38.572,176.172
-38.572,176.173
-38.572,176.174
-38.572,176.174
-38.572,176.175
-38.572,176.176
-38.572,176.176
-38.572,176.177
-38.572,176.178
-38.572,176.178
-38.572,176.179
-38.572,176.180
-38.572,176.180
-38.572,176.181
-38.572,176.182
-38.572,176.182
-38.572,176.183
-38.572,176.184
-38.572,176.184
-38.572,176.185
-38.572,176.186
-38.572,176.186
-38.572,176.187
-38.572,176.188
-38.572,176.188
-38.572,176.189
-38.572,176.190
-38.572,176.190
-38.572,176.191
-38.572,176.192
-38.572,176.192
-38.572,176.193
-38.572,176.194
-38.572,176.194
-38.572,176.195
-38.572,176.196
-38.572,176.196
-38.572,176.197
-38.572,176.198
-38.572,176.198
-38.572,176.199
-38.572,176.200
-38.572,176.200
-38.572,176.201
-38.572,176.202
-38.572,176.202
-38.572,176.203
-38.572,176.204
-38.572,176.204
-38.572,176.205
-38.572,176.206
-38.572,176.206
-38.572,176.207
-38.571,176.208
-38.571,176.208
-38.571,176.209
-38.571,176.210
-38.571,176.210
-38.571,176.211
-38.571,176.212
-38.571,176.212
-38.571,176.213
-38.571,176.214
-38.571,176.214
-38.571,176.215
-38.571,176.216
-38.571,176.216
-38.571,176.217
-38.571,176.218
-38.571,176.218
-38.571,176.219
-38.571,176.220
-38.571,176.220
-38.571,176.221
-38.571,176.222
-38.571,176.223
-38.571,176.223
-38.571,176.224
-38.571,176.225
-38.571,176.225
-38.571,176.226
-38.571,176.227
-38.571,176.227
-38.571,176.228
-38.571,176.229
-38.571,176.229
-38.571,176.230
-38.571,176.231
-38.571,176.231
-38.571,176.232
-38.571,176.233
-38.571,176.233
-38.571,176.234
-38.571,176.235
-38.571,176.235
-38.571,176.236
-38.571,176.237
-38.571,176.237
-38.571,176.238
-38.571,176.239
-38.571,176.239
-38.571,176.240
-38.571,176.241
-38.571,176.241
-38.571,176.242
-38.571,176.243
-38.570,176.243
-38.570,176.244
-38.570,176.245
-38.570,176.245
-38.570,176.246
-38.570,176.247
-38.570,176.247
-38.570,176.248
-38.570,176.249
-38.570,176.249
-38.570,176.250
-38.570,176.251
-38.570,176.251
-38.570,176.252
-38.570,176.253
-38.570,176.253
-38.570,176.254
-38.570,176.255
-38.570,176.255
-38.570,176.256
-38.570,176.257
-38.570,176.257
-38.570,176.258
-38.570,176.259
-38.570,176.259
-38.570,176.260
-38.570,176.261
-38.579,175.941
-38.579,175.942
-38.579,175.943
-38.579,175.943
-38.579,175.944
-38.579,175.945
-38.579,175.945
-38.579,175.946
-38.579,175.947
-38.579,175.947
-38.579,175.948
-38.579,175.949
-38.579,175.949
-38.579,175.950
-38.579,175.951
-38.579,175.951
-38.579,175.952
-38.579,175.953
-38.579,175.953
-38.579,175.954
-38.579,175.955
-38.579,175.955
-38.579,175.956
-38.579,175.957
-38.579,175.957
-38.579,175.958
-38.579,175.959
-38.579,175.959
-38.579,175.960
-38.579,175.961
-38.579,175.961
-38.579,175.962
-38.579,175.963
-38.579,175.963
-38.579,175.964
-38.579,175.965
-38.579,175.965
-38.579,175.966
-38.579,175.967
-38.579,175.967
-38.579,175.968
-38.579,175.969
-38.579,175.970
-38.578,175.970
-38.578,175.971
-38.578,175.972
-38.578,175.972
-38.578,175.973
-38.578,175.974
-38.578,175.974
-38.578,175.975
-38.578,175.976
-38.578,175.976
-38.578,175.977
-38.578,175.978
-38.578,175.978
-38.578,175.979
-38.578,175.980
-38.578,175.980
-38.578,175.981
-38.578,175.982
-38.578,175.982
-38.578,175.983
-38.578,175.984
-38.578,175.984
-38.578,175.985
-38.578,175.986
-38.578,175.986
-38.578,175.987
-38.578,175.988
-38.578,175.988
-38.578,175.989
-38.578,175.990
-38.578,175.990
-38.578,175.991
-38.578,175.992
-38.578,175.992
-38.578,175.993
-38.578,175.994
-38.578,175.994
-38.578,175.995
-38.578,175.996
-38.578,175.996
-38.578,175.997
-38.578,175.998
-38.578,175.998
-38.578,175.999
-38.578,176.000
-38.578,176.000
-38.578,176.001
-38.578,176.002
-38.578,176.002
-38.578,176.003
-38.578,176.004
-38.578,176.004
-38.578,176.005
-38.578,176.006
-38.578,176.006
-38.578,176.007
-38.578,176.008
-38.577,176.008
-38.577,176.009
-38.577,176.010
-38.577,176.010
-38.577,176.011
-38.577,176.012
-38.577,176.012
-38.577,176.013
-38.577,176.014
-38.577,176.014
-38.577,176.015
-38.577,176.016
-38.577,176.016
-38.577,176.017
-38.577,176.018
-38.577,176.018
-38.577,176.019
-38.577,176.020
-38.577,176.021
-38.577,176.021
-38.577,176.022
-38.577,176.023
-38.577,176.023
-38.577,176.024
-38.577,176.025
-38.577,176.025
-38.577,176.026
-38.577,176.027
-38.577,176.027
-38.577,176.028
-38.577,176.029
-38.577,176.029
-38.577,176.030
-38.577,176.031
-38.577,176.031
-38.577,176.032
-38.577,176.033
-38.577,176.033
-38.577,176.034
-38.577,176.035
-38.577,176.035
-38.577,176.036
-38.577,176.037
-38.577,176.037
-38.577,176.038
-38.577,176.039
-38.577,176.039
-38.577,176.040
-38.577,176.041
-38.577,176.041
-38.577,176.042
-38.577,176.043
-38.577,176.043
-38.577,176.044
-38.577,176.045
-38.576,176.045
-38.576,176.046
-38.576,176.047
-38.576,176.047
-38.576,176.048
-38.576,176.049
-38.576,176.049
-38.576,176.050
-38.576,176.051
-38.576,176.051
-38.576,176.052
-38.576,176.053
-38.576,176.053
-38.576,176.054
-38.576,176.055
-38.576,176.055
-38.576,176.056
-38.576,176.057
-38.576,176.057
-38.576,176.058
-38.576,176.059
-38.576,176.059
-38.576,176.060
-38.576,176.061
-38.576,176.061
-38.576,176.062
-38.576,176.063
-38.576,176.063
-38.576,176.064
-38.576,176.065
-38.576,176.065
-38.576,176.066
-38.576,176.067
-38.576,176.067
-38.576,176.068
-38.576,176.069
-38.576,176.070
-38.576,176.070
-38.576,176.071
-38.576,176.072
-38.576,176.072
-38.576,176.073
-38.576,176.074
-38.576,176.074
-38.576,176.075
-38.576,176.076
-38.576,176.076
-38.576,176.077
-38.576,176.078
-38.576,176.078
-38.576,176.079
-38.576,176.080
-38.576,176.080
-38.576,176.081
-38.576,176.082
-38.576,176.082
-38.575,176.083
-38.575,176.084
-38.575,176.084
-38.575,176.085
-38.575,176.086
-38.575,176.086
-38.575,176.087
-38.575,176.088
-38.575,176.088
-38.575,176.089
-38.575,176.090
-38.575,176.090
-38.575,176.091
-38.575,176.092
-38.575,176.092
-38.575,176.093
-38.575,176.094
-38.575,176.094
-38.575,176.095
-38.575,176.096
-38.575,176.096
-38.575,176.097
-38.575,176.098
-38.575,176.098
-38.575,176.099
-38.575,176.100
-38.575,176.100
-38.575,176.101
-38.575,176.102
-38.575,176.102
-38.575,176.103
-38.575,176.104
-38.575,176.104
-38.575,176.105
-38.575,176.106
-38.575,176.106
-38.575,176.107
-38.575,176.108
-38.575,176.108
-38.575,176.109
-38.575,176.110
-38.575,176.110
-38.575,176.111
-38.575,176.112
-38.575,176.112
-38.575,176.113
-38.575,176.114
-38.575,176.114
-38.575,176.115
-38.575,176.116
-38.575,176.116
-38.575,176.117
-38.575,176.118
-38.575,176.119
-38.574,176.119
-38.574,176.120
-38.574,176.121
-38.574,176.121
-38.574,176.122
-38.574,176.123
-38.574,176.123
-38.574,176.124
-38.574,176.125
-38.574,176.125
-38.574,176.126
-38.574,176.127
-38.574,176.127
-38.574,176.128
-38.574,176.129
-38.574,176.129
-38.574,176.130
-38.574,176.131
-38.574,176.131
-38.574,176.132
-38.574,176.133
-38.574,176.133
-38.574,176.134
-38.574,176.135
-38.574,176.135
-38.574,176.136
-38.574,176.137
-38.574,176.137
-38.574,176.138
-38.574,176.139
-38.574,176.139
-38.574,176.140
-38.574,176.141
-38.574,176.141
-38.574,176.142
-38.574,176.143
-38.574,176.143
-38.574,176.144
-38.574,176.145
-38.574,176.145
-38.574,176.146
-38.574,176.147
-38.574,176.147
-38.574,176.148
-38.574,176.149
-38.574,176.149
-38.574,176.150
-38.574,176.151
-38.574,176.151
-38.574,176.152
-38.574,176.153
-38.574,176.153
-38.574,176.154
-38.574,176.155
-38.573,176.155
-38.573,176.156
-38.573,176.157
-38.573,176.157
-38.573,176.158
-38.573,176.159
-38.573,176.159
-38.573,176.160
-38.573,176.161
-38.573,176.161
-38.573,176.162
-38.573,176.163
-38.573,176.163
-38.573,176.164
-38.573,176.165
-38.573,176.165
-38.573,176.166
-38.573,176.167
-38.573,176.167
-38.573,176.168
-38.573,176.169
-38.573,176.170
-38.573,176.170
-38.573,176.171
-38.573,176.172
-38.573,176.172
-38.573,176.173
-38.573,176.174
-38.573,176.174
-38.573,176.175
-38.573,176.176
-38.573,176.176
-38.573,176.177
-38.573,176.178
-38.573,176.178
-38.573,176.179
-38.573,176.180
-38.573,176.180
-38.573,176.181
-38.573,176.182
-38.573,176.182
-38.573,176.183
-38.573,176.184
-38.573,176.184
-38.573,176.185
-38.573,176.186
-38.573,176.186
-38.573,176.187
-38.573,176.188
-38.573,176.188
-38.573,176.189
-38.573,176.190
-38.573,176.190
-38.572,176.191
-38.572,176.192
-38.572,176.192
-38.572,176.193
-38.572,176.194
-38.572,176.194
-38.572,176.195
-38.572,176.196
-38.572,176.196
-38.572,176.197
-38.572,176.198
-38.572,176.198
-38.572,176.199
-38.572,176.200
-38.572,176.200
-38.572,176.201
-38.572,176.202
-38.572,176.202
-38.572,176.203
-38.572,176.204
-38.572,176.204
-38.572,176.205
-38.572,176.206
-38.572,176.206
-38.572,176.207
-38.572,176.208
-38.572,176.208
-38.572,176.209
-38.572,176.210
-38.572,176.210
-38.572,176.211
-38.572,176.212
-38.572,176.212
-38.572,176.213
-38.572,176.214
-38.572,176.214
-38.572,176.215
-38.572,176.216
-38.572,176.216
-38.572,176.217
-38.572,176.218
-38.572,176.218
-38.572,176.219
-38.572,176.220
-38.572,176.221
-38.572,176.221
-38.572,176.222
-38.572,176.223
-38.572,176.223
-38.572,176.224
-38.572,176.225
-38.572,176.225
-38.572,176.226
-38.571,176.227
-38.571,176.227
-38.571,176.228
-38.571,176.229
-38.571,176.229
-38.571,176.230
-38.571,176.231
-38.571,176.231
-38.571,176.232
-38.571,176.233
-38.571,176.233
-38.571,176.234
-38.571,176.235
-38.571,176.235
-38.571,176.236
-38.571,176.237
-38.571,176.237
-38.571,176.238
-38.571,176.239
-38.571,176.239
-38.571,176.240
-38.571,176.241
-38.571,176.241
-38.571,176.242
-38.571,176.243
-38.571,176.243
-38.571,176.244
-38.571,176.245
-38.571,176.245
-38.571,176.246
-38.571,176.247
-38.571,176.247
-38.571,176.248
-38.571,176.249
-38.571,176.249
-38.571,176.250
-38.571,176.251
-38.571,176.251
-38.571,176.252
-38.571,176.253
-38.571,176.253
-38.571,176.254
-38.571,176.255
-38.571,176.255
-38.571,176.256
-38.571,176.257
-38.571,176.257
-38.571,176.258
-38.571,176.259
-38.571,176.259
-38.571,176.260
-38.571,176.261
-38.580,175.941
-38.580,175.942
-38.580,175.943
-38.580,175.943
-38.580,175.944
-38.580,175.945
-38.580,175.945
-38.580,175.946
-38.580,175.947
-38.580,175.947
-38.580,175.948
-38.580,175.949
-38.580,175.949
-38.580,175.950
-38.580,175.951
-38.580,175.951
-38.579,175.952
-38.579,175.953
-38.579,175.953
-38.579,175.954
-38.579,175.955
-38.579,175.955
-38.579,175.956
-38.579,175.957
-38.579,175.957
-38.579,175.958
-38.579,175.959
-38.579,175.959
-38.579,175.960
-38.579,175.961
-38.579,175.961
-38.579,175.962
-38.579,175.963
-38.579,175.963
-38.579,175.964
-38.579,175.965
-38.579,175.965
-38.579,175.966
-38.579,175.967
-38.579,175.968
-38.579,175.968
-38.579,175.969
-38.579,175.970
-38.579,175.970
-38.579,175.971
-38.579,175.972
-38.579,175.972
-38.579,175.973
-38.579,175.974
-38.579,175.974
-38.579,175.975
-38.579,175.976
-38.579,175.976
-38.579,175.977
-38.579,175.978
-38.579,175.978
-38.579,175.979
-38.579,175.980
-38.579,175.980
-38.579,175.981
-38.579,175.982
-38.579,175.982
-38.579,175.983
-38.579,175.984
-38.579,175.984
-38.579,175.985
-38.579,175.986
-38.579,175.986
-38.579,175.987
-38.579,175.988
-38.579,175.988
-38.579,175.989
-38.579,175.990
-38.578,175.990
-38.578,175.991
-38.578,175.992
-38.578,175.992
-38.578,175.993
-38.578,175.994
-38.578,175.994
-38.578,175.995
-38.578,175.996
-38.578,175.996
-38.578,175.997
-38.578,175.998
-38.578,175.998
-38.578,175.999
-38.578,176.000
-38.578,176.000
-38.578,176.001
-38.578,176.002
-38.578,176.002
-38.578,176.003
-38.578,176.004
-38.578,176.004
-38.578,176.005
-38.578,176.006
-38.578,176.006
-38.578,176.007
-38.578,176.008
-38.578,176.008
-38.578,176.009
-38.578,176.010
-38.578,176.010
-38.578,176.011
-38.578,176.012
-38.578,176.012
-38.578,176.013
-38.578,176.014
-38.578,176.014
-38.578,176.015
-38.578,176.016
-38.578,176.017
-38.578,176.017
-38.578,176.018
-38.578,176.019
-38.578,176.019
-38.578,176.020
-38.578,176.021
-38.578,176.021
-38.578,176.022
-38.578,176.023
-38.578,176.023
-38.578,176.024
-38.578,176.025
-38.578,176.025
-38.578,176.026
-38.578,176.027
-38.578,176.027
-38.577,176.028
-38.577,176.029
-38.577,176.029
-38.577,176.030
-38.577,176.031
-38.577,176.031
-38.577,176.032
-38.577,176.033
-38.577,176.033
-38.577,176.034
-38.577,176.035
-38.577,176.035
-38.577,176.036
-38.577,176.037
-38.577,176.037
-38.577,176.038
-38.577,176.039
-38.577,176.039
-38.577,176.040
-38.577,176.041
-38.577,176.041
-38.577,176.042
-38.577,176.043
-38.577,176.043
-38.577,176.044
-38.577,176.045
-38.577,176.045
-38.577,176.046
-38.577,176.047
-38.577,176.047
-38.577,176.048
-38.577,176.049
-38.577,176.049
-38.577,176.050
-38.577,176.051
-38.577,176.051
-38.577,176.052
-38.577,176.053
-38.577,176.053
-38.577,176.054
-38.577,176.055
-38.577,176.055
-38.577,176.056
-38.577,176.057
-38.577,176.057
-38.577,176.058
-38.577,176.059
-38.577,176.059
-38.577,176.060
-38.577,176.061
