Latitude,Longitude
-38.523,175.939
-38.524,175.939
-38.524,175.940
-38.523,175.940
-38.524,175.940
-38.523,175.940
-38.524,175.941
-38.523,175.941
-38.524,175.942
-38.523,175.942
-38.524,175.942
-38.523,175.942
-38.524,175.943
-38.523,175.943
-38.524,175.944
-38.523,175.944
-38.524,175.944
-38.523,175.944
-38.524,175.945
-38.523,175.945
-38.524,175.946
-38.523,175.946
-38.524,175.946
-38.523,175.946
-38.524,175.947
-38.523,175.947
-38.524,175.948
-38.523,175.948
-38.524,175.948
-38.523,175.948
-38.524,175.949
-38.523,175.949
-38.524,175.950
-38.523,175.950
-38.524,175.950
-38.523,175.950
-38.524,175.951
-38.523,175.951
-38.524,175.952
-38.523,175.952
-38.524,175.952
-38.523,175.952
-38.524,175.953
-38.523,175.953
-38.524,175.954
-38.523,175.954
-38.524,175.954
-38.523,175.954
-38.524,175.955
-38.523,175.955
-38.523,175.956
-38.523,175.956
-38.523,175.956
-38.523,175.956
-38.523,175.957
-38.523,175.957
-38.523,175.958
-38.523,175.958
-38.523,175.958
-38.523,175.958
-38.523,175.959
-38.523,175.959
-38.523,175.960
-38.523,175.960
-38.523,175.960
-38.523,175.960
-38.523,175.961
-38.523,175.961
-38.523,175.962
-38.523,175.962
-38.523,175.962
-38.523,175.962
-38.523,175.963
-38.523,175.963
-38.523,175.964
-38.523,175.964
-38.523,175.964
-38.523,175.964
-38.523,175.965
-38.523,175.965
-38.523,175.966
-38.523,175.966
-38.523,175.966
-38.523,175.966
-38.523,175.967
-38.523,175.967
-38.523,175.968
-38.523,175.968
-38.523,175.968
-38.523,175.968
-38.523,175.969
-38.523,175.969
-38.523,175.970
-38.523,175.970
-38.523,175.971
-38.523,175.970
-38.523,175.971
-38.523,175.971
-38.523,175.972
-38.523,175.972
-38.523,175.973
-38.523,175.972
-38.523,175.973
-38.523,175.973
-38.523,175.974
-38.522,175.974
-38.523,175.975
-38.522,175.975
-38.523,175.975
-38.522,175.975
-38.523,175.976
-38.522,175.976
-38.523,175.977
-38.522,175.977
-38.523,175.977
-38.522,175.977
-38.523,175.978
-38.522,175.978
-38.523,175.979
-38.522,175.979
-38.523,175.979
-38.522,175.979
-38.523,175.980
-38.522,175.980
-38.524,175.939
-38.524,175.940
-38.524,175.940
-38.524,175.941
-38.524,175.942
-38.524,175.942
-38.524,175.943
-38.524,175.944
-38.524,175.944
-38.524,175.945
-38.524,175.946
-38.524,175.946
-38.524,175.947
-38.524,175.948
-38.524,175.948
-38.524,175.949
-38.524,175.950
-38.524,175.950
-38.524,175.951
-38.524,175.952
-38.524,175.952
-38.524,175.953
-38.524,175.954
-38.524,175.954
-38.524,175.955
-38.524,175.956
-38.524,175.956
-38.524,175.957
-38.524,175.958
-38.524,175.958
-38.524,175.959
-38.524,175.960
-38.524,175.960
-38.524,175.961
-38.524,175.962
-38.524,175.962
-38.524,175.963
-38.524,175.964
-38.524,175.964
-38.524,175.965
-38.524,175.966
-38.524,175.966
-38.524,175.967
-38.524,175.968
-38.524,175.969
-38.524,175.969
-38.524,175.970
-38.524,175.971
-38.524,175.971
-38.524,175.972
-38.524,175.973
-38.524,175.973
-38.524,175.974
-38.524,175.975
-38.524,175.975
-38.523,175.976
-38.523,175.977
-38.523,175.977
-38.523,175.978
-38.523,175.979
-38.523,175.979
-38.523,175.980
-38.523,175.981
-38.523,175.981
-38.523,175.981
-38.523,175.981
-38.523,175.982
-38.523,175.982
-38.523,175.983
-38.523,175.983
-38.523,175.983
-38.523,175.983
-38.523,175.984
-38.523,175.984
-38.523,175.985
-38.523,175.985
-38.523,175.985
-38.523,175.985
-38.523,175.986
-38.523,175.986
-38.523,175.987
-38.523,175.987
-38.523,175.987
-38.523,175.987
-38.523,175.988
-38.523,175.988
-38.523,175.989
-38.523,175.989
-38.523,175.989
-38.523,175.989
-38.523,175.990
-38.523,175.990
-38.523,175.991
-38.523,175.991
-38.523,175.991
-38.523,175.991
-38.523,175.992
-38.523,175.992
-38.523,175.993
-38.523,175.993
-38.523,175.993
-38.523,175.993
