lat_dec, lon_dec, elev [m] 
-38.663,176.251,539.38
-38.670,175.998,512.91
-38.668,176.065,446.25
-38.666,176.132,460.14
-38.665,176.199,398.93
-38.672,175.946,648.83
-38.670,176.013,494.32
-38.668,176.080,399.24
-38.667,176.148,464.79
-38.665,176.215,365.15
-38.672,175.961,570.70
-38.670,176.029,544.20
-38.668,176.096,400.01
-38.667,176.163,455.84
-38.665,176.230,430.42
-38.672,175.977,448.50
-38.670,176.044,474.60
-38.669,176.111,436.33
-38.667,176.178,435.72
-38.665,176.246,515.18
-38.672,175.992,494.35
-38.671,176.060,440.23
-38.669,176.127,481.57
-38.667,176.194,423.28
-38.672,176.008,478.10
-38.671,176.075,423.28
-38.669,176.142,465.92
-38.667,176.209,363.87
-38.674,175.956,540.92
-38.673,176.023,505.14
-38.671,176.091,377.84
-38.669,176.158,466.25
-38.667,176.225,455.08
-38.674,175.972,439.99
-38.673,176.039,495.02
-38.671,176.106,420.10
-38.669,176.173,465.28
-38.667,176.240,435.33
-38.675,175.987,477.06
-38.673,176.054,448.52
-38.671,176.121,463.48
-38.669,176.189,435.30
-38.675,176.003,464.86
-38.673,176.070,420.02
-38.671,176.137,479.07
-38.669,176.204,367.48
-38.677,175.951,626.03
-38.675,176.018,472.23
-38.673,176.085,380.14
-38.671,176.152,477.20
-38.669,176.220,449.96
-38.677,175.966,456.73
-38.675,176.033,509.05
-38.673,176.101,406.56
-38.671,176.168,474.00
-38.669,176.235,380.31
-38.677,175.982,489.47
-38.675,176.049,439.71
-38.673,176.116,456.85
-38.671,176.183,452.93
-38.669,176.251,497.57
-38.677,175.997,461.39
-38.675,176.064,420.23
-38.673,176.132,500.15
-38.671,176.199,340.12
-38.679,175.946,551.03
-38.677,176.013,462.37
-38.675,176.080,358.52
-38.673,176.147,486.94
-38.672,176.214,384.33
-38.679,175.961,421.10
-38.677,176.028,577.22
-38.675,176.095,392.41
-38.674,176.163,494.32
-38.672,176.230,460.58
-38.679,175.976,433.88
-38.677,176.044,462.25
-38.675,176.111,438.78
-38.674,176.178,478.22
-38.672,176.245,427.92
-38.679,175.992,446.20
-38.677,176.059,420.17
-38.676,176.126,475.27
-38.674,176.194,442.52
-38.679,176.007,451.35
-38.678,176.075,362.04
-38.676,176.142,495.67
-38.674,176.209,404.05
-38.681,175.956,377.67
-38.679,176.023,539.23
-38.678,176.090,394.22
-38.676,176.157,511.29
-38.674,176.225,466.63
-38.681,175.971,407.60
-38.680,176.038,470.00
-38.678,176.106,419.37
-38.676,176.173,500.27
-38.674,176.240,402.90
-38.681,175.987,432.60
-38.680,176.054,416.69
-38.678,176.121,454.64
-38.676,176.188,461.78
-38.682,176.002,444.95
-38.680,176.069,379.57
-38.678,176.137,480.13
-38.676,176.204,379.52
-38.683,175.950,538.32
-38.682,176.018,478.51
-38.680,176.085,360.43
-38.678,176.152,567.16
-38.676,176.219,457.31
-38.684,175.966,394.71
-38.682,176.033,459.25
-38.680,176.100,409.08
-38.678,176.168,538.99
-38.676,176.235,380.27
-38.684,175.981,422.84
-38.682,176.049,413.71
-38.680,176.116,440.35
-38.678,176.183,496.65
-38.676,176.250,439.88
-38.684,175.997,432.55
-38.682,176.064,386.44
-38.680,176.131,482.54
-38.678,176.199,359.60
-38.684,176.012,482.82
-38.682,176.080,400.43
-38.680,176.147,667.02
-38.678,176.214,446.77
-38.684,176.028,472.77
-38.682,176.095,410.64
-38.680,176.162,566.94
-38.678,176.229,460.25
-38.686,175.976,413.60
-38.684,176.043,412.35
-38.682,176.111,440.58
-38.680,176.178,677.32
-38.679,176.245,448.34
-38.686,175.992,416.96
-38.684,176.059,390.79
-38.682,176.126,475.80
-38.681,176.193,408.30
-38.686,176.007,440.66
-38.684,176.074,385.66
-38.683,176.142,695.45
-38.681,176.209,413.70
-38.686,176.023,527.87
-38.684,176.090,410.99
-38.683,176.157,700.07
-38.681,176.224,477.64
-38.688,175.971,397.17
-38.686,176.038,417.66
-38.685,176.105,431.36
-38.683,176.172,588.62
-38.681,176.240,392.25
-38.688,175.986,405.28
-38.687,176.054,390.73
-38.685,176.121,459.15
-38.683,176.188,466.35
-38.688,176.002,424.51
-38.687,176.069,367.24
-38.685,176.136,629.36
-38.683,176.203,415.50
-38.689,176.017,551.64
-38.687,176.084,398.64
-38.685,176.152,739.35
-38.683,176.219,483.57
-38.689,176.033,438.55
-38.687,176.100,420.67
-38.685,176.167,661.60
-38.683,176.234,388.28
-38.691,175.981,401.32
-38.689,176.048,394.63
-38.687,176.115,459.97
-38.685,176.183,516.42
-38.683,176.250,459.86
-38.691,175.996,407.41
-38.687,176.131,503.27
-38.685,176.198,362.72
-38.691,176.012,563.46
-38.689,176.079,382.70
-38.687,176.146,832.87
-38.685,176.214,479.96
-38.691,176.027,448.62
-38.689,176.095,417.07
-38.687,176.162,789.96
-38.685,176.229,423.44
-38.693,175.976,404.24
-38.691,176.043,386.93
-38.689,176.110,452.12
-38.687,176.177,534.82
-38.685,176.245,396.40
-38.693,175.991,413.28
-38.689,176.126,499.38
-38.687,176.193,414.73
-38.693,176.007,530.50
-38.691,176.074,366.18
-38.689,176.141,755.64
-38.688,176.208,476.09
-38.693,176.022,504.83
-38.691,176.089,401.42
-38.690,176.157,969.42
-38.688,176.224,505.10
-38.695,175.970,439.04
-38.693,176.038,389.68
-38.691,176.105,444.54
-38.690,176.172,618.88
-38.688,176.239,386.67
-38.695,175.986,482.90
-38.692,176.120,473.81
-38.690,176.188,449.59
-38.695,176.001,534.78
-38.692,176.136,590.87
-38.690,176.203,360.61
-38.695,176.017,515.64
-38.694,176.084,376.71
-38.692,176.151,859.14
-38.690,176.219,487.59
-38.697,175.965,395.45
-38.696,176.032,393.29
-38.694,176.100,429.30
-38.692,176.167,840.15
-38.690,176.234,390.79
-38.697,175.981,483.14
-38.694,176.115,464.48
-38.692,176.182,483.68
-38.690,176.250,402.52
-38.698,175.996,463.91
-38.694,176.131,515.03
-38.692,176.198,423.13
-38.698,176.012,518.74
-38.696,176.079,358.28
-38.694,176.146,680.83
-38.692,176.213,471.44
-38.700,175.960,358.79
-38.698,176.027,416.26
-38.696,176.094,419.69
-38.694,176.162,1018.01
-38.692,176.229,517.10
-38.700,175.975,485.98
-38.696,176.110,452.59
-38.694,176.177,528.89
-38.692,176.244,396.61
-38.700,175.991,489.92
-38.696,176.125,500.39
-38.694,176.193,441.26
-38.700,176.006,514.45
-38.696,176.141,597.24
-38.694,176.208,460.01
-38.700,176.022,456.52
-38.698,176.089,396.40
-38.696,176.156,961.24
-38.694,176.223,526.39
-38.702,175.970,506.96
-38.700,176.037,365.20
-38.698,176.105,441.35
-38.696,176.172,609.86
-38.695,176.239,397.63
-38.702,175.986,459.91
-38.698,176.120,478.40
-38.697,176.187,458.51
-38.695,176.254,434.72
-38.702,176.001,555.92
-38.699,176.135,542.24
-38.697,176.203,419.73
-38.702,176.017,492.63
-38.699,176.151,820.19
-38.697,176.218,485.13
-38.704,175.965,596.50
-38.702,176.032,403.98
-38.701,176.099,424.01
-38.699,176.166,745.13
-38.697,176.234,575.50
-38.704,175.980,415.76
-38.701,176.115,457.06
-38.699,176.182,493.81
-38.697,176.249,414.13
-38.704,175.996,591.75
-38.701,176.130,512.33
-38.699,176.197,448.29
-38.705,176.011,508.01
-38.701,176.146,600.20
-38.699,176.213,480.80
-38.706,175.959,382.85
-38.705,176.027,443.66
-38.703,176.094,409.41
-38.701,176.161,767.42
-38.699,176.228,541.66
-38.707,175.975,398.05
-38.703,176.109,439.87
-38.701,176.177,506.28
-38.699,176.244,510.23
-38.707,175.990,470.28
-38.703,176.125,480.59
-38.701,176.192,454.34
-38.707,176.006,542.07
-38.703,176.140,561.49
-38.701,176.208,418.02
-38.707,176.021,498.44
-38.705,176.089,366.35
-38.703,176.156,712.76
-38.701,176.223,520.54
-38.709,175.970,525.98
-38.705,176.104,425.67
-38.703,176.171,561.83
-38.701,176.239,520.22
-38.709,175.985,415.45
-38.705,176.120,479.93
-38.703,176.187,473.34
-38.702,176.254,499.25
-38.709,176.001,582.12
-38.705,176.135,540.21
-38.704,176.202,465.00
-38.709,176.016,483.22
-38.705,176.151,644.48
-38.704,176.218,465.61
-38.707,176.099,412.83
-38.706,176.166,612.90
-38.704,176.233,555.46
-38.711,175.980,377.43
-38.708,176.114,459.21
-38.706,176.182,524.20
-38.704,176.249,577.29
-38.711,175.995,636.01
-38.708,176.130,508.88
-38.706,176.197,521.09
-38.711,176.011,501.31
-38.708,176.145,549.01
-38.706,176.213,394.03
-38.710,176.094,390.31
-38.708,176.161,623.76
-38.706,176.228,562.01
-38.710,176.109,442.11
-38.708,176.176,556.69
-38.706,176.244,577.91
-38.714,175.990,624.79
-38.710,176.125,500.25
-38.708,176.192,491.89
-38.714,176.006,560.32
-38.710,176.140,530.02
-38.708,176.207,480.63
-38.714,176.021,404.41
-38.712,176.088,366.80
-38.710,176.156,649.87
-38.708,176.223,550.43
-38.712,176.104,455.54
-38.710,176.171,578.71
-38.708,176.238,547.41
-38.716,175.985,578.92
-38.712,176.119,492.78
-38.710,176.187,484.51
-38.708,176.254,639.09
-38.716,176.000,528.56
-38.712,176.135,528.89
-38.710,176.202,500.67
-38.716,176.016,464.98
-38.712,176.150,557.43
-38.710,176.217,437.60
-38.714,176.098,411.50
-38.712,176.166,582.02
-38.711,176.233,580.58
-38.718,175.979,475.50
-38.714,176.114,480.48
-38.713,176.181,538.59
-38.711,176.248,633.44
-38.718,175.995,507.73
-38.715,176.129,518.88
-38.713,176.197,521.95
-38.718,176.010,502.94
-38.715,176.145,557.40
-38.713,176.212,436.26
-38.717,176.093,395.51
-38.715,176.160,579.75
-38.713,176.228,575.27
-38.717,176.109,465.39
-38.715,176.176,580.90
-38.713,176.243,600.07
-38.720,175.990,384.59
-38.717,176.124,504.18
-38.715,176.191,554.95
-38.721,176.005,477.06
-38.717,176.140,542.46
-38.715,176.207,571.11
-38.721,176.021,385.18
-38.719,176.088,390.93
-38.717,176.155,564.88
-38.715,176.222,498.10
-38.719,176.103,437.19
-38.717,176.171,582.03
-38.715,176.238,593.95
-38.719,176.119,484.25
-38.717,176.186,532.38
-38.715,176.253,641.21
-38.723,176.000,367.84
-38.719,176.134,524.58
-38.717,176.202,558.49
-38.723,176.015,442.34
-38.721,176.083,379.49
-38.719,176.150,548.10
-38.717,176.217,426.34
-38.721,176.098,422.38
-38.719,176.165,576.72
-38.717,176.233,480.24
-38.721,176.114,463.64
-38.719,176.181,579.74
-38.718,176.248,639.60
-38.721,176.129,512.45
-38.720,176.196,535.84
-38.725,176.010,444.29
-38.723,176.077,370.17
-38.721,176.145,537.40
-38.720,176.212,471.18
-38.725,176.026,385.60
-38.723,176.093,403.30
-38.722,176.160,575.11
-38.720,176.227,421.20
-38.724,176.108,448.92
-38.722,176.176,585.48
-38.720,176.243,626.57
-38.724,176.124,497.85
-38.722,176.191,580.68
-38.726,176.072,364.29
-38.724,176.139,520.32
-38.722,176.207,565.44
-38.727,176.020,439.87
-38.726,176.088,400.08
-38.724,176.155,547.59
-38.722,176.222,456.31
-38.726,176.103,443.88
-38.724,176.170,585.24
-38.722,176.238,546.65
-38.726,176.119,484.58
-38.724,176.186,583.73
-38.722,176.253,680.99
-38.726,176.134,509.34
-38.724,176.201,572.48
-38.730,176.015,440.01
-38.728,176.082,388.78
-38.726,176.150,539.42
-38.724,176.217,452.61
-38.728,176.098,423.88
-38.726,176.165,582.07
-38.724,176.232,463.41
-38.728,176.113,471.34
-38.726,176.181,594.77
-38.724,176.248,658.26
-38.728,176.129,499.50
-38.726,176.196,595.62
-38.732,176.010,381.69
-38.730,176.077,380.02
-38.728,176.144,545.43
-38.726,176.211,481.90
-38.730,176.092,419.03
-38.728,176.160,572.85
-38.727,176.227,469.25
-38.730,176.108,446.36
-38.729,176.175,594.01
-38.727,176.242,571.30
-38.731,176.123,488.22
-38.729,176.191,598.97
-38.732,176.072,377.82
-38.731,176.139,521.54
-38.729,176.206,591.76
-38.734,176.020,365.71
-38.733,176.087,400.50
-38.731,176.154,564.20
-38.729,176.222,556.03
-38.733,176.103,438.24
-38.731,176.170,585.68
-38.729,176.237,494.01
-38.733,176.118,481.73
-38.731,176.185,600.58
-38.729,176.253,684.44
-38.735,176.066,373.11
-38.733,176.134,521.63
-38.731,176.201,602.08
-38.737,176.015,363.81
-38.735,176.082,398.41
-38.733,176.149,556.91
-38.731,176.216,578.45
-38.735,176.097,429.35
-38.733,176.165,580.20
-38.731,176.232,475.79
-38.735,176.113,471.36
-38.733,176.180,596.95
-38.731,176.247,659.86
-38.735,176.128,556.01
-38.733,176.196,611.24
-38.737,176.077,380.11
-38.735,176.144,543.72
-38.733,176.211,570.80
-38.737,176.092,420.00
-38.735,176.159,570.70
-38.733,176.227,618.19
-38.737,176.108,445.55
-38.735,176.175,590.69
-38.734,176.242,607.99
-38.737,176.123,513.34
-38.736,176.190,610.53
-38.739,176.071,379.90
-38.737,176.139,539.01
-38.736,176.206,617.90
-38.739,176.087,405.50
-38.738,176.154,560.43
-38.736,176.221,618.09
-38.740,176.102,440.00
-38.738,176.170,581.44
-38.736,176.237,584.70
-38.740,176.118,480.85
-38.738,176.185,601.79
-38.736,176.252,680.12
-38.740,176.133,520.00
-38.738,176.201,629.85
-38.742,176.082,400.30
-38.740,176.149,552.19
-38.738,176.216,616.99
-38.742,176.097,441.45
-38.740,176.164,573.02
-38.738,176.232,491.14
-38.742,176.113,479.07
-38.740,176.180,593.82
-38.738,176.247,660.93
-38.742,176.128,503.73
-38.740,176.195,619.97
-38.744,176.076,391.73
-38.742,176.144,543.40
-38.740,176.211,637.64
-38.744,176.092,420.13
-38.742,176.159,561.09
-38.740,176.226,583.33
-38.744,176.107,472.85
-38.742,176.175,586.05
-38.740,176.242,637.70
-38.744,176.123,493.95
-38.742,176.190,618.33
-38.746,176.071,364.08
-38.744,176.138,535.70
-38.742,176.205,641.67
-38.746,176.086,407.99
-38.744,176.154,560.54
-38.743,176.221,652.23
-38.746,176.102,452.48
-38.745,176.169,581.38
-38.743,176.236,615.53
-38.746,176.117,484.80
-38.745,176.185,608.07
-38.743,176.252,662.44
-38.747,176.133,520.89
-38.745,176.200,641.20
-38.749,176.081,393.27
-38.747,176.148,557.00
-38.745,176.216,659.67
-38.749,176.097,433.16
-38.747,176.164,579.04
-38.745,176.231,641.24
-38.749,176.112,471.84
-38.747,176.179,580.96
-38.745,176.247,621.82
-38.749,176.128,508.08
-38.747,176.195,629.02
-38.751,176.076,374.69
-38.749,176.143,543.38
-38.747,176.210,661.57
-38.751,176.091,420.03
-38.749,176.159,565.67
-38.747,176.226,671.80
-38.751,176.107,460.34
-38.749,176.174,571.93
-38.747,176.241,655.43
-38.751,176.122,492.83
-38.749,176.190,605.57
-38.751,176.138,528.60
-38.749,176.205,653.54
-38.753,176.086,400.15
-38.751,176.153,542.60
-38.749,176.221,680.55
-38.753,176.102,439.12
-38.751,176.169,556.70
-38.750,176.236,675.04
-38.753,176.117,481.00
-38.752,176.184,581.47
-38.750,176.252,677.78
-38.753,176.133,510.85
-38.752,176.200,625.16
-38.755,176.081,384.40
-38.754,176.148,528.65
-38.752,176.215,677.13
-38.756,176.096,428.78
-38.754,176.164,544.16
-38.752,176.231,695.31
-38.756,176.112,466.44
-38.754,176.179,577.99
-38.752,176.246,685.00
-38.756,176.127,493.54
-38.754,176.195,620.19
-38.758,176.074,360.82
-38.756,176.141,513.58
-38.754,176.209,662.38
-38.758,176.089,405.10
-38.756,176.156,531.73
-38.754,176.224,712.94
-38.758,176.104,445.87
-38.756,176.171,563.61
-38.754,176.238,689.28
-38.758,176.119,470.29
-38.756,176.186,590.75
-38.754,176.253,692.41
-38.758,176.133,500.88
-38.756,176.201,634.47
-38.760,176.081,380.26
-38.758,176.148,520.01
-38.756,176.216,684.42
-38.760,176.096,426.20
-38.758,176.163,540.74
-38.757,176.230,700.18
-38.760,176.111,453.76
-38.759,176.178,577.90
-38.757,176.245,698.52
-38.761,176.125,482.10
-38.759,176.193,605.65
-38.761,176.140,505.26
-38.759,176.208,660.69
-38.763,176.088,404.04
-38.761,176.155,535.37
-38.759,176.222,719.58
-38.763,176.103,439.36
-38.761,176.170,567.84
-38.759,176.237,707.60
-38.763,176.118,462.03
-38.761,176.185,587.69
-38.759,176.252,700.05
-38.763,176.132,484.79
-38.761,176.200,634.19
-38.765,176.080,371.19
-38.763,176.147,506.98
-38.761,176.214,683.69
-38.765,176.095,418.85
-38.763,176.162,559.88
-38.761,176.229,713.62
-38.765,176.110,440.98
-38.763,176.177,577.97
-38.761,176.244,708.49
-38.765,176.124,465.88
-38.763,176.192,619.90
-38.765,176.139,489.21
-38.764,176.206,670.05
-38.767,176.087,395.03
-38.766,176.154,539.36
-38.764,176.221,723.94
-38.768,176.102,425.37
-38.766,176.169,575.01
-38.764,176.236,720.53
-38.768,176.116,455.40
-38.766,176.184,622.50
-38.764,176.251,681.98
-38.768,176.131,475.76
-38.766,176.198,660.15
-38.768,176.146,511.29
-38.766,176.213,700.36
-38.768,176.161,540.63
-38.766,176.228,729.33
-38.768,176.176,582.07
-38.766,176.243,714.24
-38.768,176.191,650.41
-38.768,176.205,668.14
-38.768,176.220,720.01
-38.769,176.235,722.34
-38.769,176.250,696.60
