Par	mean	std	median	perc5	perc95
z1:	193.00	99.77	191.59	 5.67	376.02
z2:	504.88	443.02	272.18	-10.77	997.69
r1:	130.84	95.98	117.09	-59.42	333.47
r2:	42.10	77.87	 2.42	-92.66	170.85
r3:	303.45	214.84	197.19	100.31	654.34
