   4	  489	 989.099	 990.400	 126.820	 2.515	 100.224	 -126.099
   4	 1571	 996.335	 985.098	 126.808	 2.533	 100.173	 -126.142
  39	 1866	 992.244	 975.465	 131.112	 2.338	 100.492	 -126.259
   5	  931	 968.539	 987.542	 128.065	 2.405	 100.234	 -126.314
  42	 3860	 998.520	 980.730	 113.285	 2.140	 100.238	 -126.384
   5	 3529	 968.368	 988.275	 125.769	 2.533	 100.163	 -126.456
  26	 1980	 964.340	 996.539	 130.851	 2.263	 100.776	 -126.481
  47	 2265	 987.773	 998.240	 140.191	 2.399	 101.041	 -126.581
  26	 2166	 960.698	 984.406	 121.988	 2.211	 100.007	 -126.583
  39	 3453	 993.608	 964.644	 116.262	 2.200	 100.574	 -126.594
  42	 1850	 988.397	 989.422	 137.412	 2.422	 101.097	 -126.636
  44	 1577	 979.286	 992.903	 121.150	 2.685	 100.087	 -126.640
  47	 2299	 986.491	 999.299	 143.303	 2.420	 100.720	 -126.697
   5	 3495	 961.362	 985.357	 124.067	 2.512	 100.406	 -126.699
  39	 3240	 989.301	 961.801	 116.673	 2.238	 100.595	 -126.705
  47	 2236	 991.137	 975.858	 137.054	 2.353	 100.971	 -126.711
  47	 2343	 980.473	 994.446	 135.256	 2.237	 101.730	 -126.715
  47	 1022	 983.785	 974.569	 137.071	 2.253	 100.832	 -126.748
  46	 1419	 997.989	 989.811	 124.678	 2.145	 103.294	 -126.870
  44	 3907	 976.851	 995.270	 120.369	 2.548	 101.724	 -126.917
   5	 2197	 983.680	 973.929	 131.949	 2.235	 102.139	 -127.031
  26	 1832	 977.772	 997.938	 112.418	 2.112	 100.802	 -127.033
  37	 1604	 954.171	 999.672	 123.851	 2.336	 102.180	 -127.086
   1	  890	 996.701	 996.511	 122.912	 1.983	 102.674	 -127.157
   8	 1878	 988.341	 989.968	 124.990	 2.080	 103.169	 -127.195
  36	 3281	 986.261	 968.765	 115.492	 2.121	 101.636	 -127.232
   5	  793	 989.490	 977.015	 140.613	 2.059	 101.264	 -127.279
   6	 2400	 988.830	 970.284	 146.802	 2.167	 100.340	 -127.296
  46	  569	 990.006	 994.721	 106.912	 2.401	 101.473	 -127.323
  18	 1332	 982.560	 985.178	 136.026	 2.710	 100.610	 -127.339
  29	 3440	 994.219	 943.321	 134.015	 1.927	 100.094	 -127.373
  42	 1688	 969.564	 996.498	 148.756	 2.147	 100.196	 -127.387
   8	 1856	 981.637	 946.647	 124.499	 2.212	 101.900	 -127.389
  20	 2103	 971.428	 957.301	 124.817	 2.274	 102.092	 -127.470
  42	 3711	 984.456	 949.051	 125.460	 2.084	 102.102	 -127.491
   1	  720	 964.169	 998.456	 130.666	 2.102	 102.779	 -127.497
  46	 1597	 944.646	 999.364	 137.257	 2.820	 100.035	 -127.510
  39	 3174	 989.792	 954.625	 111.311	 2.212	 101.444	 -127.518
  20	 2016	 993.199	 998.813	 114.755	 2.372	 104.494	 -127.530
  39	 1410	 949.759	 977.612	 135.242	 2.553	 101.205	 -127.589
  41	 2509	 960.324	 952.847	 127.836	 2.023	 100.261	 -127.589
   4	 2603	 999.515	 991.829	 119.133	 2.319	 105.375	 -127.591
  40	 2953	 966.540	 995.741	 120.483	 2.601	 102.901	 -127.681
  30	 2676	 958.335	 942.579	 126.702	 2.415	 100.949	 -127.702
  42	 3737	 994.371	 957.139	 124.562	 1.842	 100.329	 -127.706
  42	 2898	 991.051	 998.321	 123.682	 1.871	 101.670	 -127.720
  42	 1220	 983.691	 961.365	 124.329	 2.141	 103.576	 -127.737
  29	 1958	 993.614	 983.224	 120.885	 2.836	 101.030	 -127.757
  30	 3093	 912.131	 987.177	 131.601	 2.667	 100.537	 -127.762
  46	 1319	 974.316	 999.683	 124.304	 2.321	 105.251	 -127.781
  18	 1349	 985.257	 981.715	 134.382	 2.833	 100.597	 -127.857
   7	  904	 999.100	 887.080	 121.746	 2.345	 100.178	 -127.875
  37	 2758	 967.130	 977.363	 133.833	 2.013	 102.094	 -127.888
  42	 2611	 973.012	 930.580	 119.720	 1.970	 100.276	 -127.889
  13	 1717	 961.009	 968.188	 148.968	 2.295	 100.512	 -127.902
  18	  935	 943.784	 964.401	 122.672	 2.451	 101.968	 -128.005
  36	 1883	 982.311	 967.809	 115.458	 2.296	 103.842	 -128.019
  30	 1415	 938.604	 984.195	 129.876	 2.464	 102.969	 -128.027
   1	  979	 987.743	 972.004	 144.265	 2.176	 103.125	 -128.047
  39	 3541	 996.311	 955.980	 110.097	 1.978	 101.821	 -128.068
  30	  419	 959.247	 914.090	 130.270	 2.240	 100.968	 -128.112
  20	 3888	 900.932	 975.945	 132.459	 2.476	 101.018	 -128.116
  20	 2237	 968.123	 994.755	 130.979	 2.158	 105.232	 -128.129
   5	 1758	 930.032	 995.237	 117.814	 2.039	 100.026	 -128.138
  47	  826	 985.750	 967.635	 135.102	 2.102	 104.544	 -128.176
   8	 3056	 976.749	 999.313	 149.782	 2.318	 103.168	 -128.182
  40	  715	 980.840	 964.207	 136.599	 2.782	 100.478	 -128.186
  20	 3094	 898.617	 970.989	 140.207	 2.391	 100.388	 -128.194
  41	 2802	 984.328	 958.845	 149.670	 2.442	 100.827	 -128.199
  36	 2620	 920.572	 981.007	 119.954	 2.292	 101.807	 -128.200
  30	 2594	 967.222	 975.891	 111.526	 2.638	 101.585	 -128.261
  37	 3283	 944.282	 938.694	 122.976	 2.417	 101.426	 -128.276
   8	 3883	 952.225	 982.107	 113.992	 2.767	 100.899	 -128.283
  46	 1812	 984.400	 943.292	 116.425	 1.878	 100.988	 -128.322
   4	  903	 927.760	 981.412	 117.493	 2.417	 102.345	 -128.325
  29	 2820	 942.890	 922.332	 135.112	 2.356	 100.672	 -128.325
  13	 2575	 940.799	 918.926	 132.923	 2.122	 100.464	 -128.342
   5	 3209	 989.998	 992.446	 158.559	 2.072	 100.262	 -128.362
  40	  936	 978.003	 955.485	 140.177	 2.643	 101.204	 -128.371
   6	 3534	 937.977	 914.499	 134.354	 2.339	 100.355	 -128.399
  48	 1936	 976.838	 965.978	 145.084	 2.670	 100.890	 -128.434
   4	 3192	 966.351	 978.505	 138.613	 2.308	 104.693	 -128.456
   5	 2807	 976.763	 916.395	 115.660	 2.261	 102.077	 -128.465
  36	  855	 968.427	 962.527	 142.722	 2.400	 103.002	 -128.485
   4	 3227	 922.460	 996.641	 143.893	 2.152	 101.916	 -128.510
  44	 3708	 978.454	 970.417	 123.210	 2.284	 105.982	 -128.523
  20	 2063	 963.060	 955.910	 111.573	 2.231	 102.582	 -128.531
   5	 3882	 983.910	 990.687	 109.007	 2.461	 104.515	 -128.544
  41	 3914	 986.255	 916.952	 122.802	 1.837	 101.140	 -128.555
  20	  805	 854.576	 998.625	 132.670	 2.717	 100.752	 -128.564
  48	 2920	 984.808	 873.509	 119.736	 2.093	 101.346	 -128.568
   1	 2645	 939.937	 999.895	 149.734	 2.722	 101.393	 -128.610
  44	 1235	 941.154	 963.206	 134.570	 2.107	 103.018	 -128.658
  16	 2354	 973.536	 979.618	 124.463	 2.369	 106.397	 -128.668
  37	 2503	 997.902	 999.540	 117.138	 3.085	 101.100	 -128.697
  37	 2505	 997.902	 999.540	 117.138	 3.085	 101.100	 -128.697
  31	 3609	 957.059	 996.027	 143.145	 2.309	 105.195	 -128.720
  39	 1113	 939.079	 925.872	 137.939	 2.477	 101.053	 -128.789
  18	 3597	 998.867	 956.094	 142.073	 2.153	 105.552	 -128.829
   8	 1464	 888.959	 966.640	 121.278	 2.584	 100.982	 -128.842
  48	  836	 908.417	 936.871	 123.014	 2.576	 100.507	 -128.875
   8	 1229	 983.116	 957.881	 149.706	 2.137	 103.336	 -128.925
  40	  600	 941.537	 963.549	 129.356	 2.944	 100.313	 -128.929
  20	 2462	 978.698	 908.404	 144.180	 1.982	 101.481	 -128.948
  44	 2018	 909.840	 948.667	 132.520	 2.186	 101.850	 -128.949
  40	 1267	 930.628	 947.093	 134.544	 2.415	 102.913	 -128.951
  44	 3408	 926.244	 960.614	 128.037	 2.558	 103.018	 -128.952
  16	 2842	 920.894	 962.467	 114.915	 2.160	 101.435	 -128.962
  48	 3859	 988.295	 899.292	 113.640	 2.114	 103.176	 -129.012
  30	 3517	 909.280	 954.715	 116.416	 2.269	 101.344	 -129.018
  46	 3648	 913.781	 982.544	 108.549	 2.666	 100.423	 -129.024
   7	 3077	 943.448	 981.071	 123.254	 2.415	 105.676	 -129.026
  26	  776	 979.526	 936.914	 144.094	 2.435	 102.809	 -129.051
  31	 1454	 943.234	 960.937	 143.802	 2.093	 102.827	 -129.052
  31	 3540	 975.897	 995.008	 143.633	 2.170	 106.747	 -129.056
  36	 1026	 931.889	 975.833	 137.129	 2.584	 103.807	 -129.074
   6	 2103	 979.572	 955.233	 146.608	 2.654	 101.656	 -129.095
  46	 2574	 842.943	 995.635	 148.425	 2.516	 100.641	 -129.142
   0	 1046	 898.278	 995.311	 137.129	 2.530	 104.175	 -129.159
  30	  546	 939.081	 883.416	 128.746	 2.476	 100.081	 -129.171
  20	 2568	 936.545	 937.193	 148.793	 2.223	 101.560	 -129.220
  29	 1565	 990.031	 993.398	 109.934	 2.154	 107.869	 -129.237
  47	 3869	 925.777	 966.798	 123.812	 1.938	 101.051	 -129.243
  40	 1178	 939.160	 977.921	 119.114	 2.338	 105.616	 -129.244
  30	 2804	 930.593	 921.533	 132.231	 2.729	 100.193	 -129.251
  41	 1562	 928.446	 929.105	 121.874	 2.125	 102.491	 -129.292
  29	 2328	 985.019	 993.770	 125.141	 2.909	 104.252	 -129.308
  46	 3717	 948.916	 926.324	 106.719	 2.500	 100.049	 -129.319
  41	 1519	 927.763	 959.161	 140.665	 2.222	 103.990	 -129.361
   0	 3606	 942.917	 949.514	 127.166	 2.918	 100.764	 -129.403
   0	 3605	 942.917	 949.514	 127.166	 2.918	 100.764	 -129.403
  29	  522	 891.748	 953.565	 134.191	 2.628	 102.149	 -129.486
  13	 1965	 909.779	 992.237	 121.513	 1.982	 101.592	 -129.499
  46	 3269	 859.801	 943.592	 131.550	 2.508	 101.101	 -129.611
  18	 3872	 936.922	 881.346	 122.010	 2.043	 101.453	 -129.613
  44	  749	 983.430	 847.138	 111.551	 2.208	 100.960	 -129.614
  13	 1360	 864.738	 990.074	 151.852	 2.764	 101.154	 -129.630
  44	  643	 954.217	 871.531	 111.368	 2.300	 100.375	 -129.643
  41	 3302	 953.173	 926.991	 133.478	 2.137	 105.197	 -129.646
  30	 1968	 991.699	 938.826	 134.755	 2.718	 103.248	 -129.664
  44	 3151	 951.299	 997.867	 145.965	 1.932	 103.656	 -129.680
  48	 3467	 987.107	 931.098	 137.886	 1.887	 105.254	 -129.682
  41	  784	 954.935	 993.559	 154.404	 2.045	 103.594	 -129.694
   1	 3183	 979.407	 956.762	 107.189	 2.372	 105.236	 -129.702
  44	  490	 826.634	 958.714	 128.352	 2.727	 100.008	 -129.712
  46	 1199	 975.759	 954.890	 115.681	 2.261	 107.552	 -129.726
   7	  735	 945.332	 968.303	 141.760	 2.102	 105.739	 -129.736
  44	 2898	 868.777	 964.704	 136.954	 2.736	 101.961	 -129.767
  29	 1583	 973.488	 942.876	 118.418	 2.282	 107.219	 -129.789
   0	 2994	 950.114	 992.304	 131.676	 2.356	 109.009	 -129.802
  48	 3037	 966.254	 854.274	 123.284	 1.952	 102.517	 -129.820
   6	 2703	 960.327	 912.604	 135.269	 1.907	 103.621	 -129.826
  31	  686	 934.236	 999.851	 131.407	 1.987	 106.014	 -129.840
   0	 1200	 906.371	 945.459	 131.143	 2.181	 103.937	 -129.841
  37	 3681	 892.554	 949.236	 144.337	 2.724	 101.328	 -129.865
   1	 2035	 947.230	 992.720	 118.888	 2.890	 104.531	 -129.885
  26	 2425	 930.403	 897.414	 115.262	 2.087	 101.649	 -129.902
  16	  827	 984.429	 976.462	 106.137	 1.994	 105.981	 -129.907
  20	 2075	 955.883	 969.830	 101.190	 2.252	 102.610	 -129.950
  30	 3506	 866.988	 933.479	 118.993	 2.368	 100.816	 -130.002
  41	 2793	 981.644	 948.817	 164.882	 2.473	 100.337	 -130.064
  48	 2698	 969.066	 817.800	 134.741	 2.307	 100.239	 -130.118
  30	  470	 924.537	 840.846	 138.132	 2.228	 100.161	 -130.126
   8	 2253	 958.386	 902.738	 128.639	 1.992	 105.354	 -130.135
  48	 2050	 983.911	 890.842	 144.477	 2.603	 100.989	 -130.140
  41	 1452	 895.382	 898.001	 126.242	 2.093	 101.300	 -130.166
  42	  846	 998.959	 809.964	 136.727	 1.877	 102.591	 -130.171
  20	 1788	 957.139	 985.737	 151.344	 2.235	 107.029	 -130.209
   6	 1900	 842.862	 958.028	 154.143	 2.516	 100.594	 -130.219
  44	 1795	 783.747	 975.294	 141.342	 2.795	 100.387	 -130.287
  26	 2993	 992.239	 957.964	 142.605	 3.094	 100.224	 -130.318
  18	 3655	 961.389	 834.645	 146.174	 1.997	 100.980	 -130.358
  44	 2882	 895.059	 944.814	 129.690	 2.728	 103.186	 -130.377
  48	 2944	 998.872	 860.886	 103.856	 2.351	 101.321	 -130.409
   1	 1716	 919.279	 984.153	 131.284	 2.465	 108.254	 -130.416
  40	 1237	 952.899	 959.436	 159.180	 2.211	 103.877	 -130.433
  47	 3784	 921.318	 886.139	 148.093	 2.055	 101.285	 -130.436
  30	  809	 904.326	 969.507	 143.058	 2.299	 106.088	 -130.450
   0	 2189	 995.055	 852.456	 123.330	 1.860	 105.858	 -130.467
  44	  485	 811.647	 932.516	 132.774	 2.563	 100.274	 -130.493
   7	 3228	 960.073	 957.615	 113.159	 2.805	 104.193	 -130.524
  26	  589	 934.963	 981.949	 118.714	 2.047	 107.899	 -130.567
  46	 3519	 944.564	 984.488	 102.849	 2.987	 100.875	 -130.587
  18	 2534	 990.061	 949.863	 127.711	 1.680	 104.405	 -130.599
   4	 2187	 923.614	 914.734	 137.906	 2.593	 103.435	 -130.630
