latitude,longitude
-38.786023167,176.281812642
-38.777661520,176.265913291
-38.771640664,176.256032304
-38.766289795,176.245725951
-38.765288011,176.240575628
-38.764955568,176.235426278
-38.760606083,176.231131470
-38.752242562,176.222115473
-38.737523851,176.207095011
-38.723475333,176.192082601
-38.714778610,176.183935789
-38.710095970,176.177076911
-38.695378099,176.173220030
-38.684674710,176.170649602
-38.673971504,176.167222880
-38.662264756,176.162940323
-38.646209428,176.159087756
-38.632490932,176.142388573
-38.626797975,176.127830033
-38.622442181,176.115840614
-38.623442526,176.110700382
-38.625780881,176.105558801
