station, lon_dec, lat_dec, z1, z2
WT055a, 424900.88856254175, 5713518.36755008, 378.43, -526.6199999999999
WT059b, 418042.65955837484, 5726714.0145283025, 360.72, -335.8699999999999
WT106a, 420809.36874331767, 5723210.026575915, 277.12, -76.11999999999995
WT043a, 417527.3964747786, 5723178.361438779, 377.79, 154.60000000000002
WT501a, 416695.37487370445, 5725569.989406463, 285.27, -29.889999999999986
WT080a, 423447.00551834726, 5713222.7443888, 203.72999999999996, -608.5299999999999
WT192a, 418899.91882862686, 5711697.123427248, -40.19, -734.6499999999999
WT038a, 417323.68281692045, 5724450.963565607, 384.23, 109.14000000000004
WT311a, 421399.09714798693, 5718721.562071732, 381.51, -87.44
WT184a, 425022.44574075245, 5721293.171024469, 115.18000000000006, -179.8499999999999
WT307a, 422564.22878970415, 5715694.921644494, 422.15999999999997, -246.31000000000006
WT079a, 418963.044575009, 5724498.612145093, 403.42, 57.67999999999995
WT096a, 419977.74756649544, 5723418.144809071, 305.39, -13.110000000000014
WT223a, 419369.86193319806, 5722240.650206261, 436.71, 63.0
WT331a, 416556.7666370071, 5724943.618714452, 290.4, -51.74000000000001
WT080b, 423448.5152840876, 5713219.429537556, 271.29, -534.0799999999999
WT063a, 418230.0083986072, 5727179.267829094, 279.34, -12.06000000000006
WT126a, 421766.6902898995, 5722365.26510995, 258.27000000000004, 93.61000000000001
WT034a, 417014.3388896448, 5721061.102207436, 314.92, 244.11
WT171a, 426750.0943166437, 5719387.542448893, 236.24, -240.39999999999998
WT188a, 426900.6761508346, 5725701.584413176, -398.07000000000005, -772.9900000000001
WT022a, 416478.29283824674, 5721766.670359769, 299.98, 176.57
WT167a, 423609.8842305107, 5721431.149195713, 64.01000000000005, -274.06999999999994
WT219a, 431413.66070008645, 5720669.710242904, -7.4500000000000455, -225.7800000000001
WT130a, 421834.9097499251, 5723273.843341718, 252.24999999999997, -227.0
WT189a, 425787.6080541087, 5724142.321237523, -279.45, -733.1500000000001
WT023a, 416527.5007347459, 5724269.778592169, 356.11, 68.23000000000002
WT166a, 423564.6035377362, 5717176.26690349, 443.44, 33.89999999999998
WT035a, 417090.94566452026, 5722130.966816045, 368.75, 217.22999999999996
WT062a, 418223.337731999, 5721333.163256973, 415.17999999999995, 191.96999999999997
WT127a, 421913.3165230606, 5721264.910661163, 355.79, -232.49000000000007
WT330a, 420061.88707961026, 5719381.247401742, 50.10000000000002, -169.50999999999993
WT150b, 424981.5270303041, 5726290.841385427, -31.94999999999999, -329.43999999999994
WT222a, 418589.09549491724, 5721752.075858509, 433.20000000000005, 350.79
WT058a, 418078.54296662676, 5720577.239405631, 197.10999999999996, 65.74999999999994
WT326a, 421982.8254206283, 5712320.470447573, -252.01, -799.1999999999998
WT214a, 430675.6710853696, 5721294.3383557275, -69.03999999999996, -248.82999999999993
WT078a, 419137.5307340962, 5720260.097739688, 272.09000000000003, -170.26999999999998
WT306a, 419638.5556917716, 5712523.987224832, -186.19000000000005, -731.46
WT185a, 425033.4560134463, 5718834.572991657, 205.98999999999995, -486.51
WT310a, 423196.5359737737, 5719323.26449497, 353.38, 66.32999999999998
WT170b, 426311.3839298633, 5713571.611112379, 383.7099999999999, -374.79999999999995
WT193a, 426179.94199083233, 5720595.041650703, 121.69, -326.60999999999996
WT500a, 417166.281414958, 5725635.034568432, 388.65, 117.94999999999993
WT015a, 415713.40578979836, 5723941.2759529315, 179.13000000000005, -39.569999999999936
WT107a, 420288.4945273645, 5721501.324470578, 359.28000000000003, 192.35000000000002
WT042a, 417297.07751977426, 5720322.025766632, 302.71999999999997, 233.50999999999996
WT111a, 420854.20343966363, 5720347.894008017, 358.19, 123.29999999999995
WT054a, 417903.56668023265, 5719966.939193386, 209.13000000000002, 107.42000000000002
WT053b, 417672.2803910723, 5726266.960184631, 441.15, 301.08
WT337a, 424179.49810511793, 5720629.885960788, 210.57999999999998, -428.78999999999996
WT069b, 418541.4302990421, 5726145.79731738, 406.85, -27.72999999999996
WT120a, 421714.97318336123, 5725938.239801815, -169.19999999999993, -411.53999999999996
WT198a, 427174.4553047843, 5722546.82054926, -102.51999999999992, -523.7
WT177a, 424817.7259083348, 5722009.266805085, -163.77999999999997, -534.74
WT024a, 415250.78240086115, 5726520.657834566, 236.86999999999995, 79.56999999999994
WT073a, 418917.12141554017, 5719661.346472516, 36.849999999999966, -123.56
WT136a, 423021.10183071997, 5712316.043133467, -47.19999999999993, -620.0500000000001
WT511a, 418521.8875147971, 5725380.734021759, 423.4599999999999, 145.93999999999994
WT004a, 414227.88827162154, 5725475.41439965, 161.26, 36.610000000000014
WT116a, 422167.8100275588, 5726630.387563543, -230.57000000000005, -502.26
WT045a, 417835.0409770012, 5729708.299409322, 64.69, -101.52999999999997
WT507a, 419197.2420002198, 5724368.697779462, 390.65999999999997, 119.87999999999994
WT086a, 424691.641989802, 5714546.714772602, 423.30000000000007, 39.78000000000003
WT205a, 422100.84921656875, 5716615.857682192, 399.73, 216.55
WT340a, 422169.4036840069, 5715162.702919299, 399.71000000000004, -157.73000000000002
WT194a, 426099.95768412045, 5723360.947526088, -42.31, -450.4200000000001
WT028a, 423808.85129607935, 5715637.560437749, 455.73, 237.58000000000004
WT182a, 424553.568309789, 5711941.627425498, -313.0, -751.41
WT090a, 429358.84845218447, 5717653.322449641, 20.810000000000002, -385.58000000000004
WT091a, 419600.9114035727, 5720765.962158897, 342.2, 138.26
WT183a, 425087.68617525534, 5723197.369954718, -223.49, -610.8
WT033b, 416912.60538977507, 5725328.429429545, 464.36, 234.41000000000003
WT316a, 426182.50114003837, 5719020.968470109, 209.63, -399.0
WT195a, 426172.15786581964, 5721436.506163796, 70.38, -409.04
WT064b, 417963.5537014541, 5725580.332867368, 433.94, 305.22
WT204a, 429083.065528035, 5718451.456909249, 130.93999999999994, -478.97
WT341a, 422173.4191462171, 5714609.400107148, 179.23, -406.40000000000003
WT068a, 418547.799184219, 5723292.155486784, 458.18, 318.45000000000005
WT087a, 419475.66298345174, 5721631.334258571, 373.84999999999997, 204.81
WT156a, 423201.17699058115, 5716177.96232528, 370.76, 127.71999999999997
WT506a, 418770.4671492092, 5724575.895269118, 420.34999999999997, 17.089999999999975
WT064c, 418013.68741234735, 5725556.764919621, 462.63, 325.7
WT101a, 422172.657549318, 5713450.879742358, 89.01999999999998, -467.47
WT033c, 416912.92612338834, 5725297.580543356, 484.65000000000003, 191.25
WT044a, 417646.1578237646, 5724999.312238906, 384.93, 171.58000000000004
WT052a, 426926.6277175017, 5718750.379121295, 168.40000000000003, -302.13
WT140a, 422418.10218355595, 5723901.892106288, 51.52999999999997, -349.74
WT072a, 418850.0245251635, 5725083.210002049, 395.49, -4.3799999999999955
WT160a, 423866.97942687076, 5722204.010516369, 48.45999999999998, -343.6
WT336a, 422973.72995811887, 5725059.878490763, -86.08999999999997, -307.03
WT048a, 417973.78472053783, 5722235.972688958, 417.68, 275.99
WT101b, 422174.2080297993, 5713443.459279851, 78.60000000000002, -592.3899999999999
WT224a, 419982.13802490523, 5720254.074910512, 318.16, 205.52
WT117b, 421128.3386349576, 5721813.970223306, 304.91999999999996, -86.10000000000002
WT134a, 427951.98631463083, 5718763.704039935, 251.36999999999995, -168.68999999999994
WT071a, 418273.56301598554, 5723653.365081419, 433.02, 93.13999999999999
WT175a, 425190.47243384476, 5722548.231796349, -153.72000000000003, -561.3599999999999
WT088a, 423603.1824257602, 5723241.236726326, -115.44000000000005, -362.85
WT122a, 421401.8809422552, 5722582.084536816, 280.8, -324.84
WT159a, 423256.27660464094, 5717834.8459310075, 423.34000000000003, 86.14999999999998
WT118a, 420718.90333981003, 5726678.742099915, -114.83999999999997, -300.05
WT211a, 430332.2825291006, 5717380.786847238, 61.06999999999999, -52.25
WT092a, 419923.2144412269, 5719354.220228686, 112.55000000000001, -33.599999999999966
WT138a, 422596.8311825538, 5718857.573287847, 377.76, -254.04000000000008
WT303a, 423043.03901345684, 5715047.006083007, 456.54, -222.76
WT315a, 427396.41374434915, 5718241.735460392, 237.42000000000002, -198.80999999999995
WT179a, 425105.7156394623, 5724960.29053219, -45.420000000000016, -332.90999999999997
WT084a, 419085.4367692604, 5724070.1435042545, 457.09000000000003, 46.99000000000001
WT339a, 421931.1358739659, 5715740.237206888, 413.83000000000004, -454.79
WT155a, 423923.44012065954, 5718820.620769075, 363.8, -48.94999999999993
WT505a, 418269.7753507195, 5724023.552175818, 470.45000000000005, 270.9200000000001
WT047a, 417424.75452241965, 5719520.852034482, 230.91, 118.0
WT102a, 420343.77272700507, 5720802.155646427, 220.86, -27.529999999999973
WT051a, 425695.6297954181, 5714370.2573346775, 475.38000000000005, -393.38
WT114a, 420979.2672219987, 5724812.899682647, 328.20000000000005, -119.13999999999999
WT006a, 414710.9584191209, 5723975.027679254, 192.76, 40.23000000000002
WT513a, 419319.6550309393, 5725419.679706778, 382.44, -123.08000000000004
WT143a, 423528.8597195213, 5713977.965759912, 181.20000000000005, -344.81999999999994
WT512a, 417932.7274075102, 5725360.167368024, 433.28999999999996, 175.82999999999998
WT142a, 423725.81663936307, 5719745.398098056, 269.02, -295.1000000000001
WT050a, 417737.99196787365, 5721063.600174464, 217.15999999999997, 89.26999999999998
WT115a, 421004.3574520075, 5723666.745827169, 217.20000000000002, -263.58
WT046a, 417297.1864903951, 5721613.055272508, 231.56, 76.85999999999996
WT103a, 419976.2169187657, 5724605.042685083, 352.32, 33.81
WT011a, 414914.5163812285, 5723180.249203225, 132.67000000000002, -29.269999999999982
WT154a, 423677.7589645707, 5721131.271417958, 200.36999999999995, -20.010000000000048
WT504a, 416715.53684101545, 5724512.788457152, 325.25000000000006, -5.17999999999995
WT085a, 419239.5964494202, 5723167.560380406, 400.96999999999997, 23.62999999999994
WT178a, 421128.1781354566, 5711767.578086023, -136.67000000000007, -768.74
WT197a, 426859.2033662456, 5720174.03692909, 237.62, -168.27999999999992
WT314a, 427831.6190256892, 5719865.943864797, 278.88, -319.61
WT181a, 428850.6952731432, 5721478.034163427, 148.78000000000003, -385.2799999999999
WT302a, 423150.8635117621, 5714362.086887138, 417.28, -469.8800000000001
WT070b, 418760.49410809786, 5722731.9916447485, 454.3399999999999, 304.94999999999993
WT210a, 428647.2462692418, 5717197.862722657, 282.24, -307.91999999999996
WT119a, 421187.5940438743, 5721021.948087245, 368.59000000000003, 136.92000000000002
WT334a, 420230.5563333052, 5724269.9905079, 350.14, 38.24000000000001
WT174a, 424564.1327098042, 5720857.039800421, 196.45999999999992, -101.63000000000011
WT027a, 416604.7695063278, 5722381.156622421, 359.72, 205.89000000000004
WT093b, 419789.06955926155, 5726093.935668827, 369.69, 146.69
WT135a, 422623.72005048394, 5723119.941555203, 180.46999999999997, -221.38
WT070a, 418766.4710317815, 5722734.826927522, 462.65, 293.39
WT132b, 422376.8900764276, 5720674.146721093, 284.79999999999995, -45.75999999999999
WT094a, 427690.5108425742, 5722957.238864547, -25.640000000000043, -337.55
WT305a, 421200.14601970225, 5713479.822965829, -1.7800000000000296, -628.49
WT186a, 425824.0478431606, 5722168.832189021, -171.32999999999998, -647.3100000000002
WT313a, 426142.1828405375, 5720105.728214035, 190.13, -418.5499999999999
WT190a, 427020.3265525048, 5723850.6028035395, -106.81999999999994, -596.4499999999999
WT201a, 427805.14602088474, 5720810.889608077, 224.39999999999998, -489.33
WT128a, 422029.1053008395, 5719310.050928636, 381.13, -147.44000000000005
WT082a, 419299.93148573465, 5724975.900052427, 405.42, -100.90999999999997
WT016a, 415586.4008563447, 5725794.850943075, 207.62999999999994, -71.32000000000005
WT503a, 416585.1794726154, 5725115.933413992, 298.95000000000005, -17.059999999999945
WT041a, 417321.5521903331, 5723655.885943977, 368.71999999999997, 117.01999999999998
WT104a, 420582.22439057933, 5725535.313591227, 330.74, 42.28000000000003
WT112a, 420920.08427514497, 5719038.998017163, 369.65999999999997, 211.82999999999998
WT329a, 418304.29735370155, 5719775.284799056, 149.95, 22.659999999999968
WT145a, 422882.81846864725, 5726009.076126175, -67.02999999999997, -273.74000000000007
WT132a, 422376.8987121679, 5720673.258980552, 278.20000000000005, -39.389999999999986
WT098a, 419753.9563792561, 5724006.637725233, 436.23999999999995, 229.60999999999996
WT077a, 418976.15931900364, 5720993.365385154, 370.25, 172.12
WT165a, 424230.12776391394, 5722785.76712363, -72.22000000000003, -375.26
WT020a, 416252.1891136567, 5722853.4589398755, 397.38, 254.62
WT309a, 423330.5850904356, 5718420.415943559, 421.32000000000005, 194.0
WT036a, 422326.42990259064, 5718260.876544533, 396.80999999999995, 213.09999999999997
WT153b, 423428.2326021997, 5725102.20079228, -170.56, -505.58
WT333a, 417225.0159503434, 5724050.416496116, 367.6700000000001, 131.67000000000002
WT108a, 421368.47555501387, 5727676.850078493, -213.07999999999998, -404.43
WT221a, 430473.1359401207, 5718703.184447042, 30.560000000000002, -212.80000000000007
WT057b, 428450.8830963054, 5720394.330675009, 213.4, -710.12
WT149a, 420176.39915136725, 5712929.594558892, -108.79000000000002, -452.23
WT325a, 420169.2162105639, 5713645.899297544, -111.01999999999998, -645.4
WT324a, 419350.27821473696, 5713427.115832903, -283.02000000000004, -774.8699999999999
WT148a, 427421.6736240526, 5724764.926627616, 243.48000000000002, -339.53999999999996
WT332a, 416934.27874846576, 5726292.619341585, 176.85000000000002, -172.37
WT083b, 419213.8963082337, 5726166.16107949, 352.31, 197.16000000000003
WT125a, 421623.0462227682, 5720056.17480983, 366.33, -93.83000000000004
WT060a, 417729.7667845536, 5724210.446679728, 373.4599999999999, 33.02999999999997
WT172a, 424332.7772620077, 5724868.444265495, -131.18, -441.50999999999993
WT164a, 423903.1171004619, 5724120.263904811, -70.41000000000003, -457.79
WT133a, 422496.6781254568, 5722030.795265727, 261.49, 24.839999999999975
WT099a, 420228.96408086095, 5722154.948692308, 370.66, 100.96000000000004
WT328a, 420791.49132952845, 5713746.447436435, 34.589999999999975, -682.53
WT056a, 424599.4762201141, 5716807.023178401, 398.94000000000005, -239.40999999999997
WT021c, 416320.5414163683, 5725286.183551177, 215.07, -134.23000000000002
WT113a, 422843.1366847564, 5728714.417067788, -101.80000000000007, -349.80000000000007
WT040a, 425519.58056929434, 5719179.7172773015, 207.84999999999997, -567.9899999999999
WT105a, 420738.8301424849, 5719970.641794822, 358.24, 244.39999999999998
WT017a, 416044.2335136613, 5722374.394124571, 270.80999999999995, 83.82999999999998
WT152a, 423247.55588382547, 5724243.169569157, -41.53000000000003, -402.6000000000001
WT502a, 417063.4965177993, 5725051.550048052, 364.0, 19.969999999999914
WT129a, 422105.65977138525, 5725564.401011631, -42.610000000000014, -372.9000000000001
