station, lon_dec, lat_dec, z1, z2
WT086a, 424691.641989802, 5714546.714772602, 420.86000000000007, 81.60000000000002
WT087a, 419475.66298345174, 5721631.334258571, 372.82, 199.06
WT088a, 423603.1824257602, 5723241.236726326, 45.45999999999998, 21.45999999999998
WT089a, 419151.0253077212, 5727432.2298778845, 297.63, 254.26000000000002
WT090a, 429358.84845218447, 5717653.322449641, 188.12, 82.30999999999995
WT091a, 419600.9114035727, 5720765.962158898, 339.32, 4.489999999999952
WT092a, 419923.2144412269, 5719354.220228686, 189.09, 126.07000000000005
WT093b, 419789.06955926155, 5726093.935668827, 365.98, 135.3
WT094a, 427690.5108425742, 5722957.238864547, 88.02999999999997, -60.22000000000003
WT095a, 419833.1389508149, 5722449.405394497, 377.41999999999996, -324.25
WT096a, 419977.74756649544, 5723418.144809071, 296.32000000000005, -27.879999999999995
WT097a, 419747.7263274522, 5718178.85010002, 233.15000000000003, 167.68000000000004
WT098a, 419753.9563792561, 5724006.637725234, 434.61999999999995, 223.22999999999996
WT099a, 420228.964080861, 5722154.948692307, 366.6, 79.67000000000002
WT100a, 419949.0985802871, 5728374.912365734, 121.28000000000003, 74.15999999999997
WT101a, 422172.657549318, 5713450.879742358, 49.19999999999999, -649.06
WT101b, 422174.2080297993, 5713443.459279851, 60.660000000000025, -668.1500000000001
WT102a, 420343.77272700507, 5720802.155646427, 216.60000000000002, -111.05999999999995
WT103a, 419976.2169187657, 5724605.042685083, 350.65999999999997, 1.0600000000000023
WT104a, 420582.22439057933, 5725535.313591227, 329.12, 39.910000000000025
WT105a, 420738.8301424849, 5719970.641794822, 355.25, 221.97
WT106a, 420809.36874331767, 5723210.026575915, 261.11, -82.47999999999996
WT107a, 420288.4945273645, 5721501.324470579, 355.35, 158.62
WT108a, 421368.47555501387, 5727676.850078493, 21.189999999999998, 11.889999999999986
WT111a, 420854.20343966363, 5720347.894008017, 355.0, 95.72999999999996
WT112a, 420920.08427514497, 5719038.998017163, 358.76, -235.56
WT113a, 422843.1366847564, 5728714.417067788, 90.77999999999997, 69.98999999999995
WT114a, 420979.2672219987, 5724812.899682647, 325.25, -159.17999999999995
WT115a, 421004.3574520075, 5723666.745827169, 214.61, -453.61999999999995
WT116a, 422167.8100275588, 5726630.387563543, -49.200000000000045, -100.56
WT117b, 421128.3386349576, 5721813.970223306, 350.15999999999997, 42.91999999999996
WT118a, 420718.90333981003, 5726678.742099915, 149.73000000000002, 87.02000000000004
WT119a, 421187.5940438743, 5721021.948087246, 361.53000000000003, 121.0
WT120a, 421714.97318336123, 5725938.239801815, 64.32000000000005, 39.51999999999998
WT122a, 421401.8809422552, 5722582.084536816, 268.91999999999996, -411.43
WT125a, 421623.0462227682, 5720056.174809831, 363.9, -113.95999999999998
WT126a, 421766.6902898994, 5722365.265109949, 254.51000000000002, 58.56000000000006
WT127a, 421913.3165230606, 5721264.910661163, 347.55, -10.900000000000034
WT128a, 422029.1053008395, 5719310.050928636, 368.97999999999996, -278.7500000000001
WT129a, 422105.65977138525, 5725564.401011632, 42.60000000000002, -118.49000000000001
WT130a, 421834.9097499251, 5723273.843341718, 242.84999999999997, -555.53
WT132a, 422376.8987121679, 5720673.258980552, 268.33000000000004, -93.55000000000001
WT132b, 422376.8900764276, 5720674.146721093, 277.92999999999995, -130.7800000000001
WT133a, 422496.6781254568, 5722030.795265727, 269.93000000000006, 187.8
WT134a, 427951.98631463083, 5718763.704039935, 241.55999999999995, -66.75000000000011
WT135a, 422623.72005048394, 5723119.941555203, 165.63, -170.55000000000007
WT136a, 423021.10183071997, 5712316.043133467, 8.180000000000007, -822.0499999999998
WT138a, 422596.8311825538, 5718857.573287847, 428.32, -28.54000000000002
WT140a, 422418.10218355595, 5723901.892106288, 10.399999999999977, -398.89
WT141a, 420525.69168211985, 5716179.803430303, 303.53000000000003, 242.14000000000001
WT142a, 423725.81663936307, 5719745.398098056, 248.57, -372.45
WT143a, 423528.8597195213, 5713977.965759912, 153.19000000000005, -491.70000000000005
WT145a, 422882.8184686472, 5726009.076126175, -115.62, -432.43
WT146a, 423907.5269735019, 5727315.213078755, 49.82000000000005, 22.27000000000004
WT148a, 427421.6736240526, 5724764.926627617, -50.80000000000001, -66.67000000000002
WT149a, 420176.39915136725, 5712929.594558892, -11.329999999999984, -227.03999999999996
WT150a, 424980.07081151183, 5726288.2752668755, 66.94999999999999, -139.05000000000007
WT150b, 424981.5270303041, 5726290.841385427, -9.129999999999995, -217.75
WT151a, 423486.39322065504, 5722666.477034804, 167.89000000000004, 116.39999999999998
WT152a, 423247.55588382547, 5724243.169569157, -25.370000000000005, -377.17
WT153b, 423428.2326021997, 5725102.200792279, -125.62, -398.50999999999993
WT154a, 423677.7589645707, 5721131.271417958, 175.86999999999995, -104.47000000000003
WT155a, 423923.44012065954, 5718820.620769076, 356.29, -87.09000000000003
WT156a, 423201.17699058115, 5716177.96232528, 364.31, 99.94
WT159a, 423256.27660464094, 5717834.8459310075, 422.32, 76.15000000000003
WT160a, 423866.97942687076, 5722204.010516368, 157.73000000000002, 52.120000000000005
WT162a, 413560.31726001267, 5721790.430151504, 309.51000000000005, 279.53000000000003
WT163a, 424309.6848664423, 5723317.990471925, 57.64000000000004, 27.950000000000045
WT164a, 423903.1171004619, 5724120.263904811, -0.7300000000000182, -408.26000000000005
WT165a, 424230.12776391394, 5722785.76712363, 98.23000000000002, 49.660000000000025
WT166a, 423564.6035377362, 5717176.26690349, 442.71, 16.72999999999996
WT167a, 423609.8842305107, 5721431.149195713, 141.06000000000006, 60.35000000000002
WT168a, 424494.97024128016, 5718281.706796082, 387.92999999999995, -138.05000000000007
WT169a, 412402.49430088105, 5723753.276927474, 209.26000000000005, 182.07000000000005
WT170b, 426311.3839298633, 5713571.611112379, 368.11999999999995, -410.75
WT171a, 426750.0943166437, 5719387.542448893, 221.91000000000003, 3.8700000000000045
WT172a, 424332.7772620077, 5724868.444265495, -81.5, -272.81
WT174a, 424564.1327098042, 5720857.039800421, 181.58999999999992, -169.98000000000002
WT175a, 425190.47243384476, 5722548.231796349, 37.01000000000005, -213.07999999999993
WT177a, 424817.7259083348, 5722009.266805085, 81.02999999999997, 21.109999999999957
WT178a, 421128.1781354565, 5711767.578086023, -33.54000000000002, -783.21
WT179a, 425105.7156394623, 5724960.29053219, -72.88, -379.78999999999996
WT180a, 424726.414675673, 5720156.640818603, 218.55, -187.58999999999992
WT181a, 428850.6952731432, 5721478.034163428, 152.73000000000002, -125.60999999999996
WT182a, 424553.568309789, 5711941.627425498, 78.67000000000002, 39.24000000000001
WT183a, 425087.68617525534, 5723197.369954718, -6.329999999999984, -257.9
WT184a, 425022.44574075245, 5721293.171024469, 86.82000000000005, -308.91999999999996
WT185a, 425033.4560134463, 5718834.572991657, 165.92999999999995, -453.69000000000005
WT186a, 425824.0478431606, 5722168.832189021, 4.579999999999984, -437.92
WT188a, 426900.6761508346, 5725701.584413176, -129.07000000000005, -174.22000000000003
WT189a, 425787.6080541087, 5724142.321237523, -78.01999999999998, -532.3800000000001
WT190a, 427020.3265525048, 5723850.6028035395, -29.25999999999999, -252.52999999999997
WT191a, 425647.7252490042, 5722776.009855881, -1.1299999999999955, -459.87
WT192a, 418899.91882862686, 5711697.123427247, -45.44999999999999, -765.4199999999998
WT193a, 426179.94199083233, 5720595.041650704, 125.49000000000001, -353.41
WT194a, 426099.95768412045, 5723360.947526087, 8.810000000000002, -542.6000000000001
WT195a, 426172.15786581964, 5721436.506163796, 78.59999999999997, -501.74999999999994
WT197a, 426859.2033662456, 5720174.03692909, 192.54000000000002, -117.19999999999999
WT198a, 427174.4553047843, 5722546.82054926, 17.860000000000014, -343.36999999999995
WT199a, 421964.6920775729, 5715253.1456790045, 410.84999999999997, 5.769999999999982
WT200a, 426803.35702943587, 5723123.943628385, -37.56999999999999, -565.6700000000001
WT201a, 427805.14602088474, 5720810.889608077, 180.44, -355.0399999999999
WT202a, 427887.3378246183, 5721720.416293023, 201.9, -645.85
WT204a, 429083.06552803493, 5718451.45690925, 177.66999999999996, -25.63000000000011
WT205a, 422100.84921656875, 5716615.857682192, 401.23, -590.4599999999999
WT206b, 429133.1173915716, 5720788.279993847, 170.07000000000002, -231.51000000000005
WT209a, 429993.495169697, 5715708.846274254, 133.78999999999996, 67.45999999999998
WT210a, 428647.2462692418, 5717197.862722657, 274.25, -319.0400000000001
WT211a, 430332.2825291006, 5717380.786847238, 110.52999999999997, 58.27999999999997
WT213a, 429777.98829801806, 5722192.494022818, -23.870000000000005, -95.70999999999998
WT214a, 430675.67108536966, 5721294.3383557275, 86.55000000000001, 32.59000000000003
WT216a, 419000.0797086181, 5718038.447031355, 2.1899999999999977, -216.96000000000004
WT217a, 430917.2291157072, 5719747.772536092, 304.05999999999995, 235.13
WT219a, 431413.66070008645, 5720669.710242904, 49.69999999999999, 15.25
WT221a, 430473.1359401207, 5718703.184447041, 118.25999999999999, 82.67999999999995
WT222a, 418589.09549491724, 5721752.075858509, 431.14000000000004, 339.22
WT223a, 419369.86193319806, 5722240.650206261, 429.21999999999997, 112.25999999999999
WT224a, 419982.13802490523, 5720254.074910512, 312.53000000000003, 142.01
WT225a, 416634.1454943812, 5717697.209473663, 218.67000000000002, 172.35000000000002
WT300a, 425381.6406602586, 5712619.967986909, 101.40000000000003, -24.319999999999936
WT301a, 424083.74312211503, 5712927.978684469, 151.20999999999998, 98.98000000000002
WT302a, 423150.8635117621, 5714362.086887138, 410.38, -514.09
WT303a, 423043.03901345684, 5715047.006083007, 451.41, -304.47
WT304a, 422377.90910887305, 5714218.640568461, 299.47, -390.78
WT305a, 421200.14601970225, 5713479.822965829, 30.180000000000007, -683.6699999999998
WT306a, 419638.5556917717, 5712523.987224832, -34.620000000000005, -227.46000000000004
WT307a, 422564.22878970415, 5715694.921644494, 421.33, -266.25
WT308a, 422649.3717415086, 5717351.772926376, 445.82, 174.87
WT309a, 423330.5850904356, 5718420.415943559, 419.75, 177.26000000000005
WT310a, 423196.5359737737, 5719323.26449497, 346.61, 15.019999999999982
WT311a, 421399.09714798693, 5718721.562071732, 300.3, 217.25
WT312a, 417973.2985446413, 5717434.538427296, 87.42999999999995, 55.06999999999999
WT313a, 426142.1828405375, 5720105.728214035, 168.5, -260.93
WT314a, 427831.6190256892, 5719865.943864797, 225.39, -78.45000000000005
WT315a, 427396.41374434915, 5718241.735460392, 330.26000000000005, 170.05000000000007
WT316a, 426182.50114003837, 5719020.968470108, 146.14999999999998, -297.48
WT323a, 421580.5015205168, 5714556.750536166, 132.66999999999996, -339.11
WT324a, 419350.27821473696, 5713427.115832903, -11.089999999999975, -161.45
WT325a, 420169.2162105639, 5713645.899297544, 3.9499999999999886, -294.1
WT326a, 421982.8254206283, 5712320.470447573, -26.189999999999998, -681.4499999999998
WT327a, 420120.8654753441, 5714392.420882135, -15.139999999999986, -265.0899999999999
WT328a, 420791.49132952845, 5713746.447436435, -37.77999999999997, -749.44
WT329a, 418304.29735370155, 5719775.284799056, 85.67000000000002, -88.70999999999998
WT330a, 420061.8870796102, 5719381.247401743, 138.65000000000003, -1.349999999999966
WT331a, 416556.7666370071, 5724943.618714452, 280.9, -169.33000000000004
WT332a, 416934.27874846576, 5726292.619341585, 154.67000000000002, -124.59000000000003
WT333a, 417225.0159503434, 5724050.416496117, 351.53000000000003, 72.51000000000005
WT334a, 420230.5563333052, 5724269.9905079, 346.34999999999997, 30.22999999999996
WT335a, 421134.6169516915, 5724236.462009499, 376.44, -588.03
WT336a, 422973.72995811887, 5725059.878490763, -140.82, -154.14999999999998
WT337a, 424179.49810511793, 5720629.885960788, 178.25, -445.33000000000004
WT339a, 421931.1358739659, 5715740.237206888, 413.03000000000003, -488.96999999999997
WT340a, 422169.4036840069, 5715162.702919299, 398.19, -168.34000000000003
WT341a, 422173.4191462171, 5714609.400107148, 124.72000000000003, -581.06
WT500a, 417166.281414958, 5725635.034568433, 377.91999999999996, 96.56999999999994
WT501a, 416695.37487370445, 5725569.989406463, 284.33000000000004, -81.67999999999995
WT502a, 417063.4965177993, 5725051.550048052, 340.7099999999999, 34.51999999999998
WT503a, 416585.1794726154, 5725115.933413992, 285.16, -113.83000000000004
WT504a, 416715.53684101545, 5724512.788457152, 316.00000000000006, -108.86000000000001
WT505a, 418269.7753507195, 5724023.552175818, 469.39000000000004, 260.51000000000005
WT506a, 418770.4671492092, 5724575.895269118, 426.31, 9.009999999999991
WT507a, 419197.2420002198, 5724368.697779462, 388.84999999999997, 162.18999999999997
WT508a, 419859.6784161895, 5725226.573337107, 332.09000000000003, -46.43000000000001
WT511a, 418521.8875147971, 5725380.734021758, 419.35999999999996, 145.63999999999993
WT512a, 417932.7274075102, 5725360.167368024, 420.57, 190.71999999999997
WT513a, 419319.6550309393, 5725419.679706778, 377.92, -91.91999999999996
