latitude,longitude
-38.689191488,176.058823523
-38.688970493,176.059359045
-38.688769367,176.059869710
-38.688708702,176.060536407
-38.688668046,176.061331833
-38.688426455,176.061689406
-38.688124118,176.062046988
-38.687881961,176.062276842
-38.687437484,176.062325586
-38.687255283,176.062504798
-38.687072846,176.062813024
-38.687052175,176.063508776
-38.687173357,176.064101756
-38.687436267,176.064385461
-38.687719162,176.064462968
-38.688042018,176.064514688
-38.688203257,176.064540519
-38.688233887,176.065030057
-38.688335539,176.065472758
-38.688498196,176.065968752
-38.688762323,176.066622206
-38.688985581,176.067118891
-38.689269390,176.067719779
-38.689714549,176.068710205
-38.689997344,176.069308939
-38.690017522,176.069360868
-38.690420923,176.070012626
-38.691024442,176.071129113
-38.693083116,176.074793727
-38.694549703,176.076996245
-38.695385816,176.078416315
-38.696020448,176.079215732
-38.696534282,176.079967719
-38.697087067,176.080667285
-38.697764034,176.081593384
-38.698646506,176.082820281
-38.699300558,176.083593497
-38.699881574,176.084179393
-38.700409582,176.084291264
-38.700735546,176.084313177
-38.701044401,176.084752774
-38.701151896,176.084945188
-38.701359661,176.085152398
-38.701531618,176.085116677
-38.701722745,176.085055972
-38.701924931,176.085084383
-38.702109897,176.085302222
-38.702120167,176.085315005
-38.702325167,176.085570158
-38.702335396,176.085582890
-38.703122806,176.086330411
-38.703342863,176.086571831
-38.703590789,176.086833237
-38.703860477,176.086947097
-38.704141457,176.087044232
-38.704432349,176.087059857
-38.704581925,176.086978547
-38.704729015,176.086784168
-38.704764201,176.086654769
-38.704923704,176.086477204
-38.705097142,176.086396915
-38.705308383,176.086365285
-38.705495674,176.086414103
-38.705609080,176.086510834
-38.705788111,176.086524913
-38.706156184,176.086874352
-38.706684682,176.087386986
-38.707030830,176.087516562
-38.707439247,176.087562107
-38.707634920,176.087527060
-38.707817314,176.087508730
-38.708014409,176.087605578
-38.708172366,176.087719040
-38.708472428,176.087846897
-38.708758640,176.087990749
-38.709156925,176.088034344
-38.709488094,176.088013437
-38.709728997,176.087993845
-38.709981361,176.087957921
-38.710155117,176.087809669
-38.710354148,176.087693888
-38.710527238,176.087562557
-38.710598653,176.087367911
-38.710658718,176.087238165
-38.710680644,176.087076522
-38.710703176,176.086947221
-38.710645539,176.086543848
-38.710579336,176.086350181
-38.710524671,176.086107851
-38.710410048,176.086010780
-38.710445207,176.085881459
-38.710527679,176.085606923
-38.710498031,176.085364391
-38.710609429,176.085300446
-38.710682875,176.085220215
-38.710817670,176.085092169
-38.710913944,176.084915723
-38.711017528,176.084877573
-38.711134948,176.084825402
-38.711491649,176.084966716
-38.711754167,176.085043452
-38.712185067,176.085165321
-38.712417919,176.085176292
-38.712649979,176.085187227
-38.712866887,176.085116671
-38.713094320,176.084964434
-38.713154414,176.084767235
-38.713100265,176.084605066
-38.713238387,176.084488207
-38.713326585,176.084437669
-38.713388629,176.084355077
-38.713449376,176.084207445
-38.713562349,176.084140496
-38.713518115,176.083815703
-38.713452794,176.083718901
-38.713501406,176.083604343
-38.713641468,176.083635170
-38.713818525,176.083632991
-38.714019077,176.083565669
-38.714116664,176.083402504
-38.714303783,176.083335803
-38.714465059,176.083253374
-38.714625638,176.083155009
-38.714723862,176.083073509
-38.714832236,176.082879264
-38.714916198,176.082717674
-38.714936757,176.082492179
-38.714934002,176.082347307
-38.714891526,176.082073687
-38.714728546,176.082009330
-38.714651917,176.081912573
-38.714855026,176.081461736
-38.714975876,176.081285220
-38.715071110,176.081076715
-38.715117604,176.080916327
-38.715151382,176.080739877
-38.715172463,176.080547331
-38.715266790,176.080307592
-38.715338130,176.080164118
-38.715433433,176.079989098
-38.715479353,176.079813542
-38.715502453,176.079733823
-38.715512933,176.079637899
-38.715511103,176.079541768
-38.715544360,176.079350232
-38.715544055,176.079334214
-38.715577292,176.079142787
-38.715588063,176.079062990
-38.715611426,176.078999490
-38.715647064,176.078936294
-38.715670710,176.078888849
-38.715694043,176.078825423
-38.715705402,176.078777722
-38.715716149,176.078698038
-38.715727199,176.078634364
-38.715738247,176.078570700
-38.715749292,176.078507048
-38.715748075,176.078443084
-38.715759118,176.078379450
-38.715769856,176.078299840
-38.715768638,176.078235887
-38.715779373,176.078156297
-38.715789803,176.078060735
-38.715800534,176.077981176
-38.715799925,176.077949208
-38.715822599,176.077854062
-38.715845874,176.077790906
-38.715868835,176.077711799
-38.715916558,176.077649486
-38.715952327,176.077602783
-38.716000292,176.077556509
-38.716048526,176.077526223
-38.716097332,176.077527854
-38.716157985,176.077513951
-38.716206407,176.077499651
-38.716761135,176.077316806
-38.717205056,176.077275437
-38.717416470,176.077133039
-38.717495853,176.076851324
-38.717620608,176.076779048
-38.717866373,176.076895635
-38.717891772,176.076894201
-38.718221395,176.076859282
-38.718382009,176.076719749
-38.718409475,176.076408345
-38.718673922,176.076328178
-38.718876551,176.076300427
-38.719048185,176.076111343
-38.719262394,176.076050320
-38.719288352,176.076065163
-38.719499203,176.075906479
-38.719595201,176.075737972
-38.719706136,176.075633855
-38.719865070,176.075445484
-38.719998606,176.075258546
-38.720094043,176.075073759
-38.720281174,176.074965334
-38.720483804,176.074937577
-38.720604640,176.074751352
-38.720875069,176.074475128
-38.721276796,176.073946843
-38.721384932,176.073761329
-38.721423973,176.073416628
-38.721691604,176.073058999
-38.721972496,176.072716924
-38.722465735,176.072369857
-38.722763794,176.072157299
-38.722945319,176.071886092
-38.723276433,176.071524880
-38.723526308,176.071021475
-38.723598952,176.070544399
-38.723621919,176.070102750
-38.723660946,176.069758046
-38.723833691,176.069601488
-38.723989813,176.069331703
-38.724149298,176.069159583
-38.724443064,176.069191888
-38.724702094,176.069324018
-38.724963367,176.069521259
-38.725116880,176.069545192
-38.725436045,176.069576061
-38.725519897,176.069424527
-38.725861001,176.069519099
-38.726182671,176.069666640
-38.726446818,176.069791319
-38.726625860,176.069852006
-38.726831086,176.069904403
-38.727098705,176.069898369
-38.727202614,176.069867951
-38.727337715,176.069648269
-38.727475762,176.069388468
-38.727657718,176.069345295
-38.727900014,176.069412216
-38.728200726,176.069290428
-38.728376196,176.069208763
-38.728552418,176.069026552
-38.728764137,176.068935841
-38.729132644,176.068871120
-38.729402109,176.068775288
-38.729580451,176.068552979
-38.729902140,176.068407175
-38.730326990,176.067850739
-38.730296819,176.067578255
-38.730517740,176.067188867
-38.730762395,176.066407537
-38.731075355,176.065439287
-38.731336978,176.064412345
-38.731312048,176.063689209
-38.731202626,176.063235984
-38.731062464,176.063068518
-38.731000440,176.062832580
-38.731112845,176.062579344
-38.731346451,176.062360837
-38.731667371,176.062027081
-38.731876307,176.061578274
-38.731948258,176.060996387
-38.732037161,176.060532710
-38.732266630,176.060373059
-38.732641405,176.060350773
-38.733138583,176.060660009
-38.733565948,176.060947660
-38.734299057,176.061253740
-38.737156388,176.063369170
-38.740445480,176.065718700
-38.745678387,176.068781941
-38.747638873,176.069780732
-38.751283503,176.071208912
-38.753906907,176.072241492
-38.757680912,176.073427073
-38.762977506,176.074681140
-38.766581050,176.075215911
-38.771916227,176.075711620
-38.776341232,176.076091012
-38.779003604,176.076239967
-38.782268825,176.076333727
-38.785309905,176.076291171
-38.785832188,176.076181177
-38.786174194,176.075998029
-38.786250410,176.075690565
-38.786639738,176.075699752
-38.788853768,176.075459825
-38.791875973,176.074791272
-38.794854793,176.073787930
-38.796832424,176.073014570
-38.798598621,176.072132731
-38.799959431,176.071344807
-38.800614457,176.070695821
-38.800624368,176.070331099
-38.801212402,176.069885844
-38.802342579,176.068786102
-38.803139007,176.067973561
-38.803915730,176.066898378
-38.804445494,176.066289467
-38.804475544,176.065937560
-38.804524788,176.065532404
-38.804925963,176.064724477
-38.805056899,176.064190279
-38.805042265,176.063765082
-38.805158365,176.062807281
-38.805144331,176.061534645
-38.805228232,176.060768766
-38.805205444,176.060107177
-38.805426809,176.059516762
-38.805647572,176.058927941
-38.805865062,176.058263190
-38.805775667,176.057411423
-38.805628782,176.056637336
-38.805130889,176.055680748
-38.804914686,176.054789195
-38.804529030,176.053740309
-38.804390649,176.053120427
-38.804276515,176.052530446
-38.804209196,176.051940107
-38.804028362,176.051471323
-38.803914653,176.050909356
-38.803866318,176.050192801
-38.803938230,176.049542487
-38.803868452,176.048887314
-38.803594003,176.047785823
-38.803629611,176.047445411
-38.803646889,176.046575596
-38.803493753,176.045569896
-38.803355233,176.044619352
-38.803541413,176.044138340
-38.804132965,176.043767722
-38.804945066,176.043404670
-38.805694922,176.043180777
-38.806572817,176.042962614
-38.807373043,176.042446393
-38.807650844,176.041888680
-38.807962088,176.041566891
-38.808516891,176.041420564
-38.808876187,176.041104494
-38.809469872,176.040832706
-38.810181929,176.040439220
-38.811127118,176.040448521
-38.812546711,176.040288736
-38.814572426,176.040007849
-38.817488150,176.039298706
-38.820607961,176.038350977
-38.821847126,176.037733293
-38.822699227,176.036940188
-38.823438184,176.036471130
-38.825452656,176.035462019
-38.827421037,176.034354185
-38.828787501,176.033515718
-38.829631337,176.033281710
-38.830282312,176.032955149
-38.831073442,176.032568292
-38.831435554,176.032249232
-38.832210261,176.031871393
-38.832803937,176.031465672
-38.834501649,176.030335870
-38.835940116,176.029305038
-38.837012248,176.028500422
-38.837794031,176.027640986
-38.838154145,176.027215296
-38.838328161,176.026854710
-38.838446216,176.026428031
-38.838750391,176.026040284
-38.839851585,176.025385654
-38.840901473,176.024613519
-38.841513518,176.024060632
-38.841971517,176.023570362
-38.842651089,176.023191639
-38.843911133,176.022460444
-38.845394972,176.021770992
-38.846283537,176.021255578
-38.846960907,176.020906896
-38.847994000,176.020248443
-38.848858660,176.019535118
-38.849229982,176.018975750
-38.849450029,176.018320478
-38.849575673,176.017758521
-38.849795274,176.017139659
-38.849876287,176.016704367
-38.850277729,176.016165438
-38.850548826,176.015602149
-38.850842484,176.014975970
-38.851042678,176.014713318
-38.851157174,176.014255122
