# lat	lon	mean_z1	std_z1	mean_z2	std_z2
175.9700	-38.6900	349.58	595.35	301.36	606.30
175.9721	-38.6900	349.59	589.91	301.47	600.86
175.9742	-38.6900	349.59	584.54	301.59	595.49
175.9763	-38.6900	349.60	579.24	301.71	590.19
175.9784	-38.6900	349.62	574.01	301.84	584.96
175.9805	-38.6900	349.64	568.86	301.98	579.82
175.9826	-38.6900	349.67	563.79	302.13	574.75
175.9847	-38.6900	349.70	558.79	302.28	569.76
175.9868	-38.6900	349.73	553.87	302.45	564.85
175.9889	-38.6900	349.77	549.04	302.62	560.02
