175.995956,-38.610172
176.136078,-38.723803
176.05875,-38.604292
176.090122,-38.636117
176.052414,-38.636103
176.043142,-38.614475
176.119322,-38.726342
176.066839,-38.739683
176.050225,-38.624617
176.096389,-38.676614
176.138317,-38.653756
176.109444,-38.703989
176.069061,-38.624339
176.080592,-38.634167
176.073472,-38.644722
176.041475,-38.620106
176.022708,-38.666981
176.119339,-38.726372
176.060956,-38.600117
176.101025,-38.643814
176.046267,-38.655133
176.157969,-38.671072
176.160364,-38.614189
176.040192,-38.648725
176.1221,-38.652392
176.2117,-38.659892
176.101911,-38.635633
176.147414,-38.628147
176.041058,-38.626175
176.121111,-38.690728
176.047275,-38.6455
176.060192,-38.652794
176.102586,-38.653742
176.081094,-38.67055
176.138386,-38.608719
176.064444,-38.649053
176.058439,-38.659592
176.102378,-38.734344
176.203281,-38.654206
176.070572,-38.662547
176.075433,-38.7323
176.138178,-38.675911
176.117117,-38.67135
176.152308,-38.723442
176.151544,-38.660144
176.021025,-38.595222
176.048558,-38.613933
176.031667,-38.629058
176.083942,-38.651467
176.049428,-38.661819
176.090311,-38.661911
176.056356,-38.665075
176.054444,-38.608286
176.041494,-38.685408
176.032864,-38.583656
176.128558,-38.659661
176.064411,-38.609458
175.987864,-38.623656
176.100833,-38.611614
176.163178,-38.642639
176.136042,-38.647286
176.026667,-38.605772
176.067969,-38.667922
176.114322,-38.734475
176.064097,-38.61635
176.014792,-38.615092
176.106111,-38.605417
176.056719,-38.577292
176.071736,-38.625531
176.133783,-38.714519
176.104219,-38.69565
176.104844,-38.70875
176.150919,-38.635214
176.12375,-38.704614
176.131911,-38.737981
176.187778,-38.686911
176.075956,-38.658031
176.040175,-38.660603
176.139272,-38.636603
176.045608,-38.616672
176.151406,-38.674328
176.151544,-38.652561
176.057708,-38.6145
176.184689,-38.679697
176.104828,-38.713736
176.06415,-38.635172
176.074617,-38.650222
176.116822,-38.699692
176.066858,-38.623625
176.058281,-38.614717
176.104689,-38.724175
176.045608,-38.61695
176.053994,-38.619706
176.159931,-38.676828
176.108681,-38.630025
176.067831,-38.619061
176.041094,-38.670378
176.125139,-38.64545
176.115192,-38.619639
176.057431,-38.644636
176.104706,-38.724242
176.080278,-38.662678
176.093628,-38.648725
176.171719,-38.676792
176.061042,-38.631892
176.032414,-38.659469
176.140383,-38.642461
176.122222,-38.636081
176.096858,-38.641828
176.117639,-38.684767
176.089478,-38.604853
176.198942,-38.689444
176.079497,-38.670781
176.110172,-38.675494
176.114878,-38.709869
176.165278,-38.68145
176.139669,-38.620719
176.070417,-38.628211
176.102169,-38.703525
176.021528,-38.647375
176.125417,-38.675942
176.061042,-38.628556
176.0508,-38.66905
176.084497,-38.657772
176.145311,-38.716194
176.092256,-38.621689
176.020156,-38.628658
176.073264,-38.616072
176.120347,-38.719544
176.057328,-38.616481
176.123247,-38.667592
176.054583,-38.655178
176.092414,-38.632019
176.049583,-38.650186
176.080711,-38.623472
176.022397,-38.635839
176.122847,-38.6551
176.043247,-38.624003
176.072083,-38.636358
176.092483,-38.73925
176.159306,-38.663994
176.17045,-38.66685
176.182328,-38.652406
176.116042,-38.71605
176.066528,-38.640239
176.17955,-38.690958
176.094219,-38.655867
176.083594,-38.626514
176.071561,-38.597922
176.052014,-38.674856
176.133003,-38.657647
176.006667,-38.648231
176.041719,-38.6432
176.078733,-38.610039
176.110956,-38.637089
176.066597,-38.640214
176.107847,-38.659106
176.16915,-38.638983
176.093506,-38.723828
175.993611,-38.630431
176.147622,-38.645933
176.151058,-38.66455
176.161544,-38.630878
176.170244,-38.658333
176.103697,-38.671367
176.072986,-38.620069
176.030433,-38.612344
176.041822,-38.618556
176.050106,-38.631781
176.087778,-38.615144
176.090919,-38.673711
176.060939,-38.666839
176.114253,-38.611078
176.107847,-38.659114
176.078089,-38.628844
176.068803,-38.655925
176.129375,-38.640239
176.037725,-38.638911
176.118558,-38.679497
176.106997,-38.680847
176.120417,-38.619297
176.049044,-38.628217
176.09705,-38.595917
176.200694,-38.677539
176.177622,-38.662139
176.081667,-38.728694
176.081667,-38.722239
176.072222,-38.724136
176.16625,-38.622672
176.045972,-38.607986
176.072136,-38.609336
176.099114,-38.664608
176.054861,-38.626822
176.130781,-38.621481
176.125764,-38.628186
176.109375,-38.646892
176.083333,-38.645572
176.003958,-38.624522
176.088836,-38.721389
176.132969,-38.694144
176.038803,-38.616997
176.114097,-38.586697
176.143803,-38.672842
176.088942,-38.6653
176.035278,-38.643208
176.118247,-38.627022
176.047308,-38.619181
176.105278,-38.615017
176.145661,-38.640447
176.056858,-38.6879
176.046442,-38.603389
176.131928,-38.680847
176.107136,-38.717275
176.038681,-38.617019
176.078819,-38.642883
176.068039,-38.605833
