-0.027371408234549217	-0.021902549152397095	-0.06016309682497179	
-0.026460482551421124	-0.019112780062288313	-0.06374637822851772	
-0.027188344962884813	-0.01718391064477503	-0.06650321374218517	
-0.026704840777276907	-0.038162362438289535	-0.06794997110020522	
-0.02735994659774734	-0.03220739544437675	-0.07050572482275726	
-0.026731195443554234	-0.02029586109430777	-0.06224274823163392	
-0.02690838532019409	-0.018427893976800287	-0.07207994266587939	
-0.026380181537195905	-0.019651640177297966	-0.07260232138827545	
-0.027194229536722837	-0.019489943090998763	-0.07265517654246748	
-0.02662893237746681	-0.017491988478801183	-0.06596751905815884	
-0.026925552195304334	-0.01838554029321015	-0.06466050040513713	
-0.027371478325407178	-0.04373501974114372	-0.06455105492617579	
-0.0265426478976245	-0.02179630806600844	-0.06068151648085247	
-0.027055059340046858	-0.02231661845045944	-0.059945943794409054	
-0.026574171224815243	-0.026424745116485394	-0.07228311711519887	
-0.027083972472611396	-0.02452080187430665	-0.05739753313513116	
-0.026375147685168365	-0.016499289202832747	-0.0683093226836144	
-0.026878795584918937	-0.019541720529813067	-0.07262244186095503	
-0.027012605127628833	-0.01904252877050296	-0.06360540823762828	
-0.0268336772384541	-0.024459534275516708	-0.05792443372518097	
-0.027023642574282233	-0.02142212787643943	-0.0610487351775769	
-0.027266451846132196	-0.017016800429151022	-0.06647342974237268	
-0.027007160561744632	-0.028992306321875123	-0.07161498848329963	
-0.026415761094503158	-0.019312643254092685	-0.06326308999664365	
-0.02670088973039693	-0.02134747731309146	-0.06125123096204837	
-0.02642006817551597	-0.0170756923997541	-0.06735428528226138	
-0.027269283339540682	-0.0181566119719256	-0.07211589424671323	
-0.02721037141408547	-0.018509333104848497	-0.07217033403813652	
-0.026379004469199784	-0.019588932111899843	-0.06318970173634662	
-0.026945818176165936	-0.025932332566323317	-0.056275449920663786	
-0.027051645575362878	-0.024152911923656182	-0.057754101688929756	
-0.026972580736840893	-0.016625988394628994	-0.06792358534714525	
-0.02652171177405501	-0.023177055512965457	-0.059212587065758014	
-0.02743534322165875	-0.01953234039671982	-0.06297749068372409	
-0.027513578707861475	-0.01651822556098463	-0.06942708834839956	
-0.02688686990654747	-0.017491098265911866	-0.07161812404590623	
-0.027112377963670765	-0.01662206733432532	-0.06813154677596078	
-0.02682070015633995	-0.016641676369838605	-0.06751039688932095	
-0.027041601939172225	-0.0171081889227812	-0.06695530221872978	
-0.027515479911642077	-0.02238417348805371	-0.060022554390798025	
-0.027270669323767028	-0.018940354861194053	-0.06363171144745876	
-0.027370983112447546	-0.021093022088865716	-0.061187427696128095	
-0.02666165666301375	-0.017532119562827853	-0.07140213360682261	
-0.027122263590343428	-0.016595213836514647	-0.06793934817353726	
-0.02669647053544682	-0.01664958417654647	-0.06772191268809155	
-0.026662971539714243	-0.016660021276038123	-0.06986851753924912	
-0.026682686601898372	-0.025350207162670002	-0.05639829784929052	
-0.02702179790565708	-0.024711619553196305	-0.05752183282719443	
-0.026715221615802125	-0.025202266448739897	-0.05728804321413327	
-0.026411123385001845	-0.0210444510745452	-0.07296304898232676	
