68039    75011
68044    75026
68044    75051
68044    75066
68039    75081
68034    75106
68029    75116
68019    75136
68014    75166
68004    75171
68004    75190
67994    75205
67968    75250
67958    75260
67948    75265
67938    75270
67913    75295
67878    75345
67868    75355
67853    75380
67828    75415
67813    75425
67793    75445
67763    75480
67738    75510
67723    75535
67703    75565
67673    75600
67653    75624
67643    75629
67628    75644
67602    75659
67592    75669
67562    75684
67532    75709
67522    75714
67512    75719
67492    75739
67477    75754
67447    75784
67427    75794
67412    75804
67377    75824
67362    75829
67322    75854
67297    75864
67272    75873
67227    75888
67186    75898
67156    75898
67151    75888
67146    75878
67131    75848
67126    75838
67111    75808
67101    75793
67091    75778
67086    75768
67071    75748
67061    75728
67041    75708
67031    75698
67016    75683
66996    75668
66981    75653
66961    75628
66951    75613
66931    75593
66916    75583
66901    75573
66886    75568
66851    75553
66831    75542
66806    75527
66776    75517
66756    75512
66726    75507
66701    75507
66671    75507
66646    75512
66626    75512
66600    75517
66575    75522
66545    75527
66510    75532
66490    75542
66465    75547
66435    75552
66410    75551
66400    75556
66385    75561
66360    75566
66340    75571
66320    75571
66285    75576
66260    75586
66200    75596
66149    75601
66134    75596
66124    75591
66114    75581
66079    75561
66064    75551
66054    75546
66039    75536
66019    75515
65999    75495
65989    75485
65979    75470
65969    75460
65954    75450
65939    75425
65919    75390
65909    75375
65904    75345
65899    75335
65894    75315
65884    75280
65869    75265
65864    75245
65854    75230
65849    75220
65834    75185
65824    75170
65814    75150
65804    75130
65794    75105
65774    75085
65759    75065
65739    75040
65724    75015
65714    75010
65704    75005
65694    75000
65669    74990
65639    74995
65594    75005
65534    75019
65524    75029
65499    75034
65483    75039
65468    75044
65443    75049
65413    75054
65398    75059
65368    75069
65348    75074
65313    75079
65303    75084
65283    75089
65263    75094
65248    75094
65238    75084
65213    75069
65198    75059
65188    75049
65168    75029
65148    75018
65138    75013
65098    74998
65078    74988
65048    74973
65028    74968
65018    74963
65003    74958
64993    74953
64978    74948
64962    74938
64942    74923
64932    74913
64917    74903
64907    74888
64897    74878
64877    74858
64862    74838
64847    74808
64837    74788
64822    74748
64812    74723
64807    74698
64802    74683
64792    74658
64782    74613
64772    74593
64757    74528
64747    74493
64742    74483
64747    74468
64747    74453
64757    74433
64787    74398
64798    74383
64798    74368
64788    74353
64783    74343
64757    74323
64732    74308
64727    74293
64697    74263
64697    74238
64697    74223
64687    74203
64672    74188
64662    74178
64642    74158
64632    74147
64612    74132
64607    74122
64607    74107
64612    74097
64602    74072
64577    74032
64552    74017
64537    74007
64527    74002
64502    73982
64497    73972
64512    73932
64522    73917
64527    73897
64532    73887
64532    73867
64532    73837
64522    73812
64502    73767
64492    73752
64467    73727
64457    73717
64442    73692
64417    73657
64407    73647
64377    73622
64367    73617
64352    73607
64292    73592
64267    73592
64222    73602
64207    73602
64197    73607
64177    73607
64142    73601
64137    73591
64127    73581
64112    73571
64097    73571
64082    73566
64057    73571
64031    73576
64006    73571
63961    73546
63951    73541
63936    73526
63901    73501
63876    73481
63861    73476
63831    73476
63786    73481
63776    73486
63761    73501
63736    73525
63726    73545
63701    73580
63691    73600
63681    73620
63661    73645
63656    73655
63636    73685
63606    73705
63585    73720
63560    73740
63550    73750
63540    73755
63510    73765
63435    73775
63410    73775
63380    73775
63335    73769
63310    73769
63270    73759
63235    73754
63210    73754
63190    73749
63145    73749
63114    73744
63094    73744
63079    73744
63039    73739
63009    73739
62984    73744
62969    73749
62949    73763
62929    73773
62919    73788
62889    73808
62854    73828
62819    73848
62809    73853
62789    73858
62769    73868
62759    73873
62699    73898
62658    73913
62643    73923
62583    73952
62533    73982
62528    73992
62513    73992
62498    74002
62473    74017
62448    74037
62438    74042
62423    74057
62378    74097
62363    74107
62353    74117
62338    74132
62333    74152
62328    74177
62323    74207
62302    74242
62252    74287
62252    74302
62237    74322
62207    74361
62207    74376
62202    74421
62207    74436
62212    74471
62217    74496
62227    74521
62257    74561
62272    74582
62277    74612
62292    74647
62297    74662
62307    74692
62312    74707
62322    74727
62332    74742
62347    74762
62362    74787
62367    74802
62372    74832
62382    74867
62387    74882
62392    74917
62397    74947
62397    74972
62407    74997
62407    75017
62417    75042
62417    75072
62422    75102
62432    75137
62437    75172
62447    75202
62452    75237
62462    75267
62467    75292
62482    75327
62492    75352
62497    75362
62507    75377
62517    75392
62537    75422
62542    75437
62557    75457
62572    75472
62597    75492
62622    75507
62657    75522
62702    75547
62727    75557
62763    75567
62798    75577
62813    75588
62848    75608
62873    75623
62888    75643
62898    75653
62913    75668
62938    75688
62953    75703
62973    75723
62993    75738
63013    75748
63058    75763
63093    75778
63118    75788
63163    75813
63233    75838
63253    75844
63278    75864
63293    75869
63308    75889
63313    75899
63318    75914
63323    75924
63323    75939
63323    75959
63318    75979
63318    76009
63318    76024
63323    76039
63328    76049
63384    76034
63419    76014
63449    76014
63509    76034
63529    76049
63549    76069
63569    76094
63584    76114
63604    76139
63614    76154
63634    76184
63654    76204
63669    76234
63699    76260
63709    76270
63724    76295
63729    76305
63734    76320
63739    76350
63764    76400
63779    76425
63784    76435
63799    76455
63819    76480
63834    76500
63849    76520
63869    76540
63884    76555
63904    76590
63939    76630
63964    76670
63974    76680
63984    76700
63989    76715
63994    76730
64004    76755
64004    76775
64004    76795
64004    76815
63999    76835
63994    76860
63984    76915
63984    76940
63989    76955
64004    77000
64014    77030
64034    77065
64054    77090
64079    77130
64099    77150
64124    77190
64149    77220
64179    77245
64194    77255
64224    77270
64260    77271
64275    77271
64305    77286
64330    77296
64350    77301
64385    77311
64400    77321
64425    77326
64440    77336
64460    77351
64480    77366
64485    77376
64500    77401
64515    77431
64520    77451
64530    77486
64525    77496
64525    77521
64520    77551
64515    77566
64500    77611
64495    77621
64445    77716
64414    77771
64399    77801
64384    77831
64344    77906
64324    77936
64274    77990
64264    78005
64234    78030
64204    78070
64174    78090
64149    78105
64134    78115
64094    78145
64069    78175
64033    78205
64003    78230
63968    78265
63928    78299
63883    78339
63833    78374
63823    78389
63788    78424
63743    78479
63733    78489
63693    78529
63672    78544
63657    78559
63647    78569
63617    78594
63562    78628
63527    78643
63512    78643
63502    78648
63467    78658
63442    78668
63397    78683
63357    78698
63332    78703
63297    78713
63261    78723
63241    78728
63221    78728
63176    78727
63146    78722
63116    78722
63081    78712
63066    78702
63041    78692
63021    78682
62996    78667
62956    78647
62916    78622
62901    78617
62871    78617
62831    78622
62781    78631
62705    78656
62675    78671
62665    78681
62660    78691
62630    78696
62540    78706
62495    78716
62455    78731
62435    78741
62425    78746
62395    78760
62350    78775
62335    78775
62299    78785
62274    78785
62239    78770
62224    78765
62199    78750
62174    78735
62154    78715
62114    78690
62084    78670
62044    78655
62014    78635
61974    78614
61954    78599
61934    78584
61914    78574
61894    78559
61854    78529
61829    78514
61789    78489
61759    78474
61729    78459
61708    78444
61693    78429
61673    78399
61653    78374
61648    78364
61643    78349
61618    78324
61598    78299
61573    78289
61538    78279
61488    78273
61458    78273
61393    78293
61328    78308
61288    78323
61273    78323
61233    78328
61197    78338
61147    78338
61112    78342
61102    78337
61097    78327
61072    78302
61067    78292
61052    78272
61047    78257
61037    78247
61022    78222
61002    78197
60982    78172
60947    78132
60927    78127
60917    78117
60897    78107
60862    78087
60867    78062
60872    78047
60877    78022
60877    78007
60872    77982
60862    77962
60837    77927
60817    77902
60777    77872
60767    77857
60717    77812
60707    77802
60687    77777
60672    77767
60657    77756
60617    77741
60607    77736
60597    77726
60582    77716
60567    77706
60562    77686
60552    77646
60532    77596
60527    77576
60502    77536
60472    77496
60462    77481
60452    77466
60442    77446
60437    77421
60432    77396
60422    77366
60417    77356
60417    77341
60407    77276
60397    77236
60392    77196
60377    77151
60372    77136
60367    77121
60357    77096
60352    77076
60337    77016
60327    76971
60322    76961
60317    76921
60312    76896
60307    76886
60292    76846
60282    76821
60277    76806
60267    76761
60257    76736
60237    76671
60227    76656
60207    76601
60202    76586
60197    76571
60187    76556
60177    76546
60162    76516
60152    76501
60112    76476
60106    76471
60061    76470
60016    76475
59966    76485
59926    76490
59876    76490
59856    76495
59801    76485
59766    76490
59751    76495
59681    76504
59646    76514
59630    76524
59625    76539
59580    76564
59555    76604
59535    76644
59515    76679
59505    76689
59505    76709
59500    76729
59500    76744
59495    76774
59485    76819
59485    76834
59485    76864
59480    76884
59480    76904
59485    76929
59485    76949
59490    76969
59495    76994
59500    77019
59510    77039
59520    77074
59535    77099
59540    77109
59545    77119
59550    77139
59560    77159
59570    77199
59575    77219
59575    77244
59575    77274
59570    77309
59565    77324
59565    77349
59565    77369
59565    77384
59550    77429
59545    77454
59535    77479
59520    77534
59510    77569
59505    77584
59504    77614
59494    77664
59494    77684
59494    77714
59504    77744
59509    77759
59514    77779
59524    77789
59544    77809
59559    77829
59590    77849
59625    77869
59650    77879
59680    77889
59700    77899
59715    77909
59725    77919
59745    77929
59755    77939
59775    77959
59780    77984
59780    78004
59765    78054
59745    78109
59725    78144
59705    78179
59700    78189
59654    78244
59634    78264
59619    78274
59609    78279
59554    78299
59499    78328
59464    78343
59379    78378
59294    78403
59223    78423
59143    78458
59063    78492
59038    78502
59018    78507
58923    78532
58843    78552
58767    78577
58702    78580
58667    78582
58647    78583
58617    78584
58607    78585
58587    78586
58577    78587
58562    78586
58537    78586
58502    78591
58472    78591
58442    78591
58422    78591
58392    78591
58377    78591
58367    78596
58356    78596
58326    78610
58316    78615
58286    78620
58181    78625
58081    78635
57941    78649
57916    78649
57880    78639
57855    78644
57825    78634
57710    78614
57610    78604
57560    78599
57520    78588
57415    78558
57374    78553
57339    78528
57319    78513
57304    78493
57289    78478
57249    78453
57204    78443
57124    78428
56994    78417
56959    78412
56939    78397
56904    78377
56798    78342
56763    78332
56713    78297
56688    78281
56658    78256
56643    78246
56608    78221
56568    78201
56538    78176
56478    78131
56438    78111
56408    78091
56328    78056
56308    78051
56293    78046
56278    78036
56273    78026
56268    77996
56258    77971
56243    77955
56223    77940
56197    77930
56157    77915
56102    77900
56067    77890
56037    77880
55982    77865
55957    77855
55907    77840
55822    77815
55787    77799
55747    77774
55727    77759
55697    77734
55682    77719
55672    77704
55647    77679
55626    77664
55611    77644
55601    77634
55596    77614
55596    77599
55546    77509
55536    77499
55531    77489
55516    77479
55491    77454
55481    77449
55476    77434
55446    77404
55431    77364
55426    77349
55421    77339
55421    77324
55416    77294
55406    77254
55406    77229
55406    77194
55406    77159
55401    77104
55401    77084
55401    77059
55406    77029
55406    77009
55406    76994
55417    76954
55417    76934
55412    76914
55397    76894
55377    76869
55366    76849
55346    76829
55341    76799
55336    76774
55331    76749
55301    76714
55281    76689
55266    76678
55266    76649
55271    76629
55286    76604
55292    76599
55307    76574
55312    76559
55312    76539
55312    76519
55307    76509
55292    76499
55272    76499
55246    76499
55236    76488
55206    76458
55211    76428
55221    76413
55257    76399
55267    76394
55277    76369
55287    76354
55272    76334
55257    76334
55202    76323
55171    76328
55141    76328
55091    76323
55076    76323
55066    76318
55061    76303
55056    76283
55051    76243
55041    76213
55036    76198
55026    76168
55021    76158
54966    76108
54946    76098
54911    76098
54901    76108
54891    76138
54876    76163
54866    76178
54856    76203
54846    76218
54831    76233
54816    76243
54786    76237
54751    76247
54736    76262
54695    76287
54665    76302
54650    76317
54635    76332
54615    76352
54570    76397
54550    76432
54530    76457
54520    76462
54490    76472
54460    76482
54425    76491
54400    76506
54380    76516
54365    76521
54355    76516
54284    76511
54259    76501
54224    76496
54214    76491
54204    76486
54184    76471
54154    76456
54139    76441
54129    76436
54104    76426
54079    76431
54069    76441
54054    76446
54039    76456
54029    76461
54019    76465
54009    76475
53999    76480
53989    76485
53984    76510
53974    76500
53964    76495
53944    76485
53929    76485
53904    76480
53879    76480
53859    76475
53834    76465
53814    76460
53794    76460
53789    76470
53783    76480
53753    76490
53713    76495
53683    76475
53673    76470
53653    76455
53648    76440
53633    76415
53623    76390
53618    76375
53613    76355
53598    76339
53578    76319
53558    76314
53528    76309
53503    76304
53448    76319
53433    76324
53413    76344
53358    76389
53323    76409
53287    76439
53277    76449
53272    76464
53262    76479
53257    76494
53247    76509
53242    76529
53242    76544
53237    76559
53232    76573
53227    76593
53207    76603
53187    76603
53172    76603
53157    76613
53132    76628
53122    76648
53117    76663
53117    76693
53117    76713
53117    76743
53112    76758
53097    76768
53082    76773
53072    76783
53062    76793
53047    76803
53007    76843
53002    76858
52997    76883
52982    76918
52941    76993
52936    77008
52936    77033
52926    77063
52906    77083
52866    77102
52851    77112
52841    77107
52816    77097
52756    77092
52746    77087
52721    77077
52691    77062
52671    77052
52646    77042
52551    77022
52541    77017
52526    77012
52495    77002
52440    76971
52385    76961
52330    76946
52280    76931
52275    76921
52240    76896
52185    76861
52165    76846
52135    76826
52100    76806
52090    76801
52040    76775
52000    76765
51970    76750
51924    76735
51894    76730
51859    76730
51839    76730
51799    76725
51794    76715
51769    76695
51744    76695
51729    76705
51699    76725
51644    76750
51629    76754
51574    76774
51564    76784
51554    76789
51499    76799
51524    76754
51549    76719
51549    76704
51534    76679
51529    76664
51504    76624
51484    76614
51454    76594
51399    76559
51394    76549
51363    76514
51353    76494
51328    76459
51318    76454
51313    76439
51313    76424
51313    76409
51313    76384
51293    76344
51283    76329
51258    76274
51233    76244
51213    76219
51208    76199
51178    76144
51168    76124
51163    76099
51163    76079
51153    76029
51138    75969
51133    75944
51128    75884
51118    75839
51118    75824
51113    75779
51098    75704
51088    75668
51078    75618
51073    75598
51068    75578
51048    75518
51033    75488
51013    75438
51003    75413
50993    75368
50973    75333
50953    75283
50933    75238
50928    75228
50908    75178
50903    75163
50888    75133
50863    75073
50848    75018
50838    74968
50833    74943
50818    74873
50818    74853
50829    74818
50849    74753
50854    74733
50864    74688
50874    74663
50904    74613
50929    74548
50934    74528
50939    74498
50944    74469
50949    74439
50959    74399
50974    74339
50979    74319
50984    74294
50989    74279
50989    74259
50989    74234
50994    74214
50999    74204
51004    74194
51009    74184
51019    74164
51039    74149
51049    74144
51064    74134
51110    74119
51130    74104
51155    74089
51170    74089
51205    74069
51220    74059
51230    74054
51240    74039
51250    74024
51260    74004
51260    73989
51260    73969
51265    73949
51265    73934
51260    73904
51255    73869
51250    73849
51240    73834
51230    73819
51175    73759
51145    73744
51110    73734
51050    73734
50995    73729
50939    73719
50904    73704
50874    73679
50869    73669
50854    73649
50829    73619
50764    73578
50724    73553
50694    73543
50644    73518
50574    73473
50564    73468
50534    73448
50524    73443
50499    73418
50489    73413
50474    73403
50434    73383
50399    73373
50348    73347
50298    73342
50253    73332
50223    73322
50203    73317
50178    73307
50153    73292
50113    73267
50093    73262
50068    73252
50058    73237
50033    73217
50018    73202
50033    73192
50048    73182
50068    73172
50083    73162
50103    73147
50098    73127
50098    73107
50093    73092
50073    73062
50023    73002
50018    72982
50013    72972
50003    72932
49988    72907
49963    72852
49933    72792
49928    72772
49893    72706
49873    72661
49863    72636
49833    72581
49828    72556
49818    72531
49803    72506
49773    72456
49763    72436
49738    72396
49723    72381
49708    72366
49668    72341
49643    72316
49613    72286
49568    72241
49558    72236
49528    72216
49503    72211
49462    72181
49437    72171
49407    72145
49392    72150
49387    72160
49377    72165
49372    72175
49357    72180
49347    72190
49337    72210
49322    72225
49317    72240
49307    72245
49297    72250
49277    72250
49252    72255
49232    72250
49192    72240
49157    72240
49142    72230
49132    72225
49107    72220
49057    72205
49047    72190
49037    72175
49032    72160
49027    72145
49037    72130
49042    72110
49047    72100
49037    72075
49012    72030
49002    72025
48982    71994
48977    71984
48957    71934
48932    71904
48917    71884
48902    71839
48882    71794
48872    71769
48851    71739
48841    71719
48831    71704
48816    71664
48796    71624
48776    71599
48761    71574
48746    71554
48741    71569
48736    71559
48726    71539
48716    71504
48706    71489
48696    71464
48696    71449
48681    71399
48681    71379
48681    71364
48686    71334
48691    71324
48696    71304
48696    71274
48691    71264
48681    71244
48661    71204
48656    71189
48626    71129
48606    71104
48576    71064
48561    71049
48556    71064
48556    71034
48556    71009
48556    70994
48551    70964
48546    70924
48541    70904
48531    70839
48521    70799
48501    70754
48471    70699
48461    70689
48431    70644
48416    70634
48406    70628
48391    70608
48386    70598
48381    70573
48386    70563
48396    70518
48401    70504
48406    70479
48406    70434
48411    70369
48412    70344
48412    70304
48407    70259
48412    70204
48412    70179
48417    70134
48432    70094
48432    70034
48422    69989
48407    69949
48402    69914
48397    69884
48402    69859
48402    69844
48382    69814
48362    69804
48327    69784
48292    69763
48262    69748
48242    69738
48201    69728
48176    69723
48156    69713
48086    69683
48011    69633
47956    69598
47931    69588
47906    69578
47881    69568
47851    69552
47821    69532
47796    69507
47791    69497
47766    69477
47756    69472
47721    69432
47696    69412
47681    69387
47666    69367
47661    69352
47656    69342
47646    69317
47641    69297
47646    69287
47651    69272
47656    69262
47676    69242
47686    69237
47701    69227
47711    69217
47726    69202
47736    69187
47746    69162
47756    69152
47761    69137
47766    69122
47776    69092
47776    69077
47781    69057
47781    69037
47786    69007
47796    68978
47801    68938
47801    68923
47806    68898
47801    68868
47801    68853
47781    68808
47776    68798
47756    68762
47721    68692
47706    68667
47686    68637
47656    68592
47641    68582
47641    68562
47626    68547
47621    68537
47616    68527
47611    68507
47606    68482
47606    68452
47606    68417
47606    68402
47611    68372
47616    68357
47621    68332
47626    68307
47631    68272
47631    68257
47636    68227
47646    68207
47651    68192
47666    68167
47671    68147
47681    68127
47702    68078
47717    68033
47722    68013
47737    67973
47742    67963
47752    67953
47762    67938
47767    67913
47772    67903
47772    67888
47767    67873
47757    67863
47737    67848
47712    67828
47697    67808
47692    67793
47692    67768
47712    67753
47732    67753
47777    67748
47847    67753
47862    67758
47877    67763
47922    67778
47942    67783
47977    67798
47997    67798
48012    67798
48027    67798
48042    67808
48138    67819
48163    67824
48173    67839
48183    67844
48228    67834
48238    67824
48243    67799
48238    67789
48223    67774
48213    67754
48208    67744
48198    67729
48193    67709
48173    67669
48173    67614
48163    67604
48158    67594
48143    67544
48133    67509
48123    67479
48118    67464
48113    67409
48108    67364
48103    67354
48093    67334
48073    67304
48058    67289
48033    67254
48018    67229
47988    67199
47973    67184
47958    67168
47948    67138
47928    67108
47908    67063
47888    67028
47878    67018
47868    66983
47838    66928
47818    66888
47813    66878
47808    66863
47798    66833
47778    66778
47768    66748
47763    66718
47763    66693
47758    66643
47753    66633
47743    66593
47738    66578
47733    66568
47728    66553
47718    66538
47693    66508
47678    66493
47627    66443
47602    66443
47577    66433
47557    66423
47517    66403
47497    66373
47477    66338
47472    66328
47447    66268
47447    66243
47442    66223
47437    66193
47412    66137
47397    66107
47382    66077
47357    66047
47352    66027
47327    65987
47307    65967
47292    65957
47247    65922
47237    65912
47237    65877
47247    65862
47252    65852
47252    65822
47247    65802
47242    65772
47232    65732
47232    65712
47227    65692
47227    65652
47227    65637
47232    65597
47247    65572
47252    65557
47257    65527
47257    65512
47272    65497
47277    65487
47282    65467
47282    65407
47287    65392
47298    65377
47308    65317
47313    65303
47318    65293
47343    65278
47353    65263
47368    65238
47388    65198
47398    65183
47408    65173
47423    65153
47433    65148
47443    65128
47453    65113
47458    65103
47468    65088
47478    65063
47498    65038
47523    64993
47538    64978
47548    64963
47558    64933
47568    64918
47573    64908
47588    64903
47624    64893
47639    64898
47654    64893
47734    64889
47874    64834
47944    64799
47954    64794
47959    64784
47969    64779
47989    64769
48024    64754
48060    64740
48095    64720
48110    64710
48125    64700
48200    64660
48215    64655
48225    64650
48255    64645
48270    64630
48300    64620
48315    64615
48330    64610
48365    64580
48370    64570
48380    64555
48385    64535
48405    64530
48460    64526
48455    64546
48445    64581
48470    64591
48495    64596
48566    64616
48586    64616
48601    64621
48636    64611
48646    64626
48681    64616
48696    64616
48706    64611
48716    64596
48726    64581
48736    64551
48741    64526
48741    64496
48741    64476
48741    64456
48746    64436
48746    64416
48751    64386
48751    64366
48751    64336
48746    64316
48751    64296
48766    64276
48796    64247
48816    64222
48821    64212
48836    64182
48852    64162
48857    64137
48867    64122
48877    64112
48887    64097
48902    64087
48922    64072
48942    64057
48962    64042
48972    64032
48987    64017
49002    64007
49012    63997
49017    63987
49032    63987
49047    63977
49062    63962
49072    63957
49097    63942
49147    63917
49167    63908
49192    63898
49227    63883
49237    63878
49283    63863
49368    63793
49383    63763
49388    63743
49393    63733
49398    63718
49403    63698
49408    63678
49413    63653
49418    63643
49423    63623
49428    63613
49443    63608
49458    63623
49473    63668
49468    63693
49463    63703
49468    63723
49478    63733
49503    63748
49543    63749
49588    63739
49618    63734
49668    63734
49704    63739
49729    63739
49744    63739
49804    63749
49859    63759
49894    63764
49919    63774
49949    63775
50004    63780
50039    63780
50069    63785
50094    63785
50124    63785
50154    63785
50185    63785
50210    63790
50235    63800
50285    63835
50300    63845
50315    63850
50330    63855
50360    63861
50380    63861
50395    63866
50440    63871
50450    63876
50480    63886
50535    63896
50565    63896
50590    63896
50615    63891
50630    63896
50650    63901
50700    63916
50741    63911
50766    63911
50781    63917
50801    63937
50811    63942
50856    63957
50926    63947
50946    63942
50956    63947
50976    63952
51001    63957
51016    63957
51031    63962
51066    63962
51096    63952
51161    63932
51171    63937
51181    63943
51191    63948
51211    63963
51222    63973
51242    63988
51262    64013
51277    64028
51292    64053
51307    64068
51317    64083
51327    64108
51332    64118
51347    64148
51357    64168
51362    64188
51382    64223
51392    64233
51412    64263
51422    64278
51432    64298
51442    64303
51457    64313
51487    64328
51507    64338
51537    64343
51582    64368
51632    64398
51657    64409
51647    64424
51647    64444
51667    64484
51692    64534
51702    64544
51707    64569
51722    64604
51727    64624
51742    64674
51747    64684
51767    64714
51777    64724
51792    64729
51827    64759
51837    64764
51857    64784
51872    64819
51877    64834
51887    64864
51892    64874
51907    64909
51927    64944
51937    64959
51967    65004
51972    65024
51987    65044
52012    65079
52022    65099
52027    65109
52017    65119
52012    65129
51982    65139
51962    65144
51937    65159
51927    65174
51917    65199
51902    65224
51887    65239
51877    65234
51852    65219
51807    65214
51787    65229
51792    65254
51792    65279
51782    65299
51757    65318
51737    65323
51707    65318
51672    65323
51626    65333
51611    65338
51601    65363
51591    65373
51596    65383
51601    65398
51631    65423
51636    65433
51671    65453
51686    65463
51696    65468
51712    65468
51742    65473
51812    65494
51837    65504
51862    65514
51882    65534
51927    65559
51967    65579
51987    65594
52017    65619
52042    65639
52052    65649
52097    65689
52147    65734
52162    65754
52202    65789
52222    65809
52242    65830
52272    65855
52292    65870
52302    65875
52333    65905
52343    65915
52388    65935
52398    65940
52408    65945
52418    65955
52428    65960
52473    65960
52523    65965
52548    65970
52578    65965
52603    65960
52628    65950
52653    65931
52668    65926
52678    65911
52688    65896
52703    65866
52708    65851
52713    65826
52718    65801
52728    65756
52733    65716
52733    65686
52728    65666
52729    65646
52714    65601
52714    65586
52724    65566
52744    65551
52759    65546
52784    65546
52819    65546
52834    65541
52854    65536
52864    65521
52874    65496
52939    65416
52939    65386
52949    65366
52964    65351
52979    65342
53019    65327
53044    65302
53049    65292
53064    65277
53095    65262
53110    65257
53130    65252
53150    65247
53180    65247
53220    65237
53235    65222
53260    65192
53270    65172
53285    65157
53295    65142
53310    65137
53325    65137
53350    65132
53365    65133
53405    65138
53450    65133
53470    65128
53480    65123
53505    65133
53535    65138
53546    65128
53561    65113
53571    65098
53581    65078
53601    65058
53616    65043
53636    65028
53661    65023
53691    64988
53711    64968
53731    64953
53746    64939
53756    64924
53776    64899
53786    64874
53791    64854
53796    64829
53811    64799
53821    64769
53831    64739
53836    64729
53846    64709
53866    64694
53902    64699
53932    64694
53947    64694
53962    64689
53977    64679
53992    64669
