Par	mean	std	median	perc5	perc95
z1:	364.07	266.92	311.58	-23.71	893.72
z2:	244.21	248.94	158.47	-10.77	835.08
r1:	151.95	122.59	141.70	-59.42	333.47
r2:	48.77	75.73	18.68	-92.66	170.85
r3:	1205.27	1286.37	611.57	262.91	4401.51
