   0	 1046	 292.337	 999.425	 102.000	 0.512	 100.536	 -98.052
  18	  661	 278.467	 999.791	 100.622	 0.513	 102.360	 -98.209
  13	 3661	 285.200	 984.298	 100.239	 0.482	 100.527	 -98.237
   0	 3605	 275.888	 985.426	 101.411	 0.512	 100.670	 -98.376
   0	 3606	 275.888	 985.426	 101.411	 0.512	 100.670	 -98.376
   0	 3572	 276.349	 983.468	 101.819	 0.514	 100.215	 -98.380
  18	  935	 266.074	 989.741	 101.941	 0.516	 100.693	 -98.404
  47	 2343	 266.542	 990.853	 101.734	 0.493	 100.978	 -98.432
  26	 1832	 289.001	 996.863	 101.771	 0.502	 102.519	 -98.452
   8	 1229	 280.599	 986.621	 100.572	 0.499	 102.033	 -98.508
  47	 2299	 276.476	 992.105	 102.570	 0.495	 102.581	 -98.663
   4	  903	 277.363	 977.058	 100.874	 0.523	 100.472	 -98.686
  44	 2882	 299.605	 994.140	 102.752	 0.530	 100.549	 -98.761
  47	 3869	 291.369	 990.102	 104.490	 0.475	 101.415	 -98.781
   6	 2703	 260.845	 988.184	 104.624	 0.498	 100.646	 -98.813
  44	 2898	 300.529	 999.188	 102.894	 0.540	 100.586	 -98.820
  37	 3283	 275.704	 986.714	 101.132	 0.532	 102.242	 -98.894
  46	 3717	 264.980	 978.915	 102.631	 0.494	 100.933	 -98.894
  33	 1051	 306.010	 973.843	 101.247	 0.472	 100.458	 -98.914
  39	 3174	 265.617	 993.266	 104.664	 0.477	 101.368	 -98.925
  41	 1452	 292.691	 999.692	 111.181	 0.493	 100.215	 -98.950
  33	 1631	 311.275	 994.517	 101.368	 0.440	 100.278	 -98.973
  30	 1968	 291.461	 979.837	 102.593	 0.455	 101.074	 -99.047
   7	 2869	 290.958	 993.426	 102.706	 0.460	 103.357	 -99.119
   5	 3495	 288.781	 995.207	 111.990	 0.512	 100.328	 -99.213
  33	 1105	 308.245	 976.782	 100.728	 0.446	 101.080	 -99.241
  42	 1688	 262.489	 997.280	 102.270	 0.506	 105.194	 -99.274
  20	 2237	 265.519	 992.583	 101.276	 0.553	 103.084	 -99.285
  37	 2758	 269.288	 979.140	 107.949	 0.521	 100.466	 -99.293
   5	  931	 262.428	 996.596	 102.670	 0.561	 102.636	 -99.335
  30	 3517	 310.876	 978.964	 100.347	 0.485	 102.891	 -99.335
  41	 1519	 289.753	 992.685	 111.514	 0.483	 100.936	 -99.337
  30	 3093	 283.550	 992.608	 103.584	 0.475	 104.961	 -99.355
  39	 1122	 266.749	 991.831	 103.522	 0.533	 104.356	 -99.470
   6	 1900	 258.593	 994.669	 107.367	 0.553	 101.542	 -99.472
  41	 2802	 309.713	 983.151	 104.593	 0.511	 101.059	 -99.507
  16	 2842	 287.940	 993.252	 103.686	 0.535	 104.136	 -99.531
  30	 3506	 313.809	 977.361	 102.430	 0.478	 102.329	 -99.564
  37	 3681	 266.637	 990.994	 110.240	 0.495	 102.531	 -99.587
   0	 2994	 281.858	 997.005	 107.858	 0.501	 105.191	 -99.619
   8	 3883	 257.501	 985.451	 104.031	 0.546	 102.385	 -99.642
  26	 1980	 312.002	 993.691	 100.922	 0.421	 100.594	 -99.653
  46	 1199	 293.232	 985.894	 109.401	 0.465	 101.891	 -99.683
  42	 3711	 270.097	 988.301	 108.581	 0.469	 102.458	 -99.696
  41	 2793	 306.746	 971.760	 104.795	 0.492	 101.788	 -99.746
  39	 1113	 263.448	 990.588	 103.834	 0.547	 104.254	 -99.782
  33	 1574	 332.874	 999.020	 102.608	 0.437	 100.531	 -99.787
  41	 1562	 308.868	 991.193	 104.004	 0.442	 102.975	 -99.800
  39	 1410	 311.825	 989.163	 103.642	 0.531	 101.752	 -99.815
  42	 2611	 283.788	 980.407	 103.370	 0.461	 104.820	 -99.819
  18	 2534	 300.333	 956.614	 103.288	 0.490	 101.546	 -99.825
