Par	mean	std	median	perc5	perc95
z1:	520.24	357.16	486.91	-23.71	975.39
z2:	192.85	177.18	147.76	-10.77	510.12
r1:	199.49	102.35	212.11	32.40	355.46
r2:	48.40	75.39	18.60	-92.66	170.85
r3:	298.95	208.56	182.54	100.34	654.34
