station, lon_dec, lat_dec, z1, z2
WT193a, 426179.94199083233, 5720595.041650704, 154.89000000000004, -212.08999999999997
WT194a, 426099.95768412045, 5723360.947526087, 40.94999999999999, -332.52
WT195a, 426172.15786581964, 5721436.506163796, 118.45999999999998, -389.93
WT197a, 426859.2033662456, 5720174.03692909, 215.32000000000002, -57.79000000000002
WT198a, 427174.4553047843, 5722546.82054926, 1.6299999999999955, -332.83
WT201a, 427805.14602088474, 5720810.889608077, 196.96999999999997, -300.94
WT204a, 429083.06552803493, 5718451.45690925, 232.79999999999995, 15.169999999999959
WT205a, 422100.84921656875, 5716615.857682192, 401.36, 226.53000000000003
WT210a, 428647.2462692418, 5717197.862722657, 286.56, -298.54999999999995
WT214a, 430675.67108536966, 5721294.3383557275, 20.310000000000002, -159.6099999999999
WT222a, 418589.09549491724, 5721752.075858509, 434.67, 355.87
WT223a, 419369.86193319806, 5722240.650206261, 437.67999999999995, 147.38
WT224a, 419982.13802490523, 5720254.074910512, 323.51, 210.45000000000002
WT302a, 423150.8635117621, 5714362.086887138, 419.7, -401.47
WT303a, 423043.03901345684, 5715047.006083007, 459.13000000000005, -155.93999999999994
WT304a, 422377.90910887305, 5714218.640568461, 317.84000000000003, -255.63
WT305a, 421200.14601970225, 5713479.822965829, 36.89999999999998, -521.5
WT306a, 419638.5556917717, 5712523.987224832, -71.49000000000001, -473.36
WT307a, 422564.22878970415, 5715694.921644494, 422.84999999999997, -230.69000000000005
WT309a, 423330.5850904356, 5718420.415943559, 423.25, 218.58
WT310a, 423196.5359737737, 5719323.26449497, 358.35, 98.69
WT311a, 421399.09714798693, 5718721.562071732, 384.37, -25.989999999999952
WT313a, 426142.1828405375, 5720105.728214035, 203.45, -145.88000000000005
WT314a, 427831.6190256892, 5719865.943864797, 247.69, -4.3700000000000045
WT315a, 427396.41374434915, 5718241.735460392, 384.81000000000006, 239.43000000000006
WT316a, 426182.50114003837, 5719020.968470108, 181.71999999999997, -224.31000000000006
WT324a, 419350.27821473696, 5713427.115832903, -9.509999999999991, -305.71
WT325a, 420169.2162105639, 5713645.899297544, -17.349999999999966, -345.02
WT326a, 421982.8254206283, 5712320.470447573, -153.08000000000004, -667.8699999999999
WT328a, 420791.49132952845, 5713746.447436435, 49.81999999999999, -605.71
WT329a, 418304.29735370155, 5719775.284799056, 149.14, -26.52000000000004
WT330a, 420061.8870796102, 5719381.247401743, 257.61, 96.48000000000002
WT331a, 416556.7666370071, 5724943.618714452, 316.5799999999999, -50.38000000000011
WT332a, 416934.27874846576, 5726292.619341585, 247.8, -48.52999999999997
WT333a, 417225.0159503434, 5724050.416496117, 373.1700000000001, 159.44000000000005
WT334a, 420230.5563333052, 5724269.9905079, 351.51, 60.360000000000014
WT336a, 422973.72995811887, 5725059.878490763, -33.349999999999966, -261.47
WT337a, 424179.49810511793, 5720629.885960788, 225.54000000000002, -252.60000000000002
WT339a, 421931.1358739659, 5715740.237206888, 414.46000000000004, -334.35999999999996
WT340a, 422169.4036840069, 5715162.702919299, 400.53000000000003, -147.72000000000003
WT341a, 422173.4191462171, 5714609.400107148, 290.31, -306.3
WT500a, 417166.281414958, 5725635.034568433, 394.62999999999994, 153.28999999999996
WT501a, 416695.37487370445, 5725569.989406463, 319.31, 7.139999999999986
WT502a, 417063.4965177993, 5725051.550048052, 372.09, 116.82999999999998
WT503a, 416585.1794726154, 5725115.933413992, 321.63, -7.279999999999973
WT504a, 416715.53684101545, 5724512.788457152, 344.87000000000006, 10.410000000000082
WT505a, 418269.7753507195, 5724023.552175818, 471.26000000000005, 279.71000000000004
WT506a, 418770.4671492092, 5724575.895269118, 420.28, 259.52
WT507a, 419197.2420002198, 5724368.697779462, 390.83, 198.85999999999999
WT511a, 418521.8875147971, 5725380.734021758, 424.27, 172.45999999999992
WT512a, 417932.7274075102, 5725360.167368024, 434.55, 253.13
WT513a, 419319.6550309393, 5725419.679706778, 383.83, 98.95000000000005
