station, lon_dec, lat_dec, z1, z2
WT004a, 414227.88827162154, 5725475.41439965, -101.21000000000004, -141.66999999999996
WT006a, 414710.958419121, 5723975.027679253, 48.139999999999986, -159.96000000000004
WT010a, 414852.5341298247, 5721899.317892801, -217.94999999999993, -99.75
WT011a, 414914.5163812285, 5723180.249203225, 48.52000000000004, -202.20999999999992
WT015a, 415713.40578979836, 5723941.2759529315, -8.18999999999994, -418.6099999999999
WT016a, 415586.4008563447, 5725794.850943075, 56.85999999999996, -341.75
WT017a, 416044.2335136613, 5722374.394124571, 142.56999999999994, -192.42000000000007
WT020a, 416252.18911365676, 5722853.4589398755, 360.20000000000005, -76.63999999999999
WT021b, 416309.9457384515, 5725283.631047899, 127.62, -451.7599999999999
WT021c, 416320.5414163683, 5725286.183551177, 96.89999999999998, -511.3399999999999
WT022a, 416478.29283824674, 5721766.670359769, 60.58000000000004, -370.71000000000004
WT023a, 416527.5007347459, 5724269.778592169, 280.14, -310.86
WT026a, 415814.0206580988, 5720567.319423466, -314.82000000000005, -21.870000000000005
WT027a, 416604.7695063278, 5722381.156622421, 311.67, 9.07000000000005
WT028a, 423808.85129607935, 5715637.560437749, 433.88, -401.52
WT033b, 416912.60538977507, 5725328.429429545, 453.54, 117.99000000000001
WT033c, 416912.92612338834, 5725297.580543356, 471.74, 142.19000000000005
WT034a, 417014.3388896448, 5721061.102207436, -201.82999999999993, -77.26999999999998
WT035a, 417090.94566452026, 5722130.966816045, 322.64, -1.8799999999999955
WT036a, 422326.42990259064, 5718260.876544533, 393.21999999999997, 183.24999999999997
WT037b, 416969.90404840733, 5726803.159787179, 119.24000000000001, 0.3300000000000409
WT038a, 417323.68281692045, 5724450.963565607, 326.18000000000006, -86.38999999999999
WT040a, 425519.58056929434, 5719179.7172773015, 117.19999999999999, -659.9899999999999
WT041a, 417321.5521903331, 5723655.885943976, 317.28, -78.72000000000003
WT042a, 417297.07751977426, 5720322.025766632, 172.40999999999997, 61.95999999999998
WT043a, 417527.3964747786, 5723178.361438779, 322.07000000000005, -31.18999999999994
WT044a, 417646.1578237646, 5724999.312238906, 328.36, 25.160000000000025
WT046a, 417297.1864903951, 5721613.055272508, 117.72999999999996, -61.110000000000014
WT047a, 417424.75452241965, 5719520.852034482, -53.81, -172.29000000000002
WT048a, 417973.78472053783, 5722235.972688958, 408.19, 222.43
WT050a, 417737.99196787365, 5721063.600174464, -54.60000000000002, -227.7700000000001
WT051a, 425695.6297954181, 5714370.2573346775, 458.2300000000001, -522.1999999999998
WT052a, 426926.6277175017, 5718750.379121295, 141.82, -192.68999999999994
WT053b, 417672.28039107233, 5726266.960184631, 421.25, 12.460000000000036
WT054a, 417903.5666802326, 5719966.939193386, -18.30000000000001, -154.31
WT055a, 424900.88856254175, 5713518.36755008, 253.81, -648.47
WT056a, 424599.4762201141, 5716807.023178402, 340.37, -475.81999999999994
WT057b, 428450.8830963054, 5720394.330675009, 148.71000000000004, -548.09
WT058a, 418078.54296662676, 5720577.23940563, -90.3900000000001, -288.8700000000001
WT059b, 418042.65955837484, 5726714.0145283025, 305.21000000000004, -368.87
WT060a, 417729.7667845536, 5724210.446679728, 286.2099999999999, -82.93000000000006
WT062a, 418223.337731999, 5721333.163256973, 366.93999999999994, 36.47999999999996
WT063a, 418230.0083986072, 5727179.267829094, 113.12, -109.51999999999998
WT064b, 417963.5537014541, 5725580.332867368, 404.02, 187.82
WT064c, 418013.68741234735, 5725556.764919621, 428.36, 173.13
