station, lon_dec, lat_dec, z1, z2
WT004a, 414227.88827162154, 5725475.41439965, 48.81, -0.12999999999999545
WT006a, 414710.958419121, 5723975.027679253, 115.26999999999998, -88.32999999999993
WT010a, 414852.5341298247, 5721899.317892801, 1.4200000000000728, 4.610000000000014
WT011a, 414914.5163812285, 5723180.249203225, 136.88, -67.92999999999995
WT015a, 415713.40578979836, 5723941.2759529315, 86.75000000000006, -243.06999999999994
WT016a, 415586.4008563447, 5725794.850943075, 142.03999999999996, -217.36
WT017a, 416044.2335136613, 5722374.394124571, 214.22999999999996, -49.98000000000002
WT020a, 416252.18911365676, 5722853.4589398755, 381.11, 85.02999999999997
WT021b, 416309.9457384515, 5725283.631047899, 193.53000000000003, -297.56000000000006
WT021c, 416320.5414163683, 5725286.183551177, 160.57999999999998, -346.96000000000004
WT022a, 416478.29283824674, 5721766.670359769, 182.79000000000002, -8.799999999999955
WT023a, 416527.5007347459, 5724269.778592169, 320.32, -135.71000000000004
WT026a, 415814.0206580988, 5720567.319423466, 291.40999999999997, 189.32999999999998
WT027a, 416604.7695063278, 5722381.156622421, 337.32000000000005, 104.60000000000002
WT028a, 423808.85129607935, 5715637.560437749, 445.63, -44.27999999999997
WT033b, 416912.60538977507, 5725328.429429545, 458.49, 192.39000000000004
WT033c, 416912.92612338834, 5725297.580543356, 478.23, 168.40000000000003
WT034a, 417014.3388896448, 5721061.102207436, 218.88, 154.38000000000005
WT035a, 417090.94566452026, 5722130.966816045, 348.78999999999996, 98.02999999999997
WT036a, 422326.42990259064, 5718260.876544533, 394.9, 200.73
WT037b, 416969.90404840733, 5726803.159787179, 223.97000000000003, 174.25
WT038a, 417323.68281692045, 5724450.963565607, 350.23, 11.590000000000032
WT040a, 425519.58056929434, 5719179.7172773015, 157.76, -477.76
WT041a, 417321.5521903331, 5723655.885943976, 342.96, -4.600000000000023
WT042a, 417297.07751977426, 5720322.025766632, 241.95999999999998, 163.74
WT043a, 417527.3964747786, 5723178.361438779, 351.77000000000004, 59.440000000000055
WT044a, 417646.1578237646, 5724999.312238906, 349.66999999999996, 59.25
WT046a, 417297.1864903951, 5721613.055272508, 205.48999999999995, 73.90999999999997
WT047a, 417424.75452241965, 5719520.852034482, 85.19, -48.81
WT048a, 417973.78472053783, 5722235.972688958, 413.3, 247.84
WT050a, 417737.99196787365, 5721063.600174464, 88.09999999999997, -44.67000000000007
WT051a, 425695.6297954181, 5714370.2573346775, 467.50000000000006, -462.06999999999994
WT052a, 426926.6277175017, 5718750.379121295, 190.62, -104.67999999999995
WT053b, 417672.28039107233, 5726266.960184631, 432.03, 186.08999999999997
