X	Y
170.6610175	-44.438138
170.9505025	-44.9844585
170.8265115	-44.75610545
170.866524	-44.74856048
170.9025945	-44.753192
171.129707	-44.76406686
170.9739518	-44.65299601
171.153144	-44.636164
170.9017665	-44.4184125
173.542844	-42.40336153
170.4686115	-44.23921653
170.2097395	-44.0082875
170.253218	-43.998157
170.245007	-43.9765655
170.4174555	-43.9857785
170.479622	-44.0341365
170.842104	-44.21039849
170.8319179	-44.1352515
170.7596205	-44.3143665
170.827173	-44.0164245
170.4773935	-43.913298
170.568699	-43.8100755
170.562268	-43.882901
170.9245856	-44.15451457
170.995331	-44.1488085
171.0261179	-44.15377698
171.069994	-44.1946995
171.0982525	-44.17604456
170.8504353	-44.03586583
170.891259	-44.05813501
171.116127	-44.085241
170.890581	-43.907458
171.251152	-43.779242
169.814449	-43.560661
169.9718145	-43.488367
170.0246624	-43.45751111
170.133057	-43.39851193
170.2716005	-43.26092747
170.627367	-43.100307
171.1810625	-43.5852935
171.1552665	-43.49173848
171.2854586	-43.30535052
171.3167655	-43.311135
171.3993455	-43.30605499
170.851523	-42.8747635
170.8878445	-42.8290965
171.0917813	-42.77114807
171.176004	-42.70574251
171.2224888	-42.73081446
171.3330675	-42.758325
171.557791	-42.898885
171.5153015	-42.745231
171.20392	-42.57928888
171.3264444	-42.4567385
171.1932475	-42.4818385
171.1923274	-42.47325311
171.6333555	-43.8824745
171.709298	-43.91254501
171.7317135	-43.88855995
171.816655	-43.884676
169.3705485	-45.6301235
172.3405415	-43.715411
172.3720525	-43.678991
172.6869271	-43.81589997
172.788326	-43.819603
172.8449746	-43.83007644
170.116378	-44.2018385
172.593464	-43.626862
173.0171769	-43.86103649
171.5736655	-43.3601005
171.7294135	-43.15949151
171.773754	-43.10713396
171.7917674	-43.08493378
171.6266172	-43.02678997
171.7093755	-43.0332065
171.741034	-43.0352825
172.1571945	-43.22044689
172.148635	-43.12148696
172.466645	-43.5993015
172.5009389	-43.61189158
172.4970615	-43.5241105
172.606754	-43.29781453
172.7047895	-43.5721895
172.688634	-43.17117
172.7141755	-42.98926906
172.9425549	-42.97194254
173.6089185	-42.395169
171.58335	-42.8004225
171.6217951	-42.76502606
171.5491909	-42.75415598
171.6794756	-42.58316686
171.7530217	-42.56587949
172.5699575	-42.879697
172.7922205	-42.7977675
172.8697445	-42.7833725
172.9492396	-42.79024943
172.8537245	-42.66933348
173.0757665	-42.8717325
173.0293785	-42.94819598
173.151328	-42.9453045
173.209353	-42.892229
173.2407905	-42.8992895
172.9531604	-42.86697443
174.9818785	-37.6440175
173.216083	-42.855267
173.276162	-42.76316605
172.9611996	-42.62962499
172.9930125	-42.628416
173.2648395	-42.702463
173.267297	-42.639532
173.321009	-42.659525
173.32815	-42.60435787
173.2630699	-42.43822394
173.3111911	-42.44364846
173.4772345	-42.5561395
173.396346	-42.4032475
173.6106814	-42.38642246
169.6682065	-46.2951215
173.718534	-42.308994
171.470286	-41.8433525
171.939678	-42.181575
171.8290795	-41.7490525
171.907751	-41.6719545
171.9018365	-41.8244924
172.0038385	-41.51419545
172.395803	-41.74093251
172.6914765	-41.73853603
172.658066	-41.673782
172.0971129	-41.45180561
